Stock,Weight
AMZN,0.13229571984435798
HD,0.08949416342412451
MCD,0.07392996108949416
NKE,0.0642023346303502
TSLA,0.10700389105058367
SBUX,0.0622568093385214
LOW,0.05447470817120622
TJX,0.04669260700389105
MGM,0.02529182879377432
RCL,0.023346303501945526
DHI,0.03696498054474708
LEN,0.03501945525291828
ULTA,0.033073929961089495
ROST,0.033073929961089495
YUM,0.03501945525291829
AZO,0.029182879377431904
ORLY,0.0311284046692607
BKNG,0.04085603112840467
MAR,0.027237354085603117
POOL,0.019455252918287938
