Stock,Weight
PLD,0.11188811188811189
AMT,0.09390609390609389
CCI,0.057942057942057944
EQIX,0.09190809190809189
DLR,0.06693306693306693
SPG,0.049950049950049945
O,0.06393606393606394
VTR,0.04595404595404595
WELL,0.049950049950049945
AVB,0.04195804195804195
EQR,0.03496503496503497
ESS,0.028971028971028965
EXR,0.04395604395604395
PSA,0.06193806193806193
CBRE,0.029970029970029965
SBAC,0.03796203796203796
FRT,0.01898101898101898
KIM,0.01898101898101898
ARE,0.029970029970029965
REG,0.019980019980019977
