Stock,Weight
XOM,0.1310153935803428
CVX,0.10110231632107995
COP,0.07138347982324089
EOG,0.07104355849074928
SLB,0.060797358325644625
OXY,0.060748798135288676
VLO,0.05074539892196376
MPC,0.05074539892196376
PSX,0.04559801874423347
HES,0.04554945855387753
HAL,0.04035351818579128
FANG,0.04035351818579128
DVN,0.040256397805079384
WMB,0.03030155878211042
KMI,0.030252998591754475
CTRA,0.029961637449618796
APA,0.025008498033312287
BKR,0.025008498033312287
OKE,0.025008498033312287
EQT,0.024765697081532555
