Stock,Weight
GOOGL,0.13047637268031376
META,0.12004974172565527
NFLX,0.08972642050889611
DIS,0.07480390281232065
CMCSA,0.06944710158790893
VZ,0.0592117849626937
TMUS,0.059881385115745166
CHTR,0.04935909699636502
FOXA,0.03898029462406733
PARA,0.034053950640903
WBD,0.029271092404821113
EA,0.044576238760283146
TTWO,0.039602066194757986
LYV,0.029797206810790122
MTCH,0.024823034245264965
T,0.049359096996365016
GOOG,0.02587526305720298
OMC,0.015113832026018749
IPG,0.010330973789936866
NWSA,0.005261144059690071
