Stock,Weight
LIN,0.10791040258298859
SHW,0.08213096559378467
APD,0.0820805165977197
ECL,0.06664312380183635
NEM,0.05115528200988798
FCX,0.07153667642013922
NUE,0.06654222580970638
MLM,0.04121682978508727
VMC,0.04121682978508727
ALB,0.06144687720714357
MOS,0.035869236202199575
CF,0.035869236202199575
BALL,0.030824336595701742
PKG,0.030773887599636764
IFF,0.030723438603571785
AVY,0.030723438603571785
EMN,0.030723438603571785
CTVA,0.035869236202199575
IP,0.030672989607506806
PPG,0.03607103218645948
