Stock,Weight
DVN,0.02905811623246493
FANG,0.09118236472945891
CTRA,0.056112224448897796
XOM,0.08817635270541083
CVX,0.07414829659318636
COP,0.08016032064128256
SLB,0.033066132264529056
HAL,0.013026052104208416
BKR,0.01603206412825651
WMB,0.05110220440881763
MPC,0.06212424849699398
VLO,0.04809619238476953
OKE,0.04809619238476953
OXY,0.06312625250501001
PSX,0.04008016032064128
HES,0.047094188376753505
EOG,0.08316633266533066
KMI,0.038076152304609215
APA,0.019038076152304607
TRGP,0.019038076152304607
