Stock,Weight
JNJ,0.027860696517412943
MRK,0.048756218905472645
ABBV,0.07363184079601992
BMY,0.008955223880597015
AMGN,0.038805970149253737
VRTX,0.07263681592039803
REGN,0.06069651741293533
GILD,0.016915422885572143
BIIB,0.008955223880597015
ISRG,0.07860696517412936
SYK,0.03582089552238806
BSX,0.027860696517412943
ABT,0.03582089552238806
UNH,0.10248756218905475
HUM,0.03482587064676617
CI,0.023880597014925377
DHR,0.063681592039801
TMO,0.07661691542288558
DXCM,0.047761194029850754
LLY,0.11542288557213931
