Stock,Weight
META,0.15827194903444156
GOOGL,0.16125821222377065
NFLX,0.10053752737407926
DIS,0.07863826398566594
TMUS,0.09356957993231137
CHTR,0.04877563209237508
CMCSA,0.05972526378658174
EA,0.04578936890304599
TTWO,0.05375273740792355
LYV,0.03782600039816843
WBD,0.020903842325303602
PARA,0.014334063308779616
MTCH,0.027473621341827598
VZ,0.027871789767071477
IPG,0.009556042205853077
OMC,0.009556042205853077
FOXA,0.01353772645829186
T,0.0218992633884133
NWSA,0.008361536930121443
NWS,0.008361536930121443
