Stock,Weight
NVDA,0.1337266470009833
AVGO,0.09144542772861358
AMD,0.05703048180924289
LRCX,0.03638151425762046
MSFT,0.11012782694198624
ADBE,0.04424778761061947
NOW,0.052114060963618494
CRM,0.06686332350049165
INTU,0.029498525073746323
AAPL,0.06391347099311702
DELL,0.029498525073746316
ANET,0.03933136676499509
ACN,0.013765978367748283
FTNT,0.023598820058997053
PANW,0.06293018682399214
SNPS,0.03146509341199607
CRWD,0.05014749262536874
KLAC,0.023598820058997053
CDNS,0.03146509341199607
IBM,0.008849557522123894
