Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
JPM,0.08457711442786069,0.11,0.12,0.1,0.12
BAC,0.06965174129353234,0.03,0.1,0.08,0.08
C,0.03482587064676617,0.03,0.05,0.06,0.03
PNC,0.07960199004975124,0.04,0.05,0.04,0.05
USB,0.03482587064676617,0.03,0.03,0.03,0.04
GS,0.014925373134328356,0.03,0.08,0.07,0.08
TRV,0.10945273631840795,0.05,0.03,0.06,0.06
ALL,0.054726368159203974,0.05,0.03,0.03,0.04
PRU,0.044776119402985065,0.02,0.03,0.02,0.02
MET,0.044776119402985065,0.03,0.02,0.02,0.02
AIG,0.01990049751243781,0.02,0.02,0.03,0.02
BLK,0.07960199004975124,0.08,0.06,0.07,0.07
MS,0.054726368159203974,0.09,0.07,0.07,0.06
SCHW,0.054726368159203974,0.07,0.05,0.05,0.04
TROW,0.029850746268656712,0.06,0.05,0.05,0.05
ICE,0.06965174129353234,0.08,0.06,0.05,0.07
CME,0.029850746268656712,0.06,0.06,0.05,0.05
AXP,0.04975124378109452,0.07,0.04,0.05,0.04
COF,0.03980099502487562,0.03,0.03,0.03,0.03
MMC,,0.02,0.02,0.04,0.03
