Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
LMT,0.07,0.06,0.08,0.1,0.1
NOC,0.07,0.05,0.06,0.08,0.07
RTX,0.06,0.06,0.06,0.09,0.08
CAT,0.06,0.06,0.07,0.04,0.06
DE,0.06,0.06,0.05,0.03,0.05
UNP,0.06,0.07,0.06,0.07,0.08
CSX,0.06,0.07,0.03,0.05,0.04
NSC,0.04,0.07,0.05,0.03,0.03
FDX,0.04,0.04,0.05,0.05,0.04
UPS,0.05,0.04,0.04,0.06,0.04
EXPD,0.03,0.04,0.04,0.03,0.04
HON,0.05,0.05,0.04,0.06,0.06
PH,0.06,0.04,0.03,0.04,0.05
MMM,0.04,0.04,0.03,0.03,0.05
ITW,0.05,0.05,0.07,0.06,0.05
EMR,0.05,0.04,0.06,0.05,0.04
ETN,0.05,0.04,0.03,0.03,0.04
ROK,0.03,0.03,0.03,0.04,0.04
CMI,0.04,0.04,0.05,0.03,0.02
BA,0.03,0.05,0.07,0.03,0.02
