Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
AMZN,0.14,0.05,0.1,0.09,0.1
TSLA,0.12,0.115,0.1,0.11,0.09
MCD,0.09,0.005,0.04,0.03,0.05
NKE,0.08,0.07,0.1,0.06,0.06
LULU,0.07,0.095,0.08,0.08,0.07
ULTA,0.06,0.095,0.07,0.06,0.08
ORLY,0.06,0.07,0.03,0.04,0.05
AZO,0.06,0.06,0.03,0.04,0.04
BKNG,0.04,0.06,0.05,0.05,0.04
MAR,0.04,0.04,0.06,0.05,0.03
WYNN,0.03,0.02,0.04,0.04,0.03
TJX,0.03,0.04,0.02,0.04,0.04
ROST,0.03,0.04,0.02,0.04,0.04
SBUX,0.03,0.03,0.03,0.03,0.04
HD,0.02,0.05,0.06,0.06,0.06
LOW,0.02,0.025,0.05,0.04,0.05
YUM,0.02,0.025,0.02,0.03,0.03
EBAY,0.02,0.05,0.02,0.02,0.03
CMG,0.02,0.05,0.07,0.06,0.04
KMX,0.02,0.01,0.01,0.03,0.03
