Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
APD,0.07,0.09,0.08,0.085,0.06
ALB,0.08,0.04,0.08,0.075,0.06
NEM,0.03,0.02,0.07,0.065,0.03
FCX,0.03,0.02,0.02,0.055,0.03
NUE,0.03,0.06,0.02,0.055,0.03
DOW,0.04,0.06,0.05,0.065,0.05
DD,0.04,0.04,0.05,0.03,0.05
LIN,0.08,0.12,0.1,0.085,0.08
SHW,0.08,0.1,0.08,0.075,0.09
CTVA,0.04,0.03,0.05,0.045,0.06
IFF,0.05,0.03,0.05,0.025,0.06
CF,0.04,0.03,0.03,0.05,0.05
MLM,0.03,0.06,0.05,0.045,0.05
VMC,0.05,0.05,0.05,0.04,0.05
PKG,0.05,0.02,0.02,0.04,0.06
IP,0.05,0.02,0.02,0.035,0.05
PPG,0.07,0.08,0.06,0.04,0.02
ECL,0.07,0.08,0.07,0.04,0.08
MOS,0.03,0.02,0.03,0.025,0.02
EMN,0.04,0.03,0.02,0.025,0.02
