Stock,Weight
LIN,0.11483253588516747
 APD,0.09569377990430623
 SHW,0.07655502392344499
 ECL,0.06698564593301437
 PPG,0.05741626794258373
 NUE,0.06220095693779905
 STLD,0.052631578947368425
 CF,0.04784688995215312
 MOS,0.0430622009569378
 ALB,0.07177033492822966
 DOW,0.04784688995215312
 EMN,0.033492822966507185
 IFF,0.028708133971291867
 VMC,0.038277511961722493
 MLM,0.038277511961722493
 AVY,0.02392344497607656
 FCX,0.038277511961722493
 IP,0.019138755980861247
 NEM,0.028708133971291867
 BALL,0.014354066985645933
