Stock,Weight
JNJ,0.08333333333333333
 UNH,0.09999999999999998
 PFE,0.041666666666666664
 ABBV,0.06666666666666665
 MRK,0.06666666666666665
 LLY,0.09999999999999998
 REGN,0.041666666666666664
 VRTX,0.04999999999999999
 MRNA,0.033333333333333326
 BIIB,0.033333333333333326
 AMGN,0.04999999999999999
 BMY,0.041666666666666664
 GILD,0.041666666666666664
 CI,0.04999999999999999
 MDT,0.033333333333333326
 TMO,0.041666666666666664
 ISRG,0.024999999999999994
 SYK,0.024999999999999994
 HCA,0.016666666666666663
 DHR,0.05833333333333333
