Stock,Weight
XOM,0.10041841004184102
 CVX,0.08786610878661089
 COP,0.07531380753138076
 EOG,0.06694560669456068
 DVN,0.06276150627615064
 APA,0.04602510460251047
 KMI,0.05020920502092051
 WMB,0.041841004184100423
 OKE,0.03765690376569038
 VLO,0.05020920502092051
 PSX,0.04602510460251047
 MPC,0.0585774058577406
 SLB,0.03347280334728034
 HAL,0.0292887029288703
 BKR,0.025104602510460254
 OXY,0.054393305439330554
 HES,0.03765690376569038
 FANG,0.04602510460251047
 TRGP,0.0292887029288703
 CTRA,0.020920502092050212
