Stock,Weight
NEE,0.11538461538461538
 DUK,0.09615384615384616
 SO,0.08653846153846154
 D,0.07692307692307693
 AEP,0.06730769230769232
 XEL,0.06730769230769232
 SRE,0.05769230769230769
 ED,0.05769230769230769
 EXC,0.04807692307692308
 CNP,0.04807692307692308
 WEC,0.04807692307692308
 AWK,0.038461538461538464
 AES,0.028846153846153844
 NI,0.028846153846153844
 ETR,0.028846153846153844
 PEG,0.02403846153846154
 ATO,0.02403846153846154
 ES,0.019230769230769232
 FE,0.019230769230769232
 CMS,0.019230769230769232
