Stock,Weight
PLD,0.1188118811881188
 AMT,0.10891089108910891
 EQIX,0.09900990099009901
 SPG,0.07920792079207921
 AVB,0.06930693069306931
 CCI,0.06930693069306931
 DLR,0.0594059405940594
 SBAC,0.0594059405940594
 O,0.04950495049504951
 WELL,0.04950495049504951
 EXR,0.039603960396039604
 PSA,0.039603960396039604
 INVH,0.0297029702970297
 ARE,0.0297029702970297
 EQR,0.0297029702970297
 MAA,0.019801980198019802
 ESS,0.019801980198019802
 BXP,0.009900990099009901
 VTR,0.009900990099009901
 IRM,0.009900990099009901
