Stock,Weight
AMZN,0.14563106796116504
 TSLA,0.0970873786407767
 HD,0.07766990291262135
 NKE,0.0679611650485437
 MCD,0.058252427184466014
 LOW,0.04854368932038835
 SBUX,0.04854368932038835
 BKNG,0.04854368932038835
 ORLY,0.04854368932038835
 DHI,0.038834951456310676
 ULTA,0.038834951456310676
 LEN,0.038834951456310676
 ROST,0.038834951456310676
 F,0.029126213592233007
 GM,0.029126213592233007
 EBAY,0.029126213592233007
 MAR,0.029126213592233007
 CMG,0.029126213592233007
 AZO,0.029126213592233007
 DPZ,0.029126213592233007
