Stock,Weight
JPM,0.11214953271028036
 BAC,0.09345794392523364
 WFC,0.07476635514018691
 C,0.06542056074766356
 V,0.08411214953271028
 MA,0.07476635514018691
 GS,0.05607476635514018
 MS,0.05607476635514018
 BRK.B,0.06542056074766356
 SPGI,0.04672897196261682
 MCO,0.037383177570093455
 PYPL,0.02803738317757009
 SCHW,0.037383177570093455
 CB,0.02803738317757009
 AIG,0.018691588785046728
 MET,0.018691588785046728
 BLK,0.037383177570093455
 USB,0.02803738317757009
 PNC,0.018691588785046728
 TFC,0.018691588785046728
