Stock,Weight
"""META",0.1782178217821782
 GOOGL,0.1782178217821782
 NFLX,0.09900990099009901
 DIS,0.07920792079207921
 TMUS,0.06930693069306931
 CMCSA,0.0594059405940594
 CHTR,0.04950495049504951
 EA,0.039603960396039604
 TTWO,0.039603960396039604
 WBD,0.0297029702970297
 VZ,0.0297029702970297
 T,0.0297029702970297
 MTCH,0.019801980198019802
 LYV,0.019801980198019802
 FOX,0.019801980198019802
 FOXA,0.019801980198019802
 PARA,0.009900990099009901
 OMC,0.009900990099009901
 IPG,0.009900990099009901
 NWSA,0.009900990099009901
