Stock,Weight
LIN,0.12244897959183672
 APD,0.10204081632653061
 SHW,0.09183673469387754
 ECL,0.08163265306122448
 ALB,0.07142857142857142
 FCX,0.06122448979591836
 DOW,0.06122448979591836
 PPG,0.05102040816326531
 NUE,0.05102040816326531
 VMC,0.05102040816326531
 MLM,0.04081632653061224
 CF,0.04081632653061224
 AVY,0.03061224489795918
 BALL,0.03061224489795918
 STLD,0.03061224489795918
 PKG,0.02040816326530612
 MOS,0.02040816326530612
 EMN,0.02040816326530612
 IFF,0.01020408163265306
 DD,0.01020408163265306
