Stock,Weight
PG,0.1188118811881188
 KO,0.09900990099009901
 PEP,0.09900990099009901
 MO,0.07920792079207921
 PM,0.07920792079207921
 CL,0.06930693069306931
 STZ,0.0594059405940594
 MDLZ,0.0594059405940594
 KMB,0.04950495049504951
 HSY,0.04950495049504951
 GIS,0.039603960396039604
 CAG,0.0297029702970297
 SJM,0.0297029702970297
 K,0.0297029702970297
 HRL,0.0297029702970297
 LW,0.019801980198019802
 MKC,0.019801980198019802
 CPB,0.019801980198019802
 WBA,0.009900990099009901
 TSN,0.009900990099009901
