Stock,Weight
XOM,0.17503500700140026
 CVX,0.17503500700140026
 WMB,0.08331666333266653
 OKE,0.08331666333266653
 KMI,0.08331666333266653
 MPC,0.05001000200040008
 PSX,0.05001000200040008
 VLO,0.05001000200040008
 SLB,0.05001000200040008
 HAL,0.05001000200040008
 BKR,0.05001000200040008
 COP,0.011102220444088817
 EOG,0.011102220444088817
 HES,0.011102220444088817
 OXY,0.011102220444088817
 DVN,0.011102220444088817
 FANG,0.011102220444088817
 APA,0.011102220444088817
 EQT,0.011102220444088817
 CTRA,0.011102220444088817
