Stock,Weight
JNJ,0.039403940394039404
 PFE,0.0315031503150315
 MRK,0.05510551055105511
 ABBV,0.039403940394039404
 UNH,0.0315031503150315
 LLY,0.0709070907090709
 TMO,0.05510551055105511
 ABT,0.047204720472047206
 MDT,0.047204720472047206
 AMGN,0.05510551055105511
 GILD,0.047204720472047206
 BIIB,0.05510551055105511
 REGN,0.063006300630063
 ISRG,0.063006300630063
 SYK,0.047204720472047206
 BSX,0.05510551055105511
 ZTS,0.039403940394039404
 MCK,0.039403940394039404
 BMY,0.047204720472047206
 VRTX,0.0709070907090709
