Date,AAPL,ACN,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANET,ANSS,APH,AVGO,CDNS,CDW,CRM,CRWD,CSCO,CTSH,DELL,ENPH,EPAM,FFIV,FICO,FSLR,FTNT,GDDY,GEN,GLW,HPE,HPQ,IBM,INTC,INTU,IT,JBL,JNPR,KEYS,KLAC,LRCX,MCHP,MPWR,MSFT,MSI,MU,NOW,NTAP,NVDA,NXPI,ON,ORCL,PANW,PLTR,PTC,QCOM,ROP,SMCI,SNPS,STX,SWKS,TDY,TEL,TER,TRMB,TXN,TYL,VRSN,WDAY,WDC,ZBRA
2020-04-13,0.05526339406115888,-0.015906293395467896,0.07973006643007174,0.04059105669228136,0.0972711287969541,0.10441345160081328,0.07279701810605221,0.16990486202000588,0.0005240370083963164,0.10919635141006867,0.028201511496823706,0.045536679857893114,0.09769713678891834,0.024091719186467797,0.052216055818924856,0.11332753508110982,0.031067841804010232,-0.008658766163274767,-0.0012030366751214494,0.023646812367516645,0.0917884953535244,-0.010208140884659267,0.06027705920436799,0.043263287193886946,0.10821148872090403,0.06843618031086796,0.03871978740996118,-0.02171863701646648,-0.07787268075383236,-0.028177979986541146,-0.01135807669845823,0.05635291583570812,0.054871418737374444,-0.008700536163216088,-0.02120395342588899,0.04153202366995301,0.04060801222293642,0.0738741863518424,0.08030064284638438,0.024091900473316663,0.10623472053446892,0.0815069971621416,0.03191859625755744,-0.009321702000238519,0.07742932808866176,-0.01357371707403665,0.11169407531171638,0.002223035492782577,0.0,0.031957034338039536,0.08741849912811817,,0.042539960804193644,0.06412388086863241,0.022346660468895108,0.01350095150990116,0.13471953177482465,0.004292872903797207,0.060589062775421754,-0.030007399525912914,-0.05240987668740271,0.043826609476659284,-0.05803830682343747,0.05441559278853236,0.047213088391914626,0.07068897989722589,0.02675193791128483,-0.060599382542914415,0.008746618110321513
2020-04-20,0.0006007585118865677,0.006635330463860223,-2.9000169921467034e-05,0.030350215127265212,-0.003260729136342788,-0.024394871685314068,-0.02744363118326576,-0.007420462548905271,0.03233022163604993,-0.016862378902511965,0.023153464800558243,-0.004024214071620902,0.02377616123214188,-0.03721749655190565,-0.05313022662801037,0.11214090787440978,0.0009418710254847085,0.0,-0.04384483067765155,-0.031570830881424206,-0.03291418301301552,0.025864145263769567,-0.06020171845140554,-0.03222750203232061,-0.08578256933852524,0.008530375597537887,0.04174925999177037,0.0028957016754054266,-0.018537587836510716,-0.03350520540334212,0.03829518763282436,-0.018223973403840077,-0.006406284387105554,0.03586261876737473,-0.028239742762352305,0.03190056080348724,0.017737944935256822,0.023013536342516128,-0.044262193254931526,0.02078653533893804,0.0014534105993750934,-0.022676493495925487,-0.03150169987542184,-0.03369789738426465,0.011181969172753492,0.021590012838898165,-0.00933925543870262,0.04724394690767664,0.06773491159376288,-0.02947643155719515,0.00010341866122298704,,-0.024902543818084877,-0.0017066935084336654,-0.04832747022938533,-0.00321541999780961,-0.01258224933539398,-0.05517773454424424,0.011635173983674196,-0.006413412077028835,0.04018386924221384,-0.02866996342864714,0.005237276291973236,0.003346589613709483,-0.03675933435587897,0.01047974947372765,-0.029068963490818445,-0.038516077214117206,0.027785986345270297
2020-04-27,0.021557474435534907,0.026387635767951556,-0.0007556226707731151,-0.02152576397965722,-0.030219085237530363,-0.06732825696763112,-0.09373792185223107,-0.11213953725237236,-0.04229508912045021,-0.014684959098566375,-0.0077751368756586725,-0.01929705812100868,-0.05812221187640565,0.019566592259887994,0.015521651009763993,-0.03875001271565759,-0.03762967145891405,0.04999081768901248,0.007810599530436058,0.1463026908225744,0.06550757588397338,0.06267674659174527,0.12188366806143924,0.027913794940968017,0.010361223436655687,-0.02329722079008334,-0.004770708449491234,-0.005774788486680449,-0.005246437575940455,-0.019333222320389698,-0.022851319132038195,-0.030205931909097705,-0.00959555095597997,0.0470116247475143,0.05812056831513779,-0.06311700702725465,-0.037933202203279004,-0.08883087914747423,-0.11868580368682402,-0.005974721936698901,0.015910628270029425,0.00011446192055020177,-0.09142645982187869,0.020380354825592306,0.12071699686241333,-0.03669346107016247,-0.023515954671903927,0.01133130239887592,0.031377901973728584,-0.02301421673730364,0.0063581701759118925,,0.021230726975661085,-0.005260775056030065,0.10760070943068745,0.02442394996945607,-0.022152515302163556,-0.018918711198513627,0.02403895455133065,0.011992083042881685,0.006129588655371387,-0.06693550330031084,0.007048713904612036,-0.03704043843654359,0.00022245027523615235,-0.03351719825206312,0.011727351472863523,-0.005160939420829069,0.08115237432088085
2020-05-04,0.07285430043774133,0.04703178373520189,0.06884019799858865,0.05972614270769472,0.05368781999618566,0.05518465347220225,0.14757945403314987,0.06635921186275984,0.04994218429815933,0.028868681120495454,0.04748526047443047,0.05902986701219648,0.08728906996629959,0.01610203403869237,0.12489606350011973,0.10822132586113442,0.05058636832758667,0.011681366456133269,0.0912500710375268,0.3243930353594653,0.03221929996629136,0.10140429350511293,0.10246285687553502,0.0519294980692524,0.3114816940049039,0.14023098449906857,0.020134007532764286,0.04646675043993875,0.0812233346438953,0.06458186391563348,0.009190304825892115,0.038280885189168945,0.07364138287008859,0.06665509732125385,0.071106378915329,0.08524281820476975,0.07299665783074771,0.1412791177421331,0.1292654582697692,0.10034313978306009,0.11783054040041452,0.05791366478663207,-0.0544552497930233,0.07079443474905456,0.1111896524819993,0.08244955155654687,0.10509941966912528,0.09780101068006797,0.13227519635000085,0.03436955765301697,0.09903430629275745,,0.077884995665221,0.06504522219853892,0.055925612060655494,0.14349977445152473,0.07036887745420084,0.07021615342253851,0.12536690965196207,0.04030270828131055,0.08741867664343528,0.12515155339533535,0.1259890235164589,0.05640942336412236,0.04908193743867373,0.024485339207715118,0.12880130177256222,0.09189724400137322,0.07701172636739684
2020-05-11,-0.005117526907947756,-0.02481945914491479,-0.006013501439227964,-0.0731130407419599,-0.01937160017086137,-0.0302521516740204,-0.03289361156724735,0.018988572331402498,-0.03467729805551045,-0.03456009701763818,-0.0809511356308662,-0.053157807321695616,-0.004729558500830455,-0.09885759559060336,-0.025980676511971335,0.005736668303952808,0.029774571708570674,-0.12211351347799149,-0.03573907138555987,0.01920395098220462,-0.028347522366972355,-0.06905118943701094,-0.05049857300925442,-0.10846922400539927,0.048158462145109215,0.019453684545033045,-0.059210392227596276,-0.09111935823270922,-0.11121919920919998,-0.051085639596042176,-0.03611006370079484,-0.017777621357147222,0.014374460424056767,-0.09014523484007964,-0.015454877324453942,-0.030827631949317702,-0.05869503941613807,-0.023731838806723693,-0.05109264062060059,-0.06856146145398823,-0.0864294034481985,-0.008230422069644971,-0.016759306502785676,-0.07958556280769336,-0.01802475251689528,-0.0561245527260229,0.08681602409009681,-0.13725695570513463,-0.17348137120979934,-0.012133763165831257,0.04145632433698765,,-0.09154441331078178,-0.05945893664002988,0.008762305323099184,-0.08379231097285378,-0.008990462994744819,-0.06443387429749037,-0.044955917067402984,-0.05304758905905571,-0.08742667413925498,-0.12597957174826035,-0.04324320200327281,-0.0587825405584389,0.07425124367235969,0.034326829765061184,-0.06795529926074828,-0.11289594882436516,-0.1034085102360206
2020-05-18,0.03633313240990166,0.0534587155889501,0.0546400838753065,0.0909627346056805,0.08333331926111387,0.02375371513960034,0.04515761798048201,0.017896630855199547,0.04618674916442811,0.06277321663911706,0.10314672026125815,0.062362997404916465,0.048495228119083356,0.08107537709202806,0.03805530068102336,0.0658543151574924,0.014230767262069177,0.025308940854358752,0.023283592317375756,-0.03357319053288599,0.029865860216074624,-0.010235696768376878,0.1051197924984748,0.10414026924186359,-0.005507946088911475,-0.011109638614407835,0.01098873891179819,0.08804073254465261,0.006586187355088313,0.14401086226285154,0.012053486884829212,0.06829085337831087,0.011321879463668694,0.05451449742312109,0.041678567212245055,0.009150046403084033,0.07680944158111846,0.03826060994196201,0.036928226336371495,0.05098695080703952,0.047510148348522074,0.0019109718699290568,0.039668385494805225,0.011934412701408492,0.047238569356070625,0.054270713564067874,0.06306858736497456,0.0871201700142823,0.11236750497898873,-0.005668871050823365,0.06776465856053315,,0.08015383206881,0.038669880812822965,0.015380525236823095,0.06054101874447082,0.0779941108551585,0.06677824538760979,0.10167567954373169,0.07369791056248931,0.08837826868938325,0.10300599688432932,0.11101695298806091,0.04794892565552278,0.014940064250792862,-0.016248566093780337,0.08976014627868012,0.08186685806733984,0.11818177168830513
2020-05-25,-0.0029790712858482893,0.040834023137367836,0.003478160992379742,0.017017763258619922,0.07457353250867182,0.05357503466352642,0.037023141460816866,-0.024832317878450194,0.060362486512462565,0.048653074148205855,0.0634355624231242,0.0528465354211205,0.06089480160294425,0.05255540289920191,-0.017205666480271997,0.06798827845897737,0.06503356171588437,0.03440885871322852,0.15254244021405672,0.03137186308414153,0.032177232220198526,0.05542204315533672,0.03402670828886123,0.07246371342822533,-0.02411664779464817,0.021015017987461304,0.12549433734095272,0.06594956057625168,0.0588874086250577,-0.1094115504821046,0.054987753282472074,0.010761467359601928,0.009423079387300026,0.03477592310743205,0.02782529796638311,0.047495735974358855,0.0594748171666315,0.017109892213849065,0.047981747528569096,0.09808207369420496,0.03744207272607514,0.0013641791870901976,0.008495270708869906,0.06608806126671629,-7.732441477881213e-05,-0.0031332480212554747,-0.016701220269434325,-0.022678827968736992,0.047649301836471425,0.021854784246506664,-0.011179742422551708,,0.08787919455064963,0.027700041363621475,0.0728487750652016,0.051012115814284886,0.057273116806738855,0.04081633209487201,0.016964939145360347,0.1059150009377463,0.07242324889727603,0.06804727347061701,-0.0053395090107548615,0.046812963463711554,0.04238303092069429,0.024752039677374382,0.09087124195022844,0.045968828147162855,0.07300654729507361
2020-06-01,0.042649310751922354,0.03407413119708247,0.01629588125583692,0.10905020235686669,0.11089457785710266,-0.06427223871091214,0.0713779477489982,-0.013011166781899397,0.007324558407872939,0.021554791885214142,0.10811976010896562,0.08861214109752424,0.0012049579280140055,0.13010529572762253,-0.0052061845093488435,0.06969596762029617,0.00020896429897443447,0.09094342221665852,0.017727344126100553,-0.061866275289250594,0.032128007638392075,0.001518087382575306,0.04485284448616356,0.10210215026356351,0.00919542088346681,0.017346230911205573,-0.07594400444488958,0.18183335069809758,0.14418149729544072,0.1499337642367109,0.05732564982772104,0.022405785872584794,-0.007612372576493165,0.1092851551788796,0.16510725803170212,0.03303030101376514,-0.015906720012926145,0.09388500992117832,0.11418870896102251,0.14559465535984906,0.12109667912040911,0.021555520849330323,0.151998482695326,0.12126911773018034,0.006521792145654848,0.07902996815014207,0.0050140047865416815,0.18439107987451608,0.22255913445928988,0.0039053499627494936,-0.016491711387657038,,0.09636031520048527,0.09483207787822567,0.030548371130273644,0.10208016540151443,0.01138686372723341,0.025452403443227523,0.14864226114284285,0.007698077943977255,0.12049214510562778,0.14715789828965886,0.15337423731649702,0.10695640856199962,-0.044976166349464664,-0.03529522063914181,-0.02594992475003466,0.09217949829754746,0.062107684118551054
2020-06-08,0.022021293491384597,-0.03309513221647964,0.03471625059895311,-0.04960253577807472,-0.045997174665958096,0.013535316544349696,-0.06047521108665921,0.007532985637915823,-0.05268528930611083,-0.06513322965168478,-0.11205605568926913,-0.053078022925627466,-0.021225409289046482,-0.08967590048234009,0.007074014815675156,-0.008623416969680497,-0.05770427148424595,-0.052231031643603654,-0.07165462887394591,-0.10917748796141225,-0.012812447018094253,-0.033209260615261194,-0.017090163265528147,-0.03814719459759286,-0.07218108732446837,-0.02964746545657737,-0.057006881668611564,0.009370277410450933,-0.08640867985705225,-0.06490511676906818,-0.07685878879897134,-0.07786757187344573,-0.02578886344515885,-0.1205184936523438,-0.11646597381385293,-0.03863182870529702,-0.10093041183672447,-0.040471710336485334,-0.06690288795036081,-0.09427253972649463,-0.08994273343195303,0.002884435169588695,-0.0981396290073211,-0.09363382744364956,-0.01365053190828347,-0.11652115215276704,0.0018583823970825808,-0.06721117211424465,-0.05803571850939948,-0.03927377333714033,-0.041229099162645944,,-0.10245992859491493,-0.02992953699187184,-0.03947445660584781,0.021321170569364556,-0.018418293133870223,-0.06949806390897095,-0.06793517045028163,-0.1152784919232841,-0.13675303149739737,-0.06526819179170962,-0.08843080581169815,-0.056831961768260664,-0.04385794030055601,-0.03365204337237371,-0.02865615475266403,-0.11370203529106604,-0.06924879144667728
2020-06-15,0.032231204008704495,-0.0001983628744272048,0.052811533353255946,0.014948023402592048,0.06664872695945845,0.0012956436870370514,0.07780710582837802,0.013644851256753743,-0.021411277038323684,0.04188407068624289,0.021260756485634635,0.008392902577004202,0.02727478723873311,0.024977905270072265,0.06761454160284619,0.08548108730339177,0.005547003428244768,-0.011679052995504202,0.04307035976932183,-0.03927616297472014,0.0737021588264628,-0.026154598319358402,0.020265053940440758,0.015783136845283874,0.04887211223416155,0.06477831987451221,0.05436158450898265,-0.008540695801909859,-0.022390465351948108,0.04079397533316431,0.004593507714907075,0.004887982120241663,0.02009412091082763,0.010949173634360543,0.08798684164935211,-0.025952202639674127,0.11257452156988657,0.04553572210439305,0.10800650273630374,0.03834180106682461,0.03663553982952794,0.039469461593439004,-0.007565595140319181,0.04395160278877719,0.03827276516370115,0.03815365794036185,0.03680349148145878,0.10860650499352054,0.021063697912131252,0.04897802058097711,0.04002713774199207,,0.04723250730964179,0.04188182701919163,0.0019238588939320955,0.10574949436003789,0.02700440244935831,0.028452824532237075,0.0034670887407755036,-0.03768665528029391,0.026848285371873448,0.15331054436078206,0.04546556973796001,0.007421224746665844,-0.02772023062317175,0.005338690608940544,0.05767786995573054,0.03352733864417923,0.023535854937006828
