Date,CHTR,CMCSA,DIS,EA,FOX,FOXA,GOOG,GOOGL,IPG,LYV,META,MTCH,NFLX,NWS,NWSA,OMC,PARA,T,TKO,TMUS,TTWO,VZ,WBD
2019-10-14,0.03991394268052306,0.0004387885150418658,0.006691350132445484,0.009979611118076326,0.011713646421974033,0.02383976261554599,0.024715148214864868,0.02360766483460819,0.02838647682296025,-0.016583464390075076,0.009012500735097184,-0.03441288205909032,-0.02696781917905744,0.0021800961425260112,-0.0022221487053021294,0.009779069520902794,-0.0437161211622652,0.04246383349764282,-0.04313052732505329,0.026028016614545235,0.0025323083860895323,0.02928822665550057,-0.0092956823476823
2019-10-21,0.05031249917646585,0.0017555528072972226,7.636726921500525e-05,0.012404018386323434,0.005551280663603109,0.006209443321556707,0.01576887759019341,0.015983414802509532,0.058111732965997476,0.03059237960022254,0.010976511900735453,0.03340317224145983,0.005521320736102231,0.030456854278019918,0.024498824264374663,0.019103121579026494,-0.01931937841963116,-0.04055104024357037,0.020447992669045734,0.0002451838173307408,0.021184701401494754,-0.01113846498053428,-0.005052305820063552
2019-10-28,0.03091803905198809,-0.019715260521905087,0.014132827054815555,-0.010486756237129913,0.005047207605824111,-0.00061719494579493,0.006805677101993757,0.0062880020271187664,0.004576335308793311,-0.044019707833729105,0.030496537179086625,-0.012713040237776974,0.036088396683966906,-0.002111057491991808,-0.0028984303884665996,0.002993918072780044,0.019422927509785692,0.055269519922039656,-0.18151251864584705,0.010414064325835914,-0.06726242864449528,0.0,-0.011244086665716524
2019-11-04,-0.014124435088886056,0.009832667350498925,0.03924686737475502,0.031164668877755597,0.08066537016226305,0.08490277035710903,0.029542892534112353,0.028886016903370226,0.04646925485768527,-0.04332015966490754,-0.014357861419228124,-0.05369861002583565,0.01659638717667966,-0.06699584774864842,-0.06250007802284174,0.04828044170408363,0.03728868792337381,0.011039654846280111,-0.022158530089794626,-0.018552188849506823,0.0005132383046244637,-0.016895848722624285,0.133895802930446
2019-11-11,0.012453445670070451,-0.013941375754897622,0.048637299297329184,-0.007428635952054452,-0.02425205458059232,-0.02475811308176823,0.017920125813916776,0.01874706611687027,-0.027862317575918616,0.03546551114437002,0.02232227414996424,0.014476015783146057,0.01186676053147906,0.006802753784393767,0.006976669682587255,-0.02451410743615101,0.012070597309540743,0.0030471336660033987,0.05372787199278828,-0.03545853380477737,0.05865253645733204,0.0026958646273820275,-0.0384988851482394
2019-11-18,-0.01492852399579303,0.005386132469082483,0.025022305611089646,0.016916296333999714,0.03810093537657844,0.04056023365645922,-0.029613373640690388,-0.029897827735773763,-0.010748152945100342,0.033486158423790435,0.01906724363693213,-0.002996512675392693,0.05236759743401187,-0.025525369538065168,-0.02155500389630738,-0.010661337448432118,0.024630340103902082,-0.04430354306994089,0.044918564689916396,0.006660714113769117,-0.03505085082044335,0.00403301206008333,0.09454910938304528
2019-11-25,0.003223073139007493,-0.014508975334137753,0.022186269738902586,0.01834853259265734,0.0030106811224268615,0.00280431989212504,0.007426729566865742,0.008054555639630534,0.014033650412999421,0.03284511526831668,0.014183438312383778,0.0087304539856079,0.013463000927184776,0.014637842404237933,0.013375355840878456,0.0196282601347586,0.021761192474585966,-0.009801381774725226,0.029377569116478153,-0.0005088498727476853,0.01565111369808969,0.008200640017703709,0.012603746166539809
2019-12-02,-0.004595654597199905,0.002038568977245969,-0.025860758048373622,0.021978069685806068,-0.01086331262751461,-0.009508070126577506,0.02732657456769272,0.027068575088982083,0.014605528894797715,0.009597562265741155,-0.002925910415127131,-0.0370318255128822,-0.023231416365339652,0.023538250394533167,0.02562105296189654,0.005913184188348186,-0.01634471727339315,0.021936912087206384,0.019187319193662233,-0.010311973021911891,0.01961273104853034,0.01577038406392428,-0.02732233602620393
2019-12-09,0.01585974738346918,-0.014918523829575592,-0.008668649894241875,0.012787069195183687,0.03641627687081095,0.03811409200086269,0.00537807998468498,0.0055845535887013575,0.02401065468418473,-0.08711700803911693,-0.03451868045795059,0.0595256825726409,-0.028794553205686135,0.03189913706525216,0.028766077670620227,0.02614168066249456,-0.02719023781822061,0.001570679125751706,-0.005537125566881462,-0.029199793307889688,-0.015436867455660197,-0.006209978299476782,0.009363271800506112
2019-12-16,0.001998889534352566,0.01170253940431265,0.009427419605036791,0.03252016200610264,0.010038949819668241,0.010878657903390376,0.0013056682743906034,0.003229687320496888,0.0004342620626793803,0.11206103705699344,0.06279943897244533,0.1105546833547475,0.12864319563311355,0.028756378388156367,0.026490230685579208,-0.014749193636936386,0.09704961703890902,0.023261606621048925,0.035224834058300125,0.02557304895662127,0.014693818092361921,0.020719874173046993,0.01886210907462682
