Date,CHTR,CMCSA,DIS,EA,FOX,FOXA,GOOG,GOOGL,IPG,LYV,META,MTCH,NFLX,NWS,NWSA,OMC,PARA,T,TKO,TMUS,TTWO,VZ,WBD
2020-01-13,-0.004554160740011581,0.06101285647110344,-0.00200519986896186,0.03996679601681996,0.06900383963420831,0.0713507897529928,0.03543331094532909,0.03538230678408838,0.044550115249051725,0.05976434075736514,0.018710377287866065,0.04567892712654098,0.032274809386856784,0.03464676670678357,0.03902438783951978,0.015646543211037756,-0.020342715552388535,0.012784890023189055,0.03559079729754111,0.039873549840524936,0.025638942220217675,0.029933550701665812,0.018210358453982778
2020-01-20,0.0038589350128512834,-0.06126306020825567,-0.029446391276139128,-0.00531306932119735,-0.06571611918870368,-0.06939500457734682,-0.009240757169122094,-0.009023095900897005,-0.03064188766963305,-0.046597884958952895,-0.01890683129430848,-0.06080565314731301,0.03971498719666933,-0.057780659877973206,-0.06505699881037597,-0.03466243373847644,-0.09369442816600371,0.0031267222496143,-0.05075548785650452,-0.0069385246827492475,-0.03638178545796611,0.002494473004402309,-0.06506323128263458
2020-01-27,0.0253433098948197,-0.03139710507036697,-0.01263561453981732,-0.03925941520891818,0.008046455848008671,0.012837801531124793,-0.022144888672234964,-0.02277370804663481,-0.030328751861336767,-0.05359612830985383,-0.0735524732579852,-0.08589453629383526,-0.02285085298600187,-0.026480866626082733,-0.022955439228306673,-0.030759570874318354,-0.04638177298749657,-0.022857344067977237,-0.18069060704140938,-0.029296426378494056,-0.005108552010572032,-0.013935023990062967,-0.03496040490143315
2020-02-03,0.014977002417414731,0.03588783728447531,0.019593632736684352,0.01084153052411252,0.001101122480066552,-0.002157186724844218,0.03137557418912529,0.03233582832791648,0.014096612162040278,0.05912556576837713,0.051607136561091504,-0.0060087021357364545,0.06282417023341802,0.033643512057883296,0.041850090516878824,0.005710253751392003,0.016993937989718155,0.022062360300447725,-0.12990999089710709,0.07892428969770848,-0.09659821064254026,0.008411722306199909,0.018113488807233846
2020-02-10,0.018430708232534787,0.030174313325740387,-0.010495000114469022,0.005500162552766863,0.025845414693414392,0.021621394353361856,0.028062165008456486,0.026786306391425097,0.06298892581345594,0.025349690258640534,0.008712846390379392,-0.016077267802864448,0.037162268699973744,0.03739615896240367,0.02889365096477614,0.03168711778885669,0.007778582864105044,-0.005201042816667556,0.05643062166062096,0.12921341054736435,0.007371241938741724,-0.023857020247066263,0.014098628937147861
2020-02-17,0.0008413172702934624,-0.005858117555095244,-0.004084775672763663,-0.015315956478405113,-0.04851238916333156,-0.04788350533972696,-0.023429482029248327,-0.023223404689719174,-0.0024520453161569478,0.002296755012832996,-0.01867583004624307,-0.039215624929038406,-0.0008674726013676581,-0.012683592722220638,-0.017808343563479156,0.001663343774664261,-0.19210955974140642,0.00784317799944545,0.11796123801232361,0.02166251156865484,0.02292161215838817,-0.0052982506761390935,-0.03310162298263619
2020-02-24,-0.0787723900927727,-0.11763429887053012,-0.15341442132408523,-0.061475921204644846,-0.14225348912804126,-0.14587381108197328,-0.09816113309491192,-0.0972117883569239,-0.12494876159955637,-0.18088693276754397,-0.0842610394386476,-0.11564622777668299,-0.029047302686802667,-0.15889109467651463,-0.15760109826716262,-0.11485855446250748,-0.12915782438023782,-0.0863815466144704,-0.06888314112841176,-0.08532010032163395,-0.07368780067494796,-0.06941577360360973,-0.12016427358941739
2020-03-02,0.007198304228383412,-0.001483905824590126,-0.020229516666562697,0.06214865325336527,-0.06338273285715224,-0.061808709179903,-0.030552513091699374,-0.03248842208540581,-0.05069344367002948,-0.12785914759312822,-0.05912629147175663,0.008615265763464608,-0.00016258179224515334,-0.0948554492141227,-0.08774825878620174,-0.049942318154595156,-0.12352716045542633,0.05139138129344811,-0.08702162750665354,-0.025510185027485477,0.09499440608097087,0.05003677037308041,-0.010116740123088497
2020-03-09,-0.08562167554110611,-0.02576171594441723,-0.11060994485503506,-0.09854179700449306,-0.10361280632274639,-0.086731666226317,-0.06059726593481318,-0.06287517901912976,-0.14620768527636896,-0.1915094627524322,-0.05969392942229035,-0.07763873483034467,-0.08854382014702733,-0.057726444268136445,-0.04990931239438845,-0.044211446386422604,-0.23968466507081798,-0.06913290514329551,-0.1601872571404468,-0.02811298454954725,-0.009091678754590382,-0.04747647070688599,-0.10023589193700622
2020-03-16,-0.18162000438355486,-0.15153836660918385,-0.16133424703191102,-0.10426553514374737,-0.21000792101761778,-0.19732323942561603,-0.12085459456548053,-0.12028628391564067,-0.2682641500057975,-0.20723448237182485,-0.12068369448604388,-0.21696715325834404,-0.010318172306444717,-0.17117529859253966,-0.12991010059638264,-0.2051531651530052,-0.2591049580017818,-0.17464491904821267,0.021011384317597193,-0.126946902800943,-0.14122792688054397,-0.04375098876609773,-0.18042810270385212
2020-03-23,0.18294322778263727,0.03596044437679846,0.12119097560646952,0.09696359066790805,0.09925209299277493,0.07241557461664283,0.03580080275916342,0.03936484666045348,0.21485623199068105,0.3879893974552815,0.047151574955439424,0.3195355363555408,0.07298022872001031,-0.03329479906783195,-0.05432389561277595,0.049888836046094065,0.06850447857430653,0.04885768234350407,-0.07397240072953803,0.09617705332878312,0.11532696202085169,0.018725591651854723,0.014392348319270942
2020-03-30,-0.013418294860734536,-0.017934592053784115,-0.02614117252298942,0.07822160607001893,-0.02041730351195803,-0.009329188761735607,-0.011551123417249176,-0.01581616414727194,-0.10716642619211914,-0.28801699663999214,-0.016646402771220203,0.01952620850836695,0.012992872737117134,-0.021377895990125517,-0.04103146248041123,-0.045979297155308796,-0.028147084772628728,-0.07975868844329814,0.009763157085889818,0.0031815592026047668,0.06078783438708224,0.036574059497377576,-0.035207569738246236
2020-04-06,0.07570315301885544,0.12659408787653348,0.11312318786805164,0.028882709494111758,0.18758667724607703,0.16547096158544905,0.10344477819485509,0.10420982783203558,0.198821976951723,0.1400059816999073,0.13626921917245238,0.0692307864788726,0.024767777568568405,0.17597074414441582,0.16014680101512924,0.14539215409067108,0.3322607992560871,0.11908284198741237,0.09639644676100478,0.047816559704529915,0.0076800040384474855,0.05009104427686828,0.21568621747430483
2020-04-13,0.07024686642870326,0.0021054578043371297,0.020382736551784797,0.08837392688047063,0.023010900262557588,0.03405152778940512,0.0592679492393009,0.06002974592431154,-0.07493858162190359,0.0020903583851719088,0.023117879167057875,0.17457054809287786,0.14091494945608463,-0.05366339405933196,-0.06217093118554484,-0.03926057295891805,-0.045893683620239156,0.04007556375949051,0.08337773737965959,0.0592549457669842,0.042211062404676536,0.02870327193926614,-0.008064529912046647
2020-04-20,0.018281154378599007,-0.024159837544384333,-0.05101756475624453,0.010074042197190547,-0.06519252483510962,-0.07590710554448687,-0.0030704957475069516,-0.0018764812094740346,-0.021248380585499937,-0.0028682346813787563,0.06042174580927395,0.015375043295810853,0.0047995054385954194,-0.01962927067514253,-0.0078649855206252,-0.04654570221133314,-0.010759423799335255,-0.0486708613269482,0.10483436895509657,-0.002088054757069413,0.027643802189986966,-0.009065978167342337,-0.0505871256892817
