Date,ADM,BF.B,BG,CAG,CHD,CL,CLX,COST,CPB,DG,DLTR,EL,GIS,HRL,HSY,K,KDP,KHC,KMB,KO,KR,KVUE,LW,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STZ,SYY,TAP,TGT,TSN,WBA,WMT
2019-10-14,-0.020266818904013273,0.011590793853443193,-0.026863544375172133,-0.0443506270032199,-0.0031028043641702086,-0.035172292740552114,-0.0036601240699284388,0.017674448843434387,0.022372293909576957,0.015331230200828827,0.015539550981760408,-0.042919800693156485,-0.02428942615661156,-0.008503431225156177,-0.014422516179424028,-0.0030581694592620723,-0.007910770767960429,0.0195715996547412,-0.002978763001087459,0.02776739719313359,-0.012783541036329615,,0.011565299228389891,-0.006202106704820021,-0.019240154585485558,-0.004262839556337883,0.04134341449894774,-0.01009862254462468,-0.02989485686480642,0.03335494178445253,0.005606462115330224,0.020405724304183526,0.0034236357879580126,0.01641112205185924,0.008763318186197688,-0.01411474295529469,0.02426372733370874,-0.009148586771584588
2019-10-21,0.034560883200149384,0.00894681377717399,0.009872076316083778,-0.00847118817769743,0.01353381132654996,0.005585832881141339,0.011355797696234626,-0.020999638943759558,-0.023128599489395607,-0.01356361035149134,-0.020772783684757434,0.016708596983849855,-0.03882021587957418,-0.0007454916822425828,-0.06376180021667166,-0.016951793252783287,-0.002899545892564359,0.027888337611656766,-0.022008458853454704,-0.018802559577563605,0.05597339366496268,,-0.025594261889964165,-0.031387605979777855,-0.013676873107431264,0.005172977055406314,0.05571853448155317,0.00286236504247972,0.055905836434480216,0.017752995136136818,0.006132512265706769,-0.005989084287964852,0.00037894368127999734,-0.002457176456466481,-0.033596143105650955,-0.04780416889475947,0.002169826911081918,-0.0008390171185208573
2019-10-28,0.034625720821291006,0.02520245367427454,-0.01846489487648395,0.02043063786608701,-0.08158658662477802,-0.017201158515565473,-0.02879790742067523,-0.0013827222053710564,0.0017219971083688446,-0.01405868799064014,-0.02453081722502115,-0.010867485994450754,0.013264917196805559,0.01700773808533529,-0.0016746921810719684,0.04582023873076091,0.025445221373481486,0.14904865642566123,-0.01609565705769711,0.002790939568323436,-0.011471624555083437,,0.03426651050395302,-0.014023272612300297,0.00784320748454892,-0.0017745958620924984,-0.037179479476045274,0.0021222892279040284,0.00503060519979992,0.012075953880599677,-0.02493520832364038,-0.02471391264483913,0.02665152814560301,-0.07283593202502447,-0.011007122573497008,0.06651380824862518,0.035366417909562964,-0.011929153271592607
2019-11-04,0.020740182156809173,-0.021244637334797423,0.03080039994124406,0.0066232537333379415,-0.017446751032896612,-0.002694267049823007,0.013655510922171654,0.024274406391906922,-0.006231447048825056,-0.012757870959502315,-0.01243958668536116,0.003698003944032857,0.02579125006820937,0.01720808324972256,-0.014677940494050912,0.0048682975450449195,0.035093973993473915,0.007359799611815099,-0.004392533179611191,-0.03135464874174443,0.08123247219920171,,0.020415332257659236,-0.005765861518315485,-0.005852057488489715,0.033955552842881875,0.029959976239666952,-0.027751150902102673,-0.03366432881706505,0.007231606637966959,0.006535302383761765,-0.01801073143673282,-0.010826778548230775,0.020683279294208656,0.021609773851109182,-0.012783564390773994,0.03241567197489004,0.015473673989515602
2019-11-11,-0.010159176093111899,0.0032560211516350357,0.005367586220912157,0.049927468624913374,-0.003255758188546176,-0.003901791448924774,-0.01824323417332474,0.003436641946324537,0.02227049996933972,0.01444310854349351,-0.013593113010796909,0.019864303013804818,0.0011426557227054435,0.009769159949156059,0.03390786967940884,0.010470086017106084,0.028082084241395355,-0.04718417128014474,0.0012933431984269994,0.008810842740396119,-0.009992605936331223,,0.05053810872015885,0.021071081101023292,0.016845043222316614,0.008253087061479425,0.0336136495955075,0.005107621656930128,0.007017557179352041,0.014598460472166952,-0.011950482457715905,-0.03844062008128102,0.015049885415192366,-0.02361044192722339,0.027780581406788185,0.09318633097948914,0.04895319041173396,-0.004772345650587817
2019-11-18,-0.0034990324724469835,0.036006716062630506,-0.028793445037918253,-0.0027771319088107926,0.02539124541533666,0.005122741206107895,0.0066068523736309,-0.014325071467508943,-0.009517887107353795,-0.002185810932270882,0.0017455438132267798,0.011466711657769135,0.0024733784084300936,-0.0016517537288069928,0.007478385963485268,-0.002319715175981285,0.00932719220672773,-0.012418231283655712,0.014434287877587826,0.006834823499636045,0.0172295382547627,,-0.0003616908130533725,-0.019310919124920445,0.02789767244289787,-0.00017050343856195305,0.021471912924794,0.001942904595040984,-0.002074038761689434,-0.0284231990370325,0.04104110455328547,0.008739274577116651,-0.03124646056330338,-0.004569808148571997,0.12198561926936868,-0.04339636222232912,-0.017517964248909834,0.004121842243455687
2019-11-25,0.013146932592779548,0.01163475365496991,-0.012943915228790126,0.004873043001206501,0.02033695251598644,0.016638984988815997,0.013469431858591951,0.001670263570015651,-0.005551757381418776,-0.015207110680792835,-0.161225253883424,0.01185430211339411,0.011956578029522769,0.052469786175236566,0.01424716988726904,0.009455801425322763,0.02112192477699404,-0.0013098029958256152,0.021043855528093625,0.006977300828285626,0.01072094941689028,,0.01290554013314682,0.014285702227654351,0.014019477916868528,0.020296752601564272,0.01428549301609161,0.013127436784881708,0.014714509914910412,0.0066765118258269585,-0.0305350592692325,0.026707679778573246,0.018846408589112018,-0.03442985275361887,-0.009988164317957904,0.040273381224585236,-0.016501740881752047,-0.0022615680761833845
2019-12-02,0.022827777535514127,-0.06590970887255487,0.006369488286942948,0.0010392705491109044,0.00014224945503871211,0.006192914882696687,0.024488633074032373,-0.016210146471421716,0.02533790129671676,-0.01677690641096541,0.008528305129070324,0.015026954868638587,-0.00018718474825540898,0.018190188488885983,0.0073567167787187415,0.025803992538479648,-0.05332892302722847,0.019344246043438984,0.004694329988013779,0.02671345025251126,0.0054865171300881865,,0.0028580884050000144,0.02474325498479657,0.016189132091483094,0.0036777201909976576,0.01428554914982838,0.01126453009152173,0.017450384757244475,0.003858604945062183,0.021029628643744136,-0.012952514889175037,0.027560587435541573,0.02298393571359658,0.00015983452688561606,-0.00021378906452429458,-0.016275041568987736,0.005794115881480932
2019-12-09,0.029378221611222166,0.010528951110841955,0.03816095231711203,-0.017993306946372023,-0.0037010869879950947,0.006594263751478868,-0.0010531826600121974,-0.010442491418583555,0.002303647374182427,-0.0005817099452363195,0.014635716667241505,0.02672815812932372,-0.032076676295603956,-0.009704373637893227,-0.014070061897843655,0.00045301641604855725,-0.018094931863511854,0.016403804426248225,-0.00010170962472477729,0.0,0.021826005971513185,,-0.0014247745526677624,-0.011144207079068602,-0.02610624439778053,0.03614254057055,-0.004959185704310642,0.01125602975718687,0.010306613265935072,0.017056941529900005,-0.05396081786529883,-0.008657795146841951,0.009302747014099833,-0.004896213484815948,0.01751588918466318,-0.016545628709775717,-0.012792113037831787,0.008761981607189995
2019-12-16,0.013053298825371762,0.04479228055379636,0.03191672078188357,0.23572945588295813,0.003714835918877002,0.002329322042429416,0.0063281177919971565,0.010141327849750859,0.027371676986583715,0.013451611421559484,0.005021917289175448,0.01796156483439937,0.03255808382277192,0.0013361173778969615,0.0019704766976380572,0.036075302754408956,0.003824996889197685,0.019620391100346524,0.01522730305251585,0.010106529268976372,0.032396052969645206,,0.02057066182938061,0.040571033862698336,0.00447779162967854,0.027487527883591767,0.019338216544767306,-0.00014498309637778206,-0.000876692148869429,0.007086472309346892,0.021672765844032993,0.03757001884087763,0.02274395811364882,0.06002752482627627,0.015170413052169929,0.03285212311940611,0.008811283338553189,0.0
