Date,AEE,AEP,AES,ATO,AWK,CEG,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EVRG,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SO,SRE,VST,WEC,XEL
2019-10-14,-0.0055810214459677265,0.019493368525614674,0.023110519462569812,0.002155430676676229,-0.010348756877432752,,0.0020350777261539665,0.01308840211035367,0.003174402308725899,-0.0196318697591068,-0.00646045100917414,-0.007916075520115418,-0.011355618428388836,0.0003507573368197736,0.007847798390903105,-0.010007567198093259,-0.059777058086272095,0.010232037279996886,-0.0009430189979808823,0.01280831812198957,-0.039807473152029704,0.024757322237500157,-0.03241888007135174,-0.0009622149952525083,-0.016237129971978015,0.019089982730396082,-0.006176781495684458,0.005086144428359196,-0.011073970889311613,-0.009060766174287305,0.01073771285093672
2019-10-21,-0.0003916434990230977,0.0022308496314857873,0.025641045695013798,0.006272310118295321,-0.01061997626242761,,-0.005624284794641277,0.031424404032282194,-0.00328621016221331,0.006831855974290146,0.000839036842629648,0.020002192516976658,-0.06338646610808718,-0.0033880834941770743,0.017943327495621775,0.003000896315780821,0.027311619121080266,-0.007648129008686166,0.0037751183793812704,0.018926248078027452,0.0021439214716174604,0.016438454679314596,-0.3556701132972202,0.009792698433533253,0.0030880054496418285,0.037152710817366374,0.0034345003337554747,-0.015455066187400224,0.01157120195300898,0.008928724780091102,-0.005780641220072713
2019-10-28,0.010053460264428216,-0.008373194322071509,0.04226199805909503,-0.005342922369955261,0.013789206583933344,,-0.00487033775387391,-0.017603314058240227,0.01685186875411726,-0.009437363888664563,-0.01100291223305283,-0.023574870557348193,-0.007115542905504868,-0.029539293553674018,-0.005071934819158352,0.005354207710766223,-0.011985415628060547,0.007290071638816009,-0.0028205613043454925,-0.004939122529328266,-0.013908491364931108,-0.0029403716554778914,0.28599996716336706,0.001431034157143074,-0.007537208039785415,0.011138009555080375,0.014833037365497681,0.023060444713221218,0.0025831753760141574,-0.002772363942891043,-0.008485138861074382
2019-11-04,-0.04588956797059185,-0.04799038387192567,0.015508150786558206,-0.03921198550419236,-0.052777481946584937,,-0.05321371972088407,-0.008270010812215012,-0.03590731678509529,-0.05125991410383668,-0.04693802261161317,-0.0351184316472507,0.010979020459693345,-0.04082640475983945,-0.03977944919709164,-0.01221800798663153,-0.013894914451174412,-0.036600439560175446,-0.01882509546870359,-0.05782544047967575,-0.03780003475378957,-0.0546002741754813,0.007776126865703503,-0.024765757888060347,-0.06819198865703835,0.0038700988492492705,-0.01606167350960519,-0.03510092902719142,-0.04306216390392603,-0.060942789218852655,-0.047860349283876724
2019-11-11,0.03807113912004678,0.013211888582383757,0.04591862565644522,0.020219764248065708,0.02100181599254647,,0.021640631503115237,-0.1146632342431797,0.022795148776685092,0.027802992716054797,-0.01523044291151665,-0.0021610462057661817,0.057314892203514045,0.02342321619314447,0.015752902016239245,0.02679991692813455,0.006933674644912902,0.01783241304964034,0.023219590753207342,0.04205676332851316,0.00340801959015824,0.035380026192781466,0.14506171833420067,-0.008790685672727117,0.014122001030950404,0.00563467014847463,0.015344531765655756,0.028215476353915525,0.007692486662445042,0.0027326332153467803,0.013149035188738889
2019-11-18,-0.02179583508205618,0.022108108344140565,0.02059600286002028,-0.019819028170825814,0.006765765540586388,,0.014121465090830565,-0.028650030814580063,0.013762063033516458,-0.003229839760535147,-0.005642349935427116,-0.009174469351978742,0.016405224966538956,0.01181224689971172,-0.008482508142319989,-0.00478753717857805,-0.004988751683309922,0.006377784708635481,0.009644535572350676,0.00846976553326484,-0.005283126158308615,-0.010804255427655285,-0.014824840307934295,-0.008047206579998911,-0.0046800936726699716,-0.002654208981340722,0.02124186987105925,0.0032161072405241242,0.01259511671325364,0.012072254319601461,0.006406985984139357
2019-11-25,-0.008272371507748955,-0.0020757578901584584,0.004248737484521037,0.0019779553330687705,0.01671732544356863,,-0.007448217027736348,0.0037313930065525636,-0.0015616506612183834,0.012151630350866638,0.011820085842086936,0.008121610493474929,-0.030175365685524258,0.0049860454551906574,0.0057897610583657055,-0.01815658834497158,-0.0006750876250839477,0.007393035949695204,-0.007304586605642149,0.0018851232761813996,0.0034143961788692945,0.00914384596845097,0.020519841770726188,-0.018046363250628694,0.0021790056594577223,0.006209371788954643,-0.014310744718588286,0.004570571104483223,0.0,0.0013555020597619816,0.003754536654476004
2019-12-02,0.011570022371581112,0.011385017237810047,-0.010047861389661739,-0.004113704013376518,0.013550367871546953,,0.002610274923909417,0.018729491292381883,-0.02538799118214452,0.0023210303594012327,0.018033125178377185,-0.0011509750755918091,0.032850826366422226,-0.01742514842169629,0.014606017270933691,0.004818678109161922,0.010360194138874013,0.01446874128347364,0.0020753138477087596,0.007800212555792108,0.013232347034198844,-0.03171399319454693,0.2935656638056088,-0.011802537919237355,-0.013617176250775187,0.009991328232521024,0.0024196126192104206,-0.00971030932390049,-0.09197120754492527,0.004737783660198058,0.008294155580691909
2019-12-09,-0.002261023168147247,-0.003680159509860337,0.010684012302065282,0.004975609796194158,-0.028287415199533816,,-0.007647358536237103,0.036770825613051006,0.009788597519565734,-0.002954262389227136,0.0037879342345628064,0.011982966578316434,0.01849539051670246,0.0017243086578051514,0.001778416358571011,-0.0049151716869282325,-0.023183114743389632,-0.008888184549183165,-0.0033891216825758796,0.010922105206754296,0.0029852953377274005,0.023394946737877564,0.16476670946648797,-0.0010236156012667363,-0.0006958234180276524,0.03695084558914763,-0.022207938244474645,0.02015900726918507,-0.015774128039031665,0.0012348312876451217,0.004193377631476425
2019-12-16,0.0274468630756608,0.030961533014764564,0.04703986383909209,0.04866886297439521,0.029530324002907227,,0.034595884942671296,0.030454791877946974,0.0178042474136475,0.04854680319368976,0.005771467959777565,0.031879736592129504,0.03439239652801085,0.039955926885564264,0.01580718113129076,0.021670085966435826,0.03719737054261718,0.018144073378186132,0.038163358793829705,0.024308934291243922,0.032737937066713574,0.03175002066245858,-0.02224191658096064,0.010150035002170377,0.04701636723025726,0.017558294857057177,0.05102055599224986,0.017475973073288298,0.017943760121524432,0.04115303090026101,0.030356607910952293
2019-12-23,-0.003525849227771105,-0.007481483938028832,0.008581706543242085,-0.01897371533468173,0.0019555636166772583,,-0.008874741545779052,0.0067339455449029195,-0.003887223795010608,-0.007546634564979726,0.0038623039928791236,-0.007613176518641351,0.0003988674702914974,0.0032289364282165334,-0.0025796439410876726,-0.0007798303202136703,-0.0008800118462031215,-0.00880788161246715,-0.011100964672449032,-0.0008240658861734529,-0.016930789539932434,-0.034219572123985076,-0.05004551251972145,-0.0015341452047958892,-0.014857721273064617,-0.008651881741110312,-0.006263852986946539,-0.0033691599418944618,-0.04956290963741905,-0.0058159074998713756,-0.01605619195843
2019-12-30,-0.002883508774394583,-0.008812133917230347,-0.009008878771211037,0.00889867807787037,-0.016102855774896896,,-0.0036776249248409165,-0.004459323509907964,-0.0029266472919269315,0.0010088930533989071,-0.006265950994567615,-0.014565321297787648,-0.0058492560960370366,-0.01731485971856006,-0.009427615891167807,-0.008896693196019045,0.0035236497103705577,-0.01921914063357022,-0.009937309082030055,-0.009030625493167799,0.004030729797655397,-0.02625567968787701,0.012451964484182287,0.0020485913194292493,0.001576036307408879,-0.003941426024269279,-0.014182133482860237,-0.01432072921191696,0.011393684282134942,-0.011591552033830888,-0.0005478275019779044
2020-01-06,0.01222398203247943,0.010497109180906294,0.019191613289849974,0.0025198629217264568,0.013060205174163508,,0.01203663086385065,-0.018290522641361773,0.003791580707544595,-0.000542728327523001,0.0004425586843137541,-0.012862571977573456,0.01826483899310749,0.018706397642193062,0.01583407325035613,0.01590566424341966,0.01514144067325529,0.003792746208392428,0.023605991739917176,0.013440375143301209,0.00875918252226815,-0.02329809290430407,-0.035004529533073425,-0.0068143374368558884,0.017642366335107962,0.0016957597908149324,0.017583319697897837,0.013535342920377946,-0.013865022352303913,0.014248195901106486,-0.0006382211051610964
2020-01-13,0.03557972343430871,0.04473174612261177,0.015857337777348324,0.032229171102895915,0.0642949946873661,,0.04107207621867448,0.028517123734784766,0.0241258058675633,0.03792452825448955,0.036267231835644065,0.031432511892529824,0.019337860234780013,0.0511785095835009,0.04725979257241408,0.04371424233692611,0.024427144252565425,0.029806929717133057,0.037951786749822025,0.040443446535830097,0.05065117605490732,0.03296719247473434,0.2823529644323468,0.01475135798269922,0.030698010698190448,0.01834103529247777,0.05655044640922302,0.04967914790839023,0.00790892138287469,0.04192793349282797,0.04358245958518925
2020-01-20,0.008025059548912417,0.03652600454566324,-0.00585353702152791,0.020872875823438886,0.040938225939001205,,0.028027251289973965,-0.02181139811398114,-0.0005951397915835432,-0.007995038124491094,0.027315210357302222,0.03734461153724289,-0.0005200371153902816,0.03471195219215173,0.03499335360212741,0.06000282760670261,0.007174505664172104,0.028740421246780556,0.030965698020410493,0.04072620715804298,0.0013773138579245003,-0.015049458722522058,0.0909785585900631,0.04225823667043227,0.04049707836105809,0.012191503661920233,0.03241127499574481,0.01628539925429262,-0.03356617262334216,0.026342750861410025,0.027535624528246316
2020-01-27,0.02064921700079525,0.0201644910165395,-0.025514980556813116,-0.0029815591784410067,0.0030934576446053352,,0.01511332057592707,0.0007559722055727747,0.0208334174182514,-0.0011301041328825034,0.014021741892872308,0.004166065802970964,-0.004809707254098794,0.006862160799413708,0.0060430791454066934,0.01106912244695124,-0.0029333207086847946,0.006340308297502872,0.007296742952316304,0.016987662173417517,0.00790927603525482,-0.028187729251775817,0.06587249266374418,-0.039896077967503385,0.005868814098006547,-0.009307807289112291,0.013825179700688528,0.0055080489087908635,0.015787385630261275,0.009397918558678775,0.030073205664233216
2020-02-03,0.01889089880734951,-0.02763385470844426,0.039540943658474825,0.004785015107620749,-0.012849068011224984,,-0.019996959800752,0.009063305932939691,-0.01096204757732655,0.007541004481565139,-0.013930248796585998,-0.012978601563918946,0.005878218482954889,-0.020121156956487307,0.003193441968466715,-0.01787690275167675,0.012607831034073591,0.008662986008979745,-0.010990528521222953,0.004996484600860773,0.016717949225903306,0.035194125051875025,0.14069695985516528,-0.02533815016901486,0.011807833423676417,-0.004696963065147219,-0.028693386409007315,-0.012761369841428172,-0.009769334722092293,-0.0014017088932649635,-0.006937666191658476
2020-02-10,0.03815796475467592,0.030937746873781924,0.020975628810534053,0.024321784438921634,0.04007208642080373,,0.026572682138352066,0.017215599308862295,0.031246163087032652,0.0030686216826800727,0.05204129195039586,0.016382982018055436,0.0018183065604404636,0.03400279020892549,0.01659839146840536,0.02074218319599752,0.03257931930635549,0.02723750222357002,0.02417279263793648,0.03331561829538021,0.013758370502706896,0.05755010906539337,-0.06628243542134837,0.01351809092017242,0.02416906491467108,-0.01804570463721722,0.009359522315272706,0.014944303829876437,0.04439474519400277,0.021253413712227553,0.022558740652329767
2020-02-17,-0.016706808211930935,-0.019757204612492085,-0.008600072615527088,-0.014528700265514227,-0.01112555972441831,,-0.0008757733343532914,-0.070272031692867,0.021952968351699464,0.0070139872911358925,0.021209824881224693,-0.04369047489496081,0.005574286680104734,0.024557040628782056,-0.024260754844585786,0.007879612103005584,-0.0008035925777124531,-0.012636310043377175,-0.010043632315648976,-0.0033389854689968024,-0.0039040354869328553,-0.0172242821224996,0.1061729595048071,0.025308197933989085,0.03156396248569382,0.007068096448398675,0.00855737389284772,-0.015718277953686632,0.006011065550749928,0.012545979872859991,0.007970166353391761
2020-02-24,-0.07429126868476799,-0.12240688158434276,-0.19373497135974904,-0.12594480938950725,-0.10241702688613508,,-0.11731199149615446,-0.07917754478090588,-0.12530766385501468,-0.17256986513973027,-0.10475402928968158,-0.11882179498041745,-0.1338146935126251,-0.09899973940719242,-0.10041551154566586,-0.10368967793376316,-0.12630276249924777,-0.1365137059276662,-0.11870107836576493,-0.0894482569624947,-0.09571628679005806,-0.15646440166928022,-0.13504474594883975,-0.1442630335735714,-0.13619669763867803,-0.1574956980935902,-0.12509053089499156,-0.11771772326450836,-0.17925734102772484,-0.09921956599397563,-0.1200226226447928
2020-03-02,0.0803800408341604,0.09455538263228269,0.005379406271210474,0.0774816695700431,0.1402234321039577,,0.1236346124783878,-0.06385764021912799,0.12112446123964093,0.03984982484528454,0.08015240841176796,0.11519915096543643,0.005952956336721771,0.11450402979447549,0.06303978613022632,0.06870683690328439,0.0477850833026463,0.04379099530313657,0.10303118342804174,0.08102386205401113,0.09030349739357635,0.03342399345583358,-0.07935488314966044,0.06665382007214005,0.10973266706468587,0.049983210313247595,0.1078528245405157,0.014952162266095748,0.06760280499082283,0.13419260634550634,0.1256419260165451
2020-03-09,-0.10779143858294737,-0.11494357643695441,-0.22711058304521992,-0.0951008945736197,-0.09014203500473295,,-0.08101366420550393,-0.27842203622530737,-0.0970010219318036,-0.1694797878980573,-0.13407402527749057,0.0019339592549494355,-0.21216117111436972,-0.0756497357609317,-0.1717893549264935,-0.1479142108432202,-0.19504091261400436,-0.11273646786640457,-0.11462855664676341,-0.18490200438339366,-0.14528156280479365,-0.1593824093996402,-0.2845130350333046,-0.19349544168045707,-0.17863241425553888,-0.1298001478484807,-0.19291157349219912,-0.2463522546209137,-0.24549447771838084,-0.050611179765179704,-0.04718476359608226
