Date,ADM,BF.B,BG,CAG,CHD,CL,CLX,COST,CPB,DG,DLTR,EL,GIS,HRL,HSY,K,KDP,KHC,KMB,KO,KR,KVUE,LW,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STZ,SYY,TAP,TGT,TSN,WBA,WMT
2020-01-13,0.029579166462563755,0.05142657920940441,0.0071865732680969074,0.04712544720182965,0.02710412237641946,0.014682470480706478,0.02622489063159339,0.025030112643009916,0.01338737461276307,0.03325939834209901,0.0021894316472634845,0.03903232129795531,0.04024292929031836,0.036609375089040164,0.018361832736796257,0.023242195436683044,-0.007532255413170708,0.010749037645011006,0.030449955043793997,0.02539155021226569,-0.007404697166406904,,0.00022118602826615152,0.016774103343203617,0.027096162033690252,0.03015000506758092,0.015929730411017085,0.05002569459725592,0.019682149650398495,0.014063452952102207,0.019256481424328342,0.008334362626426506,-0.0247291304336128,0.02723805670898294,-0.06261520680839139,-0.02241059167237691,0.0035039218088550594,-0.012201341471041238
2020-01-20,-0.02099444890667479,0.014843169971796799,-0.031038001071106214,-0.03150296947779496,-0.009583421101878709,-0.01236265485924204,0.0036778804985055924,0.019135137662648738,0.016035160859332986,-0.023102813909327335,-0.04194433467265102,-0.0661270588193218,-0.002599687174991705,0.02008633818499872,0.02538984912767961,-0.021727000159337262,0.013371936936817708,-0.01998048783584394,-0.007474177575997998,0.012996424330552037,0.0014207333352025397,,0.0020993821174213334,-0.001268848107064735,0.023654276559358367,-0.0031198795437460403,-0.015091941632614736,0.01175166545316153,-0.010046665675383148,-0.02863897701636453,0.012031351533426493,0.008475815302105394,-0.0022943117473281927,-0.007954706796715616,-0.022237575521719566,-0.043734730321338566,-0.04355793576424205,-0.005132371082962051
2020-01-27,0.010383307100969796,-0.057807517330871194,-0.03479377592134658,0.019826158196129207,0.04080781558854918,0.055870286852039985,-0.006128258184947777,-0.016070377258087798,-0.008198415081663524,-0.006025590783966361,-0.007296766575405567,-0.04957613166196073,-0.027741608570258314,0.0006353526453406477,0.0031675966191879734,-0.016296260338191648,0.017474974439551705,-0.039789668398918177,-0.0012549374787161893,0.012482455422180516,-0.04717968702388753,,0.006836407799398092,0.04156834511728302,-0.05386012944090601,-0.007451564998065319,-0.05412954124995217,-0.006297217343419814,0.0017608706020220133,-0.040046433737398135,-0.03770777448849694,-0.017018078639400525,-0.005929983924582216,-0.00962239121382058,-0.03131560481034057,-0.038403283853252757,-0.02286727704561553,0.0010495273711881303
2020-02-03,0.021224488739125746,0.017150000704190482,0.031470472969285845,-0.02319826260845259,0.0036378477806706666,0.030496490044040092,0.06375232328895808,0.026544698316379955,0.010125828995391828,0.010168832148541584,0.0008039473420187182,0.0707111214124696,-0.00612796757739853,-0.003597240877247665,0.005671321270179774,-0.05922905160938907,0.0014020712966400506,0.011643988148577478,0.011030491899774564,0.013527180490341406,0.0409530121492081,,0.0369793424627074,0.0223073300965575,-0.0015912487089387861,0.0346847633770726,-0.027561414207850632,0.023587953803365425,0.011715691106090054,0.05743628695844483,0.044590288164358505,0.06394033519308495,-0.05819319086600572,0.03958240016915826,0.04397685119951422,-0.027593061807084873,0.04700120176890921,0.017119217988889268
2020-02-10,-0.02056416370707459,0.03779043463062637,0.0025887330780616225,0.02316101456316333,0.026043846130571868,0.008680525032817021,-0.008422071532471986,0.01706204857932292,-0.004909956119276249,0.019745918386424366,0.01767272121085517,0.028952877541005506,0.027167480268818656,0.03164130700681467,0.027490959159705897,0.055166207370693776,0.010500510025419407,-0.09004751503573105,0.0051096658951346186,0.012840150694129804,0.009656710715130412,,0.007622957726517665,0.01738835758532642,0.022868253484005452,0.013786052789960257,-0.022717692720054528,0.01114402106484258,0.00047609050735464287,0.012006942411471488,0.016354085633212057,0.017420395991093907,0.01098754293766202,-0.04378657089366633,0.008822811489477056,0.0019916433190609872,-0.007325409794353588,0.012365750136633658
2020-02-17,-0.011718520545119349,-0.01764720064398051,-0.009255643098802668,-0.0948301964137237,0.005544049956278219,-0.005476329941344837,-0.001152752113423805,0.011435506357117209,-0.013980401020698974,0.05600238983747308,0.05875055329886569,-0.02669637977077699,0.011442756056597059,-0.07842716940935612,-0.00012447043438890137,-0.03234377814016842,0.021821810191685165,0.014136938839593327,-0.02892276113030612,0.003002434149369959,0.07970173096298172,,-0.0034670903719307145,-0.015583019337292336,-0.027811430049811903,-0.0017177604571083638,0.01594003152908141,-0.00775559627747513,0.004439652290134877,0.012881565965318753,0.016077282939348736,0.021338115144577507,-0.014959548743763817,0.0007241129616220032,0.0032582039958561904,-0.03328790753147792,-0.026490059938177435,0.005853042165231193
2020-02-24,-0.14236875235670077,-0.12446527545953612,-0.11797841166760359,-0.09800605753869474,-0.09254675100671506,-0.11406825576821289,-0.0317054654504183,-0.1267590579399881,-0.059216001959632614,-0.09935328270918953,-0.1156672774624482,-0.12266448692361631,-0.09124627426350274,-0.07080633074739107,-0.09751174849441069,-0.07707578814230198,-0.05491515545054271,-0.09134268679709923,-0.07187818647192912,-0.11042744636713464,-0.07192323947021739,,-0.08382548058176631,-0.1012766894802557,-0.09870536865723079,-0.10510464928140484,-0.12028776167038657,-0.09475498343193645,-0.10631428292284939,-0.08667998546916922,-0.0710744607772773,-0.1688523829775106,-0.13486495014068378,-0.10273100804869939,-0.11472369560110851,-0.1284852785940077,-0.10281775612212574,-0.09192103305645993
2020-03-02,-0.0002659380152989499,0.013678709999523031,-0.002130019897537583,0.058448705237024834,0.07422321752009431,0.07310890071119314,0.08681478272856125,0.10742033722404076,0.14716327794101347,0.053759113777009704,-0.03360232393768281,0.04813728279185736,0.11775511035326747,0.05649040591620391,0.0854220409845452,0.044980898462371854,-0.04483499724507001,0.050868067894733526,0.11639601869586436,0.03309027033858736,0.13899736616680602,,-0.04051097430684647,0.054166655076967274,0.030440320494705242,0.06056725850402134,0.04409198481606569,0.03961200612750826,0.07445016742123722,0.06595792750740248,0.0679677293677392,0.03880966804922248,0.004500752026225019,-0.031646764531619076,0.02864091729745155,-0.04121735590545417,0.10380250011711589,0.08868878484000353
2020-03-09,-0.07970246262541714,-0.14377461988994134,-0.17694755368522652,-0.12247767623185601,-0.15251754173421495,-0.04702773380900094,-0.03168649614576824,-0.02913286346518762,-0.04791355439905054,-0.0793658848610106,-0.06904288463383423,-0.10278704619383106,-0.023553167924937557,-0.03526735334991227,-0.10525288756517293,0.01702448347611063,-0.11866317060216769,-0.07913936780562703,-0.07718517956416227,-0.12287347347059208,-0.04151068291493809,,-0.2341370421111566,-0.08515984194454529,-0.10382398256586844,-0.05741052895596599,-0.049347712425957035,-0.0652003276383244,-0.06238691722833789,-0.08903374946058862,-0.06309667589909485,-0.2573853058103339,-0.29693791071683007,-0.10388043940550462,-0.046531756550441394,-0.18778039473026853,-0.08552793407817905,-0.026700035188405025
2020-03-16,-0.1163395455982621,-0.08090345544396205,-0.17583005053042655,0.050826602555827716,0.03886860293103278,-0.10159199176157696,0.05739990322393984,-0.039203038221725994,-0.08076302921576184,-0.03895469539153906,0.017001396577578154,-0.12321493959994301,-0.002056870244319775,0.06415110001229563,-0.15810936548082777,-0.12331112370149533,0.0025565250217338686,-0.05452046711901026,-0.11849746552896745,-0.20289082997361418,0.034516468307654424,,-0.2540328437432502,-0.1492538174395085,-0.07748133735440399,-0.16493029357577826,-0.14449695825452735,-0.18454290780308202,-0.10204253365099225,-0.23157254004785788,0.010868726370977244,-0.09986484828287467,-0.24941557791740554,-0.13204882990854616,-0.03583437273615997,0.021138749072373342,0.004979788386452189,-0.0011389451092788105
