Date,APA,BKR,COP,CTRA,CVX,DVN,EOG,EQT,EXE,FANG,HAL,HES,KMI,MPC,OKE,OXY,PSX,SLB,TPL,TRGP,VLO,WMB,XOM
2019-10-14,0.04761915915117143,-0.006747626134146478,-0.04394819574334996,0.02220964449878471,-0.012139583976824242,-0.0686736013394107,-0.06945843196675083,0.0051763248199139245,,-0.019966334884817916,-0.02744058241254388,-0.02725791019390922,-0.01038059060992147,0.02712084974065676,-0.004459747187405605,-0.016293837768515562,0.006289470297242694,-0.005233830672471407,-0.02956732188768363,-0.0022811569333357484,0.034772620057405,-0.00779592010033936,-0.01986085850767061
2019-10-21,-0.016488569534187536,0.0135869318044195,0.05238564303657345,0.04791084649750621,0.034251372303585326,0.08434334098252672,0.12946473747828913,-0.022657178614778006,,0.06697581291291144,0.11123188659748684,0.02817536074453919,0.019980124958046463,0.04405912043777693,0.03395938035243451,0.05142124147937732,0.06735072008439613,0.08604142454259,0.02538448616754896,0.038100369153659,0.09016029442946194,0.014404221457185118,0.024256906548778545
2019-10-28,0.09099465463468603,-0.021447561686721017,0.014196730777754407,-0.020202085911504408,-0.02072980532737745,-0.013973042736323271,-0.018349950468047438,0.11275027586636632,,-0.00766069934557867,-0.019043187568697162,0.031895958161500815,0.003917721346310632,-0.022643802910960575,-0.018168786014810312,-0.005642742437301673,0.03478408718601833,-0.018523850585486,0.03225064297233704,-0.018595474106583687,0.005943715434346908,-0.015060245428164198,0.005053978460705988
2019-11-04,0.026039894004684205,0.01598160082886957,0.03517084393361247,-0.003255390540160663,0.040616222286513404,0.08219176567773312,0.04989440677167445,0.09753783260569482,,-0.13089070819378856,0.05923345682289116,0.04266421598356929,-0.010664410029314175,-0.00361072088086567,0.01659461998010503,-0.05178554790274659,0.010979844709786635,0.05516838361256138,0.029200721331919643,0.017786563237952135,0.010013864439866627,-0.03494975370256437,0.016810349698895832
2019-11-11,-0.021285718006594512,0.028207129841195888,-0.015382046501006053,-0.005583525178438076,-0.0023980084973883597,-0.015276998679461418,-0.01633188688496956,-0.10449449993128479,,0.0220070325112105,-0.03759377695583688,-0.05330555757281685,0.020469178634958007,-0.02325224343514365,0.011492606544837525,-0.0286779819290639,-0.011194777956693325,-0.026967526104452078,0.031007912048123698,-0.016039828555060587,-0.0024787173673105345,0.012222718536224475,-0.010535152323443042
2019-11-18,-0.020911663928121715,-0.011899682008348345,0.02832607383371144,-0.09796399143882983,-0.006972059355808136,0.009308219249927197,-0.006668433747642921,-0.12463740402808687,,-0.020438926839601024,0.02490220833889123,-0.05366033994356767,-0.023483257901778187,-0.036018152005740434,0.004769171242375636,0.016174691389448714,-0.0071349935985287605,0.03535066168783407,0.007518682883198569,-0.04406538065699461,-0.03081196979727918,0.03309500496331452,0.0026016774140371624
2019-11-25,-0.04827001028364375,0.0,0.0006676860302889942,-0.027455697148277447,-0.012644230342404361,-0.038647226583574334,-0.028633944967598524,-0.03642424353090645,,0.026682380390111504,0.0,-0.03542028337130232,-0.017535159387614185,-0.019530085890729798,-0.00809712438775334,-0.025518120480165774,-0.0163766331893348,-0.011199171972897215,0.007432748863061445,-0.02664546870364881,-0.011916505536092692,-0.016450408415587425,-0.017875326078462872
2019-12-02,-0.1027826251116366,-0.009366636708682763,0.03386726594476652,0.008783083137373193,0.007513050428353818,0.05710374954219044,0.04315896454816914,0.005727727902058,,0.07615734708316069,0.06383972156299778,0.002737753973884871,0.007139292631193728,-0.0072558041517509775,0.007600193773042996,0.011407681716339102,-0.010111620986197556,0.01906094138447223,-0.01100776771307499,-0.019161967357380183,-0.019687972634981565,-0.014524679044430888,0.02025536405624906
2019-12-09,0.06803386635489961,0.06438553039673156,0.011779768175837813,0.001243724512741906,-0.00042391999563684557,0.014693168694145609,0.020687165642289562,0.05922556150570846,,0.022347877616160083,0.08372245552588908,0.0009637182080752815,0.022784800516832293,-0.026412156309490453,0.022070203725195414,-0.03332464557740955,-0.0050192323910681624,0.07193762614606514,0.024432583258502838,0.035724364259662744,0.002136367526638816,0.01429202179962008,-0.00402809037536378
2019-12-16,0.05948505756044886,0.061336623474101515,0.016268010200248595,0.08136658113423656,0.014581261403365131,0.08893775730305431,0.09497947978021037,0.13333320237334423,,0.034433982224308046,0.020842091446072963,0.04455653481867339,0.038118993508688304,0.05118598839639432,0.027606825995979634,0.05585581433125997,0.003185925668868661,0.011025627064241705,0.1199952892499414,0.07033140138614091,0.015563833765676272,0.06545564641740009,0.010255681994915555
