Date,ABNB,AMZN,APTV,AZO,BBY,BKNG,CCL,CMG,CZR,DASH,DECK,DHI,DPZ,DRI,EBAY,EXPE,F,GM,GPC,GRMN,HAS,HD,HLT,KMX,LEN,LKQ,LOW,LULU,LVS,MAR,MCD,MGM,MHK,NCLH,NKE,NVR,ORLY,PHM,POOL,RCL,RL,ROST,SBUX,TJX,TPR,TSCO,TSLA,ULTA,WSM,WYNN,YUM
2020-01-13,,-0.0097920208415897,0.022567244651822804,0.01974879964153664,-0.00783247706883039,-0.015434503276062328,0.06243609278212148,0.02375930721106645,0.049443958116778264,,0.05144522663886186,0.03607950957853023,-0.009062479675556068,-0.0012722927882415913,0.026655388135517377,0.010208635540272626,-0.009729454806921,0.02741715947452894,0.039433587340284015,0.026321236047173402,0.03392988380398543,0.03429682446081039,0.04898719234763127,0.07397019012427974,0.056429944511854346,0.015253835106712188,0.011239893260743816,0.027295195716519283,0.04442240484257587,0.033496013489909604,0.02272409966453992,0.040048352371848006,0.09999997597041088,0.029158082610442948,0.035976455581468114,0.029645771380439,0.008767363760358027,0.045011296181492355,0.012808802261152108,0.01396497969952093,0.035096486253928694,-0.025182108348739574,0.03837624128620898,0.005454150156545268,0.05322650350115343,0.01665377743259877,0.0676565652383232,0.020989284251579976,0.029850445865322817,0.060205754490994856,0.03648333642886392
2020-01-20,,-0.0016517153085983116,0.00010930436711897862,-0.012428741301704904,-0.0055591579837988014,-0.04464419095293992,-0.0843931005482843,-0.009611134580862268,-0.03488750218984393,,0.02385893956560592,0.050260334852599176,-0.004782353302538844,0.03144834192574453,-0.012842077553192333,0.0028618253330356946,-0.01746717400914566,-0.036235875216249935,-0.04601151536914927,0.005553181471612767,-0.004280442552064168,0.0003877313066387167,-0.047665146398692126,0.010974112128018243,0.05626897711235079,-0.02889333379800829,-0.017407764007642212,-0.0037305446486398663,-0.08385078059930517,-0.061493441302054586,-0.0034909631906353544,-0.08598721822983713,0.015461730202539936,-0.06387261149755485,-0.023916847502340244,0.02316483174976347,-0.022487997863776532,0.04594444140335385,0.0005913611374388505,-0.06323581478362805,-0.04807520626497419,-0.016315409072723885,-0.016983556123207344,-0.02377160874039952,-0.05538254662869624,0.008406264381833228,0.10640550822864969,0.000329789779983658,-0.02089058455688597,-0.11126481178014969,-0.00398470544326146
2020-01-27,,0.07900556733836894,-0.07373829294763912,-0.07215212802721493,-0.05310823616330984,-0.06745415163000512,-0.08396466604999286,-0.003391936242607918,0.009797263663559264,,0.0745806152059163,0.01179287242155902,-0.011750226226996952,-0.005636601750223957,-0.05090488424679818,-0.0329053554150166,-0.020000397627727984,-0.026814547661037635,-0.04588544812935902,-0.026508862920684995,-0.02684384525753969,-0.016810003031381027,-0.006360027325849393,0.0032047715066219062,-0.004201800026158109,-0.02737295317092081,-0.02882107436721959,-0.003994202993503282,-0.03743571066893048,-0.006807462662307584,0.012923652448765033,-0.0161545289236672,-0.07176094664296429,-0.0356375657777388,-0.056159920393028195,-0.041829029738994605,-0.05726953994563011,0.021504926944885483,-0.002955278844585907,-0.07453956755103863,-0.023487878748224333,-0.030839657445187463,-0.07823540718620925,-0.03513637316262053,-0.05569818294791007,-0.006626176109255422,0.15181829095390564,-0.018572815298453005,-0.05951329149586071,-0.06374777425198319,0.007525020451401465
2020-02-03,,0.035126846777891796,0.027597558266047484,0.0008980238168423416,0.027512222949181986,0.04317819056620542,-0.030553619394933174,-0.0029303623854709526,0.04215457526299593,,0.0024619394471996348,0.025337763238601596,-0.022147579797038408,0.03676027098796708,0.07866506749205149,0.015122172377047383,-0.06486101720554227,0.007187838014865333,0.01934350606443469,-0.0077358318687691385,-0.01448313713544902,0.04033319754984532,0.02820038959880722,-0.007625699266158192,0.039632304265496465,0.007341779702255469,0.04507912640357192,0.017210389438539142,0.02281438801083202,0.02863067898118965,-0.011029676450892478,0.009658764962146904,-0.035464693190324637,-0.019312852930346347,0.03260643655645645,0.027419632041300934,-0.04533365120911159,0.03247452294824238,0.03470155818948584,-0.047232717450159334,0.06220226174611554,0.046706422738704845,0.01874347770445195,0.039633985494368806,0.08537060245126926,0.03873067439697975,0.1498685742204937,0.10469929233529363,0.013984005683590928,0.005944690584311463,-0.03526498395531119
2020-02-10,,0.026735244429549,0.016235855142827438,-0.005382962724121532,0.036658101427491596,0.04261126322478348,0.009478591070222864,0.066788538164406,0.10642056419434476,,0.04796735521771156,0.02123580263481406,0.05840113355828658,0.00828444933485506,0.05359113723855269,0.11545103637709753,-0.0012327926627785368,0.03360106914269578,0.011428285094420287,0.02058212527458858,-0.02035283358548301,0.0325745002589819,0.021562791472107934,0.026064324270965056,0.019713210254848734,0.008199304676391517,0.0324331640257749,0.044762060700417994,0.01901201424537602,0.005760767356200347,0.025896775656949034,0.005101955389752222,0.08637109996693182,-0.006627575832546251,0.041230826556917455,0.018359713219127993,0.008254009298970022,0.012798506222858608,0.029262545328023082,0.01443305981259102,0.010617337581557917,0.037043279409067376,0.03790894242925691,0.032584031460195506,0.04433310617299924,0.016778870911308585,0.06945875353224862,-0.004696527135392703,0.04165482319776581,0.04121025048208793,0.03175212082230794
2020-02-17,,-0.018221247188566658,0.019814311662668116,0.014071333265955,0.0005544090342273211,-0.03126131971500856,-0.021361507451193584,-0.0019524700012681917,-0.011751016321015828,,-0.029916234907447548,0.0011327580895648115,0.2755827371130295,-0.005012096927131782,0.0015730239210054453,-0.021824127127621717,-0.02592589845579396,-0.0031647248812999296,-0.0026952486260563013,-0.0162965538564096,-0.07921403980473829,0.0012652979379015328,-0.032323636051408866,0.024289055613585298,0.004264108047526083,-0.004819311128087755,-0.000876851697089287,0.0058566495535841145,-0.03628630734200533,-0.011455869282497533,-0.005619883790123015,-0.004124441699874581,-0.021597302651200856,-0.10465112389593012,-0.03177519704087106,0.009392460209459497,0.0015605379826790777,-0.005996934273157173,-0.018625705815400018,-0.06230117625386267,-0.03594900677164736,0.011988928292164802,-0.021505201171042154,0.0025874306211903786,-0.041766264850418566,0.016399856425348913,0.12620771763449778,0.016396735757790548,-0.004728407094034437,-0.031708743172527476,-0.012405718427091261
2020-02-24,,-0.10125144973310929,-0.13278560147658047,-0.033257510141951885,-0.1618657421305132,-0.12083657351500865,-0.18804213872067732,-0.15928011444838286,-0.2633588038471769,,-0.10670227573673696,-0.13914045630797123,-0.08737511631323769,-0.19488026430461325,-0.09319334255775868,-0.17898766878393213,-0.11787090500755804,-0.11976889488979414,-0.09323366832936686,-0.08480018485170604,-0.1413804551373914,-0.11208934667231496,-0.1128959358679078,-0.13733822400568918,-0.14593058378041746,-0.10472152795817435,-0.149549136312921,-0.1504102819554768,-0.11112793348633965,-0.13432004426696853,-0.10052338344495826,-0.2175850798060136,-0.10259258128978588,-0.20672775488219508,-0.10842895166338873,-0.0902871075269801,-0.058186482715438914,-0.13380750848344125,-0.07958102595996652,-0.24220149513693967,-0.10173660551428232,-0.11733223462709652,-0.10222099475650148,-0.05544152691215376,-0.1622007506156362,-0.11294859661787382,-0.2586126635927234,-0.14131595999037383,-0.1531153393377207,-0.15607659926407413,-0.13776450939321394
2020-03-02,,0.009205008787118496,-0.023300469601878593,0.026924725731652277,-0.024190606055022212,-0.04928468370384964,-0.18858337234296518,-0.06528085671165673,-0.32941408287699636,,-0.0067318650656000845,0.02872153070733896,-0.00898468377813233,-0.09589737053085479,0.05533809680016555,-0.06864727470359988,-0.0675287935924711,-0.05934429511963735,-0.050320736140060274,-0.009842899436864894,-0.05825234213621122,0.04898085763627069,-0.06801647657426424,-0.026457423241175948,0.036625921647529314,-0.06964169309534096,-0.011823324170430971,0.005243546159081847,-0.05916649517088424,-0.10400237320073014,0.03056296784549062,-0.16978823761586903,-0.021295929001730718,-0.272678432575018,-0.008668978394238414,0.048552307807942396,-0.001735686233491851,0.03233856655619505,0.06612630459769941,-0.19151842617213088,0.002464256468472925,-0.05763904022303756,-0.039398218913344274,-0.020735684920833997,-0.07462689749571583,0.03355563759929536,0.05312956490983223,-0.00198377911583425,-0.03590319340204429,-0.12188324570272857,0.0016806898617962585
2020-03-09,,-0.06106493603851937,-0.12871935479064267,-0.04487374022283985,-0.17285272978071609,-0.11833083043936221,-0.3524861815575332,-0.1282292827784488,-0.4585438785391377,,-0.2490876812439674,-0.28284669215282154,-0.058797438776720834,-0.25899044186354825,-0.06595213136302869,-0.2419162382729093,-0.13251138478959423,-0.1282177229008401,-0.03466616929804944,-0.1163159631593953,-0.24371132153328157,-0.0999518555006006,-0.13067993598526895,-0.1859999712775735,-0.269704381479145,-0.0952034182853072,-0.08375263792085352,-0.19126059239568427,-0.10663519879798555,-0.13600221500171372,-0.1092728742959147,-0.24276619218552176,-0.18630341903302616,-0.5904058957482665,-0.14463556191137394,-0.2400246424426774,-0.03743751908715276,-0.2643373568601649,-0.0834556905681203,-0.49775554556063073,-0.2089440250469451,-0.09442981544206297,-0.07194010782635363,-0.11936477538872103,-0.2415370748776713,-0.16692159231585124,-0.22297718502149466,-0.19300020112724026,-0.2448876442875575,-0.22875701993299424,-0.1223714321140078
2020-03-16,,0.03422405339088752,-0.32044535370225913,-0.2810225638370143,-0.15411074033258632,-0.17159990165043404,-0.3174061403823789,-0.1021003877044151,-0.5159165736982476,,-0.1984879461390513,-0.20152666098264282,-0.05045313157669529,-0.4029392288351815,-0.18858482195915416,-0.2965486796835023,-0.23090597160037296,-0.2658842438173201,-0.30175351634763414,-0.13950758744698366,-0.16194115791612573,-0.25527321355478894,-0.2165839588635362,-0.3601676702460901,-0.25394027843044953,-0.34538159347173114,-0.3122603726825576,-0.06642153037150811,-0.11630277375698816,-0.2199562161159868,-0.16168905111887588,-0.4056014372944782,-0.39199836436161906,-0.21441441735570355,-0.10756831850515858,-0.20374164376779658,-0.25551792629058734,-0.3502340259856481,-0.18401602232414116,-0.2635323986902718,-0.2038961587197422,-0.3116450416666956,-0.1700515629992072,-0.2753540059920949,-0.2581637732919275,-0.003936552661046422,-0.21786614650225267,-0.28494156619172284,-0.19925146497354018,-0.28336984232576745,-0.2597502723665618
