Stock,Weight
META,0.13083550390703264
GOOGL,0.11520737327188942
NFLX,0.09256661991584851
DIS,0.07483470246443598
CMCSA,0.057804047285113194
MTCH,0.047485473852935285
FOXA,0.021839310759366858
FOX,0.017832097775996793
PARA,0.01963534361851332
WBD,0.017832097775996793
IPG,0.022139851733119612
OMC,0.023943097575636143
T,0.01908435183329994
VZ,0.01908435183329994
TMUS,0.04127429372871168
GOOG,0.11520737327188942
CHTR,0.033360048086555794
EA,0.05990783410138248
TTWO,0.050290522941294324
LYV,0.019835704267681824
