Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
NVDA,0.1442307692307692,0.13,0.14,0.12,0.11881188118811878
MSFT,0.12499999999999997,0.15,0.13,0.13,0.1386138613861386
AAPL,0.11538461538461535,0.15,0.13,0.13,0.1386138613861386
AVGO,0.08653846153846151,0.08,0.09,0.09,0.07425742574257424
PANW,0.0769230769230769,0.04,0.05,0.05,0.05445544554455444
NOW,0.06730769230769229,0.03,0.02,0.01,0.024752475247524747
SNPS,0.057692307692307675,0.03,0.04,0.04,0.044554455445544545
CDNS,0.057692307692307675,0.03,0.04,0.04,0.044554455445544545
AMD,0.048076923076923066,0.07,0.07,0.06,0.0693069306930693
ANET,0.048076923076923066,0.03,0.02,0.02,0.03465346534653465
ADBE,0.048076923076923066,0.06,0.07,0.07,0.05940594059405939
CRM,0.03846153846153845,0.06,0.06,0.07,0.05940594059405939
INTU,0.028846153846153837,0.05,0.05,0.06,0.04950495049504949
ACN,0.028846153846153837,0.05,0.05,0.06,0.04950495049504949
CSCO,0.028846153846153837,0.04,0.04,0.05,0.0396039603960396
