Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
PG,0.12745098039215685,0.125,0.12182741116751267,0.12871287128712872,0.12264150943396226
KO,0.08823529411764705,0.09615384615384616,0.0812182741116751,0.10891089108910891,0.10377358490566037
PEP,0.08823529411764705,0.09615384615384616,0.0812182741116751,0.09900990099009901,0.09433962264150944
COST,0.09803921568627451,0.08653846153846154,0.1015228426395939,0.0891089108910891,0.08490566037735849
WMT,0.08823529411764705,0.08653846153846154,0.1015228426395939,0.07920792079207921,0.08490566037735849
CL,0.058823529411764705,0.06730769230769232,0.05583756345177664,0.06930693069306931,0.0660377358490566
KMB,0.049019607843137254,0.04807692307692308,0.04060913705583755,0.0594059405940594,0.056603773584905655
MDLZ,0.049019607843137254,0.05769230769230769,0.05076142131979695,0.0594059405940594,0.056603773584905655
EL,0.0392156862745098,0.038461538461538464,0.030456852791878167,0.04950495049504951,0.04716981132075472
SYY,0.0392156862745098,0.038461538461538464,0.04060913705583755,0.04950495049504951,0.04716981132075472
STZ,0.0392156862745098,0.038461538461538464,0.04060913705583755,0.039603960396039604,0.03773584905660377
HSY,0.0392156862745098,0.038461538461538464,0.035532994923857864,0.039603960396039604,0.03773584905660377
KR,0.029411764705882353,0.028846153846153844,0.05076142131979695,0.0297029702970297,0.028301886792452827
TAP,0.029411764705882353,0.019230769230769232,0.020304568527918777,0.019801980198019802,0.018867924528301886
MKC,0.029411764705882353,0.028846153846153844,0.030456852791878167,0.019801980198019802,0.018867924528301886
CHD,0.029411764705882353,0.028846153846153844,0.030456852791878167,0.019801980198019802,0.018867924528301886
CAG,0.0196078431372549,0.019230769230769232,0.025380710659898473,0.009900990099009901,0.018867924528301886
CPB,0.0196078431372549,0.019230769230769232,0.020304568527918777,0.009900990099009901,0.018867924528301886
WBA,0.0196078431372549,0.009615384615384616,0.020304568527918777,0.009900990099009901,0.018867924528301886
K,0.0196078431372549,0.028846153846153844,0.020304568527918777,0.009900990099009901,0.018867924528301886
