Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
EQIX,0.15,0.12371134020618554,0.12,0.13,0.12371134020618554
PLD,0.15,0.12371134020618554,0.1,0.12,0.11340206185567007
AMT,0.12,0.10309278350515462,0.1,0.11,0.10309278350515462
DLR,0.1,0.09278350515463915,0.08,0.08,0.07216494845360824
CCI,0.08,0.0824742268041237,0.08,0.09,0.05154639175257731
ARE,0.07,0.05154639175257731,0.07,0.08,0.0824742268041237
WELL,0.06,0.07216494845360824,0.08,0.05,0.05154639175257731
VICI,0.05,0.04123711340206185,0.06,0.07,0.07216494845360824
PSA,0.05,0.06185567010309277,0.07,0.06,0.06185567010309277
AVB,0.05,0.05154639175257731,0.06,0.04,0.06185567010309277
O,0.04,0.07216494845360824,0.08,0.06,0.05154639175257731
SPG,0.03,0.030927835051546386,0.04,0.025,0.04123711340206185
BXP,0.02,0.030927835051546386,0.03,0.025,0.030927835051546386
EQR,0.02,0.04123711340206185,0.02,0.03,0.05154639175257731
KIM,0.01,0.020618556701030924,0.01,0.03,0.030927835051546386
