Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
XOM,0.12,0.16,0.12,0.11764705882352941,0.16
CVX,0.12,0.14,0.11,0.11764705882352941,0.14
COP,0.1,0.1,0.09,0.09803921568627451,0.12
EOG,0.11,0.09,0.09,0.09803921568627451,0.11
DVN,0.07,0.06,0.06,0.06862745098039216,0.03
FANG,0.06,0.07,0.06,0.049019607843137254,0.07
WMB,0.03,0.04,0.07,0.0392156862745098,0.06
OKE,0.03,0.03,0.07,0.0392156862745098,0.05
KMI,0.02,0.03,0.05,0.0196078431372549,0.03
VLO,0.07,0.045,0.05,0.06862745098039216,0.06
MPC,0.07,0.04,0.05,0.058823529411764705,0.04
PSX,0.04,0.035,0.05,0.049019607843137254,0.03
SLB,0.06,0.065,0.05,0.0784313725490196,0.05
HAL,0.05,0.055,0.04,0.058823529411764705,0.03
BKR,0.05,0.04,0.04,0.0392156862745098,0.02
