Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
MSFT,0.1,0.1,0.1,0.09,0.08
NVDA,0.12,0.12,0.095,0.115,0.09
AVGO,0.09,0.09,0.07,0.075,0.07
AAPL,0.06,0.06,0.06,0.035,0.05
ORCL,0.035,0.03,0.03,0.03,0.04
ADBE,0.055,0.05,0.04,0.05,0.05
CRM,0.045,0.05,0.035,0.045,0.05
NOW,0.05,0.06,0.055,0.06,0.05
INTU,0.04,0.04,0.03,0.045,0.045
SNPS,0.05,0.04,0.05,0.06,0.055
CDNS,0.045,0.04,0.045,0.055,0.05
AMD,0.04,0.04,0.05,0.04,0.045
QCOM,0.035,0.03,0.04,0.035,0.04
TXN,0.025,0.02,0.035,0.025,0.035
AMAT,0.03,0.04,0.04,0.045,0.04
LRCX,0.03,0.04,0.04,0.045,0.035
KLAC,0.025,0.03,0.035,0.035,0.035
ANET,0.04,0.04,0.045,0.045,0.05
PANW,0.045,0.04,0.06,0.045,0.05
CRWD,0.04,0.04,0.045,0.025,0.04
