Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
XOM,0.12,0.12,0.12,0.09,0.11
CVX,0.1,0.1,0.09,0.09,0.09
COP,0.07,0.06,0.07,0.07,0.07
EOG,0.06,0.06,0.07,0.07,0.07
OXY,0.05,0.05,0.05,0.04,0.04
FANG,0.05,0.05,0.05,0.05,0.06
DVN,0.04,0.04,0.03,0.04,0.04
APA,0.03,0.03,0.02,0.03,0.02
CTRA,0.03,0.04,0.04,0.05,0.05
HES,0.05,0.05,0.05,0.05,0.05
SLB,0.06,0.05,0.07,0.055,0.045
HAL,0.05,0.04,0.03,0.035,0.03
BKR,0.04,0.03,0.03,0.03,0.025
WMB,0.04,0.04,0.06,0.035,0.06
OKE,0.04,0.03,0.04,0.04,0.05
KMI,0.03,0.03,0.03,0.03,0.04
TRGP,0.04,0.04,0.03,0.045,0.05
VLO,0.035,0.05,0.05,0.06,0.04
MPC,0.035,0.05,0.04,0.05,0.03
PSX,0.03,0.04,0.03,0.04,0.03
