Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
SPGI,0.09,0.095,0.095,0.095,0.08
MCO,0.07,0.065,0.065,0.075,0.07
MSCI,0.07,0.09,0.065,0.075,0.07
ICE,0.07,0.065,0.075,0.065,0.07
CME,0.055,0.06,0.06,0.05,0.06
CBOE,0.04,0.04,0.04,0.035,0.02
BLK,0.09,0.075,0.07,0.06,0.08
SCHW,0.04,0.05,0.035,0.035,0.03
PGR,0.06,0.06,0.07,0.045,0.07
CB,0.055,0.05,0.05,0.05,0.05
MMC,0.065,0.05,0.065,0.055,0.07
AJG,0.05,0.05,0.06,0.05,0.05
JPM,0.065,0.055,0.065,0.06,0.06
MS,0.025,0.035,0.03,0.04,0.04
PNC,0.02,0.02,0.025,0.035,0.02
USB,0.02,0.02,0.02,0.035,0.02
BK,0.02,0.025,0.02,0.03,0.02
GS,0.025,0.035,0.025,0.035,0.04
BAC,0.045,0.03,0.035,0.04,0.04
TRV,0.025,0.03,0.03,0.035,0.04
