Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
AMZN,0.12,0.11,0.12,0.105,0.09
TSLA,0.05,0.05,0.05,0.06,0.04
HD,0.07,0.075,0.08,0.07,0.06
LOW,0.05,0.045,0.05,0.04,0.04
MCD,0.06,0.08,0.07,0.065,0.05
NKE,0.03,0.04,0.035,0.035,0.03
LULU,0.05,0.045,0.045,0.045,0.05
TJX,0.07,0.07,0.065,0.065,0.06
ROST,0.05,0.04,0.04,0.045,0.04
ULTA,0.05,0.035,0.04,0.035,0.04
ORLY,0.06,0.065,0.055,0.055,0.06
AZO,0.06,0.065,0.05,0.05,0.06
BKNG,0.06,0.055,0.05,0.065,0.07
MAR,0.04,0.03,0.03,0.035,0.04
HLT,0.04,0.03,0.03,0.035,0.04
CMG,0.05,0.035,0.06,0.065,0.05
SBUX,0.04,0.06,0.05,0.05,0.05
DPZ,0.025,0.025,0.03,0.03,0.05
DHI,0.015,0.02,0.025,0.025,0.04
LEN,0.01,0.025,0.025,0.025,0.04
