Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
UNH,0.09,0.1,0.09,0.1,0.1
LLY,0.08,0.12,0.09,0.12,0.12
JNJ,0.08,0.06,0.08,0.06,0.06
VRTX,0.07,0.08,0.07,0.07,0.08
ISRG,0.07,0.08,0.06,0.08,0.08
REGN,0.06,0.07,0.06,0.07,0.07
MRK,0.06,0.07,0.07,0.06,0.07
AMGN,0.06,0.06,0.06,0.05,0.06
SYK,0.05,0.05,0.05,0.05,0.05
ELV,0.05,0.05,0.05,0.04,0.02
GILD,0.05,0.04,0.04,0.04,0.04
BSX,0.05,0.04,0.05,0.05,0.05
DXCM,0.04,0.05,0.03,0.04,0.05
EW,0.04,0.03,0.03,0.05,0.04
BMY,0.04,0.02,0.04,0.03,0.03
MDT,0.03,0.02,0.03,0.03,0.02
IDXX,0.03,0.03,0.02,0.02,0.03
CVS,0.02,0.01,0.02,0.01,0.01
CI,0.02,0.01,0.05,0.02,0.01
ALGN,0.01,0.01,0.01,0.01,0.01
