sector,model,sharpe_ratio
energy,gpt-4o-2024-11-20,1.0015224422718874
energy,gpt-4.1,1.2677980549065226
energy,o4-mini,0.995053145029172
energy,claude-3-7-sonnet-20250219,1.233845866528733
energy,claude-sonnet-4-20250514,1.0817273514357757
energy,claude-opus-4-20250514,0.7470357721286185
energy,deepseek-chat,0.9017704735583223
energy,deepseek-reasoner,0.4304715528817251
energy,gemini-2.5-pro-preview-05-06,0.5703417616217088
energy,grok-3-latest,1.105151580478156
energy,grok-3-mini-latest,1.230788315386085
materials,gpt-4o-2024-11-20,1.4766445979932008
materials,gpt-4.1,1.4829782220403267
materials,o4-mini,1.0077164317104863
materials,claude-3-7-sonnet-20250219,1.2884918078099152
materials,claude-sonnet-4-20250514,0.9228707692145155
materials,claude-opus-4-20250514,1.0951386189158405
materials,deepseek-chat,1.0112055019462096
materials,deepseek-reasoner,0.8655802108142343
materials,gemini-2.5-pro-preview-05-06,1.5730214027917848
materials,grok-3-latest,1.303106175545886
materials,grok-3-mini-latest,1.0520362594258672
industrials,gpt-4o-2024-11-20,0.7318146846904381
industrials,gpt-4.1,0.8318972287067948
industrials,o4-mini,0.5022171538779057
industrials,claude-3-7-sonnet-20250219,0.29145627810070807
industrials,claude-sonnet-4-20250514,0.4728321101862888
industrials,claude-opus-4-20250514,0.7252863776654737
industrials,deepseek-chat,0.8119424852802102
industrials,deepseek-reasoner,0.12155625370941782
industrials,gemini-2.5-pro-preview-05-06,0.6157466900124638
industrials,grok-3-latest,0.4825157980796622
industrials,grok-3-mini-latest,0.7216747173657253
consumer_discretionary,gpt-4o-2024-11-20,0.30138298921085693
consumer_discretionary,gpt-4.1,0.36076637640879117
consumer_discretionary,o4-mini,0.29729470482692716
consumer_discretionary,claude-3-7-sonnet-20250219,0.6275593081745057
consumer_discretionary,claude-sonnet-4-20250514,0.46063580467088405
consumer_discretionary,claude-opus-4-20250514,0.31237758600163246
consumer_discretionary,deepseek-chat,0.44527932976833895
consumer_discretionary,deepseek-reasoner,0.31870838549539016
consumer_discretionary,gemini-2.5-pro-preview-05-06,0.5528931209667145
consumer_discretionary,grok-3-latest,0.3106040835289295
consumer_discretionary,grok-3-mini-latest,0.5716408282741392
consumer_staples,gpt-4o-2024-11-20,-0.5007435338830752
consumer_staples,gpt-4.1,-0.2324172844108461
