sector,gpt4o_model_weighted,gpt4o_equally_weighted,gpt4o_minvar,gpt4o_maxret,gpt4o_maxsharpe,gpt4.1_model_weighted,gpt4.1_equally_weighted,gpt4.1_minvar,gpt4.1_maxret,gpt4.1_maxsharpe,o4-mini_model_weighted,o4-mini_equally_weighted,o4-mini_minvar,o4-mini_maxret,o4-mini_maxsharpe,sonnet-3.7_model_weighted,sonnet-3.7_equally_weighted,sonnet-3.7_minvar,sonnet-3.7_maxret,sonnet-3.7_maxsharpe,sonnet-4_model_weighted,sonnet-4_equally_weighted,sonnet-4_minvar,sonnet-4_maxret,sonnet-4_maxsharpe,opus-4_model_weighted,opus-4_equally_weighted,opus-4_minvar,opus-4_maxret,opus-4_maxsharpe,dsV3_model_weighted,dsV3_equally_weighted,dsV3_minvar,dsV3_maxret,dsV3_maxsharpe,dsR1_model_weighted,dsR1_equally_weighted,dsR1_minvar,dsR1_maxret,dsR1_maxsharpe,gemini_model_weighted,gemini_equally_weighted,gemini_minvar,gemini_maxret,gemini_maxsharpe,grok3_model_weighted,grok3_equally_weighted,grok3_minvar,grok3_maxret,grok3_maxsharpe,grok3-mini_model_weighted,grok3-mini_equally_weighted,grok3-mini_minvar,grok3-mini_maxret,grok3-mini_maxsharpe
energy,-0.20738342420997496,-0.21655987912557303,-0.18794335821217645,-0.22734726305236114,-0.20524473454768657,-0.2074612140730438,-0.21225485206721337,-0.18528992533693484,-0.21617342973521272,-0.19387788564102806,-0.2101936389581689,-0.21225485206721337,-0.18528992533693472,-0.21617342973521272,-0.19387788564102795,-0.20387272463550174,-0.21554324564514543,-0.18728847715608365,-0.22032095936289375,-0.19626988824613784,-0.19781944883618738,-0.21655987912557303,-0.18794335821217645,-0.22734726305236114,-0.20524473454768669,-0.20409641873477186,-0.21655987912557303,-0.18794335821217645,-0.22734726305236114,-0.20524473454768657,-0.2000175235262657,-0.21242912421153903,-0.18538218658313685,-0.21845251561142529,-0.19428663575533753,-0.2074523339000869,-0.21655987912557303,-0.18794335821217645,-0.22734726305236114,-0.20524473454768657,-0.20620047997863739,-0.21655987912557303,-0.18794335821217645,-0.22734726305236114,-0.20524473454768657,-0.2072425525034273,-0.21655987912557303,-0.18794335821217645,-0.22734726305236114,-0.20524473454768669,-0.19814939247001795,-0.21225485206721337,-0.18528992533693484,-0.21617342973521272,-0.19387788564102806
materials,-0.15551973214750076,-0.151086923034952,-0.1381184274155212,-0.15705861756706002,-0.15263695554033402,-0.14620125014102966,-0.14401550309366837,-0.13263674618783564,-0.1533778042702659,-0.14779198026085488,-0.15915183251552062,-0.15810197120176975,-0.1408879118853143,-0.16184116798978984,-0.15595467626987383,-0.148336160594513,-0.15137951765239058,-0.13845464681130984,-0.15779405517640646,-0.15227936730066052,-0.16114219305013674,-0.16660816675778717,-0.15151512564945938,-0.16692774899339594,-0.1608397761802608,-0.15498946375063938,-0.16238778097028095,-0.14396022141897696,-0.16441460193920998,-0.15887330591018625,-0.15946429601899922,-0.15814720543439365,-0.1470775762920329,-0.16129030030746078,-0.15685183517846057,-0.1551302672469779,-0.1524635402354926,-0.13761980380914438,-0.15791460968810295,-0.15226790181572958,-0.15524673685230014,-0.16424091092282234,-0.14583066286881538,-0.1597092154094235,-0.16062712780082108,-0.15944210925580654,-0.16140568227013244,-0.14290560714394865,-0.1632686977000869,-0.1582977066151659,-0.16786946261111782,-0.16199985919362675,-0.14354564868978414,-0.1635577326988648,-0.15765604845562903
industrials,-0.1284051380342367,-0.13292454115316193,-0.11249669327871312,-0.1348219458071907,-0.1348702035924925,-0.11878564471165602,-0.11924940155747088,-0.09498930603150633,-0.12649681619903574,-0.11830410244877117,-0.12733573911065732,-0.13488755091468024,-0.11556113656703301,-0.13914344643569304,-0.12881103732832716,-0.12965922284723108,-0.13480835237244296,-0.12244898160436431,-0.13119561325194282,-0.1304868945883144,-0.13187399072206257,-0.13032335055823946,-0.11024771083640666,-0.13327030167658543,-0.13327030167658543,-0.12339575369944676,-0.12630633872888702,-0.11129105152294133,-0.1248524295118125,-0.11967978108836813,-0.12701560856023267,-0.12849804293861108,-0.113763570888892,-0.12936351243492394,-0.12321398340490097,-0.1298605994789135,-0.12777358956838647,-0.11156032195532575,-0.13212065541330656,-0.12299134422149662,-0.12348311712284235,-0.1250110848486696,-0.10353061349106112,-0.12953297444800682,-0.1205657159061653,-0.12957244294200704,-0.13032335055823946,-0.11024771083640666,-0.13327030167658543,-0.13327030167658543,-0.12244002224725611,-0.12943364313065991,-0.10574724870247329,-0.1327286639084422,-0.1294361259340968
consumer_discretionary,-0.1283962551213813,-0.12129084488709044,-0.10597175042774791,-0.1364866096151331,-0.1262038009630896,-0.12200262637416014,-0.11481239711121143,-0.09952735504728913,-0.1206504377416137,-0.11789976560116208,-0.12585295534904983,-0.11661587695046263,-0.10050405831707371,-0.11820200830312665,-0.11694039336523958,-0.12104481629517003,-0.12298459088715895,-0.10506703895879665,-0.13615273849338413,-0.12655547845494547,-0.1261439219211682,-0.1271225617378115,-0.10612392791797087,-0.1280045536619377,-0.12430296267749813,-0.12437898941128432,-0.11295123770485221,-0.09744519543517785,-0.11602720657294074,-0.11444490695852462,-0.1273401698527092,-0.11536758180923834,-0.09906325867334746,-0.11743350547166281,-0.11478682204426452,-0.11854672124294356,-0.11150427291533332,-0.09565810335632367,-0.11507157826646572,-0.1142154935262244,-0.11965978049567264,-0.11412401612815601,-0.09905533801007901,-0.11832591473933667,-0.11943563010972434,-0.12705376054290138,-0.11150435368213618,-0.09722242466798427,-0.11495596274915076,-0.11192945534914941,-0.12386836021411378,-0.12230491239482469,-0.10501794525816592,-0.1215165959110662,-0.11897458237306976
consumer_staples,-0.06939020900072515,-0.06939687521338622,-0.06334621596568692,-0.06583299949829516,-0.06583299949829516,-0.07156782517804226,-0.0699302942597171,-0.06459496225395917,-0.06961323574177083,-0.06256317432011389,-0.07335157842781115,-0.07268725058740555,-0.07067879719777417,-0.06992851322210489,-0.06919021478464209,-0.07282917654822953,-0.07437622780996245,-0.0725839093053279,-0.0708121466446879,-0.0708121466446879,-0.07370913093525257,-0.0862671113262136,-0.06933222468408126,-0.07258809225345667,-0.06617192731372654,-0.07547314839909859,-0.0783223696629333,-0.07909266356235514,-0.07319328999068055,-0.07341632274071541,-0.06774894715190141,-0.0797819817761014,-0.07070734667667293,-0.06068070464936402,-0.062388560341624745,-0.06740828704871382,-0.0803381460694442,-0.06154755687429408,-0.06068604989669435,-0.06068604989669435,-0.07196306205387348,-0.07446989651902117,-0.07178763180616243,-0.07101833336965607,-0.07018700780860121,-0.07459071699789671,-0.07947180983740741,-0.076183729820365,-0.07743089692982244,-0.07310002397057817,-0.07105945359047294,-0.07514110615507529,-0.07103880082673138,-0.06929789066057052,-0.06929789066057052
health_care,-0.1172217859607288,-0.10507440093405451,-0.1089167136765986,-0.08870244722094546,-0.08849624386435262,-0.11355583242272874,-0.09536741949122877,-0.10524856660815182,-0.08665256084469515,-0.08548951756831114,-0.11792759466528674,-0.10199262414504219,-0.10585534618190039,-0.08584713964111773,-0.08374428816384276,-0.08574688336466468,-0.07287851388215895,-0.0902737705005503,-0.07745123409812316,-0.07358151024831683,-0.11937254933710197,-0.08767204982089892,-0.09783947479082834,-0.09177322204039584,-0.09716703351436345,-0.0813341363087683,-0.09127823561650422,-0.09837322568188152,-0.09782294707837108,-0.08849621108963925,-0.12983753012425187,-0.11827150718755255,-0.11623113044688634,-0.09686601745576492,-0.09485913921294518,-0.1043248379806025,-0.08864407685129734,-0.10031036920982944,-0.09298046240216255,-0.08850244071140824,-0.08919916597823288,-0.09106296554468012,-0.10375693277533361,-0.10083780606404177,-0.09564300975284837,-0.11783661487226083,-0.10251932217602597,-0.11929204218433981,-0.08662765579174247,-0.08689762277024848,-0.09172000075840862,-0.0966419948620369,-0.10308687429264954,-0.09288245984705562,-0.0925744102973023
financials,-0.1290100608869283,-0.13080329831923326,-0.11406659912253406,-0.1332755254164206,-0.11305009384321038,-0.124804585176202,-0.12456713023692098,-0.10500842978374209,-0.13137253710977448,-0.11178584451685074,-0.13411702734051795,-0.13525194697240092,-0.11478123351314076,-0.14265525659617787,-0.12298079013601043,-0.11557479984838864,-0.1187259394851396,-0.10103922924379498,-0.12169676378351221,-0.10535769634716934,-0.12447712959243944,-0.129810919663349,-0.11575378187508759,-0.1394117497823746,-0.11915323318964084,-0.13042840173140774,-0.13504929844895797,-0.11450428345986306,-0.14301791010690118,-0.136600445157243,-0.13734090123842085,-0.1395777919300109,-0.12629179786780775,-0.14298463100324166,-0.12873228716497576,-0.13470427405022625,-0.1341472796771701,-0.11880539495716784,-0.13785179785981608,-0.11467616730108464,-0.1236720980597947,-0.12915755381134583,-0.10893278302283144,-0.1402196475583002,-0.12572138063851432,-0.14255252572759947,-0.13919728646640406,-0.12092147352580754,-0.1443119440046,-0.13157021903724217,-0.13686329341589393,-0.1388653384423405,-0.12039233363640135,-0.1369368554461996,-0.12651779699957832
information_technology,-0.14264923110073555,-0.1411728623555866,-0.14570178298650088,-0.14005011089834324,-0.13851332206350575,-0.13962705954616367,-0.14079322915481127,-0.14632751226077087,-0.14163853308099936,-0.14000083268829547,-0.1415953133846909,-0.14012392272659532,-0.14382987562564623,-0.1304224847522841,-0.12954225820844098,-0.13828383306185466,-0.1495858125282689,-0.15170576117798096,-0.14427326366600582,-0.13538655889284568,-0.1395862917492864,-0.1427540501258165,-0.14500249427997522,-0.13202464712638784,-0.1312213752207904,-0.1431845321064894,-0.1471964980372529,-0.14701143134683226,-0.13472860294239766,-0.14228913063860205,-0.13795195682388353,-0.13506497233972894,-0.1375494437645057,-0.12869855303350622,-0.12664351857987896,-0.13342951844077586,-0.1365887964750431,-0.1351777198578609,-0.1445341280299782,-0.13472834920574778,-0.13547076721096898,-0.13760782636839056,-0.14495518130807475,-0.1405535719356412,-0.13928106651069422,-0.1445669151653779,-0.14335656225292914,-0.14516532650308905,-0.1323866703025287,-0.13156264972542275,-0.1487138242798071,-0.14969912434819954,-0.15097801236799038,-0.13711892966769892,-0.1455453891172685
communication_services,-0.10133022534835348,-0.11614205971894638,-0.09730917230193765,-0.11227548326237015,-0.11271579721226775,-0.1064344790181784,-0.11343210338725249,-0.09713234068559626,-0.11063898587390851,-0.1127680265399013,-0.10589777783655269,-0.11641374035298536,-0.09751629600393164,-0.10786325104985804,-0.11319178013956216,-0.10090760899287134,-0.1162548040679613,-0.09740874815907177,-0.10745266159186656,-0.11239768726547193,-0.10196492458879378,-0.11822691543076636,-0.0985489280360521,-0.11353257107022255,-0.11331296972054332,-0.10045450048751947,-0.11822691543076636,-0.0985489280360521,-0.11353257107022255,-0.11331296972054332,-0.10972477749494666,-0.11822691543076636,-0.0985489280360521,-0.11353257107022255,-0.11331296972054332,-0.10487695370070683,-0.11447448449209037,-0.09700207716436583,-0.10970990551103019,-0.11099612476661941,-0.10319530716253149,-0.11343210338725249,-0.09713234068559626,-0.11063898587390851,-0.1127680265399013,-0.10358711535424282,-0.11343210338725249,-0.09713234068559626,-0.11063898587390851,-0.1127680265399013,-0.1065285319352403,-0.11533199114211017,-0.09663945515272936,-0.11179290113409701,-0.11095477697452126
utilities,-0.07913000345839143,-0.07642621536495425,-0.06987515396374547,-0.06741874705171375,-0.06741874705171376,-0.07740379128303704,-0.07354261720645805,-0.06919601553673703,-0.06567958118053882,-0.06567958118053895,-0.07778244989054393,-0.07394320116099355,-0.06818047023613477,-0.06592117817951144,-0.06592117817951144,-0.07705365116280083,-0.07491594519759966,-0.06756576462942994,-0.0748858404854251,-0.07468292990055411,-0.08317038448604477,-0.07295747508518352,-0.06442711457327435,-0.08430923235344236,-0.08593124775495037,-0.08269600788468838,-0.07986927787076244,-0.07002212860565427,-0.09290342549419713,-0.09159111262449404,-0.0773287154158161,-0.07493354914309092,-0.07017481709352813,-0.06651839837581268,-0.06651839837581268,-0.07956226503755374,-0.07558938123060265,-0.071282063611945,-0.06691281088291688,-0.066912810882917,-0.07742049918047254,-0.0750775261734931,-0.06762875483206793,-0.07474770256692852,-0.07512250618390269,-0.07805174617936807,-0.07626297858775426,-0.06998484176196061,-0.0673197892147426,-0.06731978921474263,-0.07459203556618983,-0.07457507510426915,-0.07023446411669314,-0.06630134112697281,-0.06630134112697293
real_estate,-0.1215733511962592,-0.12313170383818985,-0.11476690121042284,-0.12353280116665107,-0.12353280116665107,-0.11949300312880355,-0.12252032387479944,-0.11326698828670102,-0.12912505502014343,-0.12513934939726384,-0.11208529900708482,-0.11839639292164372,-0.11051039530964173,-0.12480265963522225,-0.1207630936767063,-0.11897116085497748,-0.12244466715525273,-0.11372627193294775,-0.12330817751571528,-0.12084885393463689,-0.11710632396610132,-0.12099113215181305,-0.11078372067203128,-0.12244502102974524,-0.1200128885449772,-0.12230675401171866,-0.11853983039064493,-0.11143864471305136,-0.12097663873966036,-0.11855374981814339,-0.12049371040020836,-0.12051819614015959,-0.11429598456800132,-0.12199377916673886,-0.12199377916673886,-0.11486894565001643,-0.12107939618980158,-0.11334212258913025,-0.12206959315095554,-0.11998536349219312,-0.11643331634089694,-0.1216507267155956,-0.11318453373485186,-0.12267663484271472,-0.12259171941909261,-0.12657401844717725,-0.1265095247404355,-0.115790942693871,-0.12968263972975527,-0.12609530633044233,-0.12356620353318451,-0.12972291944236833,-0.11814426518147055,-0.13306930481996007,-0.12926980260027765
