sector,gpt4o_model_weighted,gpt4o_equally_weighted,gpt4o_minvar,gpt4o_maxret,gpt4o_maxsharpe,gpt4.1_model_weighted,gpt4.1_equally_weighted,gpt4.1_minvar,gpt4.1_maxret,gpt4.1_maxsharpe,o4-mini_model_weighted,o4-mini_equally_weighted,o4-mini_minvar,o4-mini_maxret,o4-mini_maxsharpe,gpt5_model_weighted,gpt5_equally_weighted,gpt5_minvar,gpt5_maxret,gpt5_maxsharpe,sonnet-3.7_model_weighted,sonnet-3.7_equally_weighted,sonnet-3.7_minvar,sonnet-3.7_maxret,sonnet-3.7_maxsharpe,sonnet-4_model_weighted,sonnet-4_equally_weighted,sonnet-4_minvar,sonnet-4_maxret,sonnet-4_maxsharpe,opus-4_model_weighted,opus-4_equally_weighted,opus-4_minvar,opus-4_maxret,opus-4_maxsharpe,dsV3_model_weighted,dsV3_equally_weighted,dsV3_minvar,dsV3_maxret,dsV3_maxsharpe,dsR1_model_weighted,dsR1_equally_weighted,dsR1_minvar,dsR1_maxret,dsR1_maxsharpe,gemini_model_weighted,gemini_equally_weighted,gemini_minvar,gemini_maxret,gemini_maxsharpe,grok3_model_weighted,grok3_equally_weighted,grok3_minvar,grok3_maxret,grok3_maxsharpe,grok3-mini_model_weighted,grok3-mini_equally_weighted,grok3-mini_minvar,grok3-mini_maxret,grok3-mini_maxsharpe
energy,1.0015232847871338,0.7482417707800588,0.6411188551413628,0.5659561152599963,0.705532471209618,1.2677989074689984,0.7581313924599488,0.7098092082481275,0.5434426736343484,0.6662776039701535,0.9950541576362485,0.7581313924599488,0.7098092082481271,0.5434426736343484,0.666277603970155,0.9950541576362485,0.7581313924599488,0.6411188551413625,0.5659561152599963,0.705532471209618,1.2338471006842233,0.7531031118919962,0.6456472916696632,0.5509190420258631,0.6717458175897022,1.0817281551618576,0.7482417707800588,0.6411188551413625,0.5659561152599965,0.705532471209618,0.7470366004843745,0.7482417707800588,0.6411188551413625,0.5659561152599963,0.705532471209618,0.9017726700081687,0.8511451042457538,0.7590980642233323,0.5951932816728599,0.722222788830331,0.4304717573360155,0.7482417707800588,0.6411188551413627,0.5659561152599961,0.7055324712096182,0.5703421278622488,0.7482417707800588,0.6411188551413625,0.5659561152599963,0.7055324712096182,1.1051520030431548,0.7482417707800588,0.6411188551413625,0.5659561152599963,0.705532471209618,1.2307893476543992,0.7581313924599488,0.7098092082481275,0.5434426736343484,0.6662776039701543
materials,1.4766437409912234,0.10192235594256568,0.30006420101540365,0.19146017665605553,0.23741728056886785,1.4829779385922506,0.0809166582511737,0.16790559110625528,-0.042004024311770506,0.036399359083979205,1.0077157536587584,0.05728654116682658,0.15340410621910142,-0.0527017003064195,0.03148997125240491,1.0077157536587584,0.05728654116682658,0.16663294506748288,0.195114269786212,0.12820912497029774,1.2884921638835674,0.1522253506904841,0.3182053017716571,0.20820885021096203,0.2598356355873921,0.9228707496557274,-0.09400537197853977,-0.0021129731448270863,-0.127921300427869,-0.031581321890476736,1.095138065467612,0.08186650903272756,0.29794878172936634,0.16863974969286272,0.22899856646721398,1.0112056071018793,-0.12515856045273516,-0.019147869590367284,0.08192974377262797,0.010738080792478085,0.8655797806186365,0.10071252699988066,0.167209101401196,0.1908360166593817,0.118812847746956,1.573021004126738,0.140095907981421,0.317244035258818,0.23778243026704293,0.3815641589569404,1.303105328502999,0.17298066521508987,0.3520848548231535,0.22948785221994372,0.287477205086817,1.052035724385047,0.1269525877216331,0.17813377498277935,0.1439775821329334,0.16018110139763847
industrials,0.7318148438189636,-0.09277874248062577,-0.0657819505333147,-0.09297010739881748,-0.1556364711689895,0.8318976603342817,0.06934013884222776,0.19229141408814474,-0.027636457088685312,-0.06425113020622035,0.5022175366624891,-0.21025897891599932,-0.06576421700930965,-0.20601136351158417,-0.26834709788506417,0.5022175366624891,-0.21025897891599932,0.039256528586139115,-0.12004850075730833,-0.30526063343217014,0.2914561996388643,-0.33133720282917284,-0.004448043119394468,-0.45280042210830135,-0.2969698575369155,0.4728322950997011,-0.07945272188335419,0.006613911183366626,-0.08865438281146285,-0.08865438281146573,0.7252861810867601,-0.06645308980855696,-0.11543092447937338,-0.1473937187865488,-0.22517170094148145,0.8119423639026573,-0.1488824476523822,0.0031174083656765493,-0.130931697840408,-0.3339880068954939,0.12155619275094744,-0.23918697013154164,-0.1972240416807138,-0.4194201585880016,-0.431977104362275,0.6157472872654954,-0.08740617709188832,0.13932450521633966,-0.33354167267674995,0.003615573166520133,0.48251611191730603,-0.07945272188335419,0.0066139111833664055,-0.08865438281146285,-0.08865438281146537,0.7216753334647841,-0.06907306392868293,0.028535908656239773,-0.08541508287296232,-0.048047873883617316
consumer_discretionary,0.30138304260937815,-0.4755366709314014,-0.10221996071151918,-0.3302011192200063,-0.35345373113177775,0.36076647260271927,-0.4246778929821817,-0.08012520372967377,-0.4618154949002527,-0.1730967451628749,0.29729491685074855,-0.37301736064243957,-0.038559311242473714,-0.300672661329072,-0.22486188443528118,0.29729491685074855,-0.37301736064243957,-0.1817519376154667,-0.5471671850438178,-0.27475234804462245,0.627560027962447,-0.4813288475657749,-0.08507305559515978,-0.48824497828880487,-0.34241458055561863,0.46063623099927753,-0.39445109379655074,-0.05188912972585077,-0.3104695637976018,-0.2037149915450214,0.31237775376623933,-0.35766325877002897,-0.08389611326532687,-0.293294398778425,-0.2055108597008487,0.44527949497986735,-0.423718628615834,-0.10545972549736268,-0.4792895661628122,-0.22485323569889556,0.3187087814931001,-0.4842699516532631,-0.12856872443227976,-0.3263378512967776,-0.18902404131434253,0.5528934258249041,-0.5498882245050362,-0.10113772802098984,-0.5289203756221572,-0.35532199309763485,0.3106044554386345,-0.28173704624206086,-0.04963511841021154,-0.2679980742030378,-0.19903523080380825,0.5716417285111383,-0.33355317427486303,-0.02204728251084554,-0.29510292064893834,-0.20488124198855034
consumer_staples,-0.5007437086881975,0.2520703627507866,0.17609751717471983,0.3019289743491267,0.2844132365904887,-0.23241727542478147,0.38914867316062496,0.4229249036444372,0.41437591891688835,0.41222017502214203,-0.0478708334407151,0.32806384510671777,0.291077815992468,0.3169276733231423,0.3169276733231422,-0.0478708334407151,0.32806384510671777,0.3733332596606736,0.34657727536910854,0.361744320692358,-0.5803010344983764,0.23019944283168145,0.20349576013131268,0.30790140245752584,0.31812148811112356,-0.48295847121969765,0.4592750429625571,0.313020186416385,0.40185381788064495,0.41278515648370667,-0.4289305156015796,0.33839057224956104,0.19341644611141082,0.3521778109202041,0.37129667960753243,-0.39159219503446613,0.3843832331690839,0.3527715330942203,0.4105688685290591,0.38935838121075883,-0.29290693518933225,0.20135299262319864,0.24855035896353617,0.2893175779089065,0.2990828599508101,-0.11177995029275657,0.3916160583262578,0.3041369821912886,0.341626363091271,0.3490071626978843,-0.36278132241954564,0.3320380636598386,0.15410589891298845,0.32565279633743716,0.29443885276075116,0.05171917274859865,0.42202616033016066,0.1613802219232595,0.3499617794985682,0.2827195922876195
health_care,0.449267415040178,0.3365122565341099,0.3740012281155958,0.11473193368446416,0.19155051590963448,0.876101202590922,0.5571529481184654,0.4283179733637563,0.4901850280676387,0.5499135756956859,1.3191206373996538,0.6684184571120281,0.47818236142805765,0.5541892634715277,0.5289267188829874,1.3191206373996538,0.6684184571120281,0.4523524109784023,0.47251215064257573,0.5713786082505832,1.0945936012367088,0.4412470858610713,0.44638308355040796,0.28220937923595324,0.403428690892722,0.648081484146627,0.3119658588776374,0.3501718785239383,0.12889875765087538,0.19028268067322512,0.721981811400362,0.30035412296453945,0.45741727483969274,0.2054994027524132,0.4006411721233311,1.711050317259849,0.35440557622070734,0.3735580242083406,0.11803714428683461,0.20274516527834577,0.605223541526513,0.44999029878797303,0.4010114361564052,0.24386119297862965,0.433103384622296,1.0586531515263058,0.19893634757708487,0.2560694783867313,0.053223074288978406,0.197983287673092,1.065322483327772,0.677903369886565,0.522811301886068,0.6177140135998608,0.572148427325819,1.1990826450982721,0.6225849226411555,0.4476787289023982,0.5183473286264662,0.5731429315844434
financials,1.32036084075641,-0.032100237966439994,0.31952023164499693,-0.04349950094181693,0.23660930247993792,1.8426217327914818,0.21725524246198433,0.4404671804107361,0.06541886227831306,0.2726615512514363,1.1287174153019164,0.02172097882753326,0.3505792882854532,-0.2294140882925217,-0.002295013449992257,1.1287174153019164,0.02172097882753326,0.5224293667700968,0.3196392453389985,0.40469096452660935,1.1596424383043324,0.31403077182615835,0.4847288121858442,0.2945052570335602,0.3896439986929026,1.2312583865237292,0.2141651116898682,0.42474719539642886,-0.11873159032006098,0.09884586426024566,1.064114116050602,-0.2326580880720212,0.21104932381364755,-0.3685046476399497,-0.19536944695917713,1.7910457321843956,-0.056596820377304874,0.2606899918482293,-0.28473671889813645,-0.010996408071938957,1.9000768014024116,0.10644828581824568,0.35536788968298155,0.010178941423512371,0.19595080455098013,1.911525842275667,0.13148463881611092,0.4016168385533758,-0.07981403035705965,0.05790842545864903,0.9497038219355937,-0.20800644631674228,0.028665293643973636,-0.42747588042724727,-0.34021756850622864,1.4741859226235179,0.06061299736223777,0.3539945452186008,-0.09734032495773308,0.04987851277099446
information_technology,0.44529392266806295,-0.8029916479656192,-0.7691327830544893,-0.5822887356372971,-0.6053345101635843,0.33866140461687533,-1.121610829284581,-0.9750499009818496,-0.6485233903438749,-0.6755587670495641,0.3640682381794479,-0.5076052184803687,-0.2866257140279691,-0.4143035700575852,-0.4547143650190172,0.3640682381794479,-0.5076052184803687,-0.9778064620049918,-0.5596981711313025,-0.6284800923317524,-0.3446824069334682,-0.942914057597909,-0.5073870448497704,-0.6138533404491153,-0.5971994407622482,0.38718811534291453,-0.6046059645362643,-0.34407309445306994,-0.45305629467676484,-0.49933779240518256,0.20980001507227344,-0.8380238537873699,-0.72113735047495,-0.5370912078015915,-0.5610501666085504,0.5525584845468151,-0.5704232991625443,-0.36321283633109597,-0.44521063992898174,-0.4824749872661459,0.22704725232563752,-0.8341907014812711,-0.5793092764717891,-0.5414379819003646,-0.6113468431783738,1.065122652402474,-1.0669433469824148,-0.8851081110533652,-0.6369287937714634,-0.6606057571430556,0.40533879040405874,-0.617019257601021,-0.36506058061694335,-0.4708278031953917,-0.5126487053205284,0.4503342947068943,-0.629289519131244,-0.3607583593702645,-0.5653480383913538,-0.5355073455251076
communication_services,0.45358903214995827,0.21584545667148033,0.408704464966943,-0.11119388376988015,0.10895961686811105,0.12300186966230327,0.15048598146523648,0.37884711291081535,-0.13814914934155595,0.0833266647478783,0.0026301354573524333,0.20317165287596836,0.4036551107985818,-0.1157429578084558,0.10448657234258157,0.0026301354573524333,0.20317165287596836,0.3788471129108153,-0.13814914934155595,0.083326664747879,0.4141479355698259,0.20204800084247002,0.4039491085202295,-0.11616146418651467,0.10408284823895564,0.1477745551200965,0.300330061504648,0.44494557869546064,0.13748614818269486,0.13748614818269528,-0.08332550626411861,0.300330061504648,0.44494557869546086,0.13748614818269486,0.13748614818269525,-0.03498504296556084,0.300330061504648,0.44494557869546075,0.13748614818269486,0.13748614818269528,-0.2166134058797442,0.24712073270822912,0.4207352811552738,0.11766761445266256,0.11766761445266298,-0.40383034267641565,0.15048598146523648,0.37884711291081535,-0.13814914934155595,0.08332666474787852,0.5522643470291598,0.15048598146523648,0.37884711291081524,-0.13814914934155595,0.08332666474787882,0.33591352485869846,0.21188416563951626,0.41061528415512594,-0.11258229624100202,0.10779013562075451
utilities,0.028090700151785285,0.9340784211566516,0.6939937188428044,0.7261798279179134,0.8115818603420276,0.28673588585262216,1.0385123536459084,0.7293567713849795,0.7745833903126289,0.8737930549482079,0.24793607270358237,1.041919169077752,0.7258419421348021,0.38319945882182543,0.7803190332003591,0.24793607270358237,1.041919169077752,0.5660749218568557,0.5513229527845629,0.6257760676611419,0.38574532224389846,1.0020903432331778,0.5837969012289129,0.6798585495495808,0.6966161083520795,0.5285238768911734,0.6887118108120243,0.4998554764972529,0.27120927080039703,0.2767681896094265,0.3837839827784579,0.7058698193477092,0.49597779106267065,0.26617211501899096,0.2661721150189919,0.02463584860543774,0.6052772769160991,0.5851034633798345,0.600017802723462,0.6277682323375906,0.916436424152274,1.0259442440916704,0.9135639971294589,0.7467839807234161,0.8277920073529487,0.20506380668906526,0.8307261455057501,0.6117408736700467,0.4965150988238804,0.5268915507437417,0.34337744582374846,1.4959397116586575,0.7888021751634304,0.8431409999668316,0.9749015593347821,-0.018941170527203996,0.6164301573020567,0.5783912157713937,0.3400499543199993,0.33583109736152117
