sector,gpt4o_model_weighted,gpt4o_equally_weighted,gpt4o_minvar,gpt4o_maxret,gpt4o_maxsharpe,gpt4.1_model_weighted,gpt4.1_equally_weighted,gpt4.1_minvar,gpt4.1_maxret,gpt4.1_maxsharpe,o4-mini_model_weighted,o4-mini_equally_weighted,o4-mini_minvar,o4-mini_maxret,o4-mini_maxsharpe,gpt5_model_weighted,gpt5_equally_weighted,gpt5_minvar,gpt5_maxret,gpt5_maxsharpe,sonnet-3.7_model_weighted,sonnet-3.7_equally_weighted,sonnet-3.7_minvar,sonnet-3.7_maxret,sonnet-3.7_maxsharpe,sonnet-4_model_weighted,sonnet-4_equally_weighted,sonnet-4_minvar,sonnet-4_maxret,sonnet-4_maxsharpe,opus-4_model_weighted,opus-4_equally_weighted,opus-4_minvar,opus-4_maxret,opus-4_maxsharpe,dsV3_model_weighted,dsV3_equally_weighted,dsV3_minvar,dsV3_maxret,dsV3_maxsharpe,dsR1_model_weighted,dsR1_equally_weighted,dsR1_minvar,dsR1_maxret,dsR1_maxsharpe,gemini_model_weighted,gemini_equally_weighted,gemini_minvar,gemini_maxret,gemini_maxsharpe,grok3_model_weighted,grok3_equally_weighted,grok3_minvar,grok3_maxret,grok3_maxsharpe,grok3-mini_model_weighted,grok3-mini_equally_weighted,grok3-mini_minvar,grok3-mini_maxret,grok3-mini_maxsharpe
energy,-3.658573750529981,-0.8376028274581206,-0.5402435120775079,-0.4315746956048675,-0.33182289191074454,-3.11353822671714,-0.6580881828518943,-0.45116255649404896,-0.22442999098499025,-0.1423691770958421,-3.4126195047704853,-0.6580881828518943,-0.45116255649404885,-0.22442999098499025,-0.14236917709584213,-3.4126195047704853,-0.6580881828518943,-0.540243512077508,-0.4315746956048672,-0.33182289191074443,-3.179079680902362,-0.6610605246836532,-0.4516996897980606,-0.4799180911434836,-0.1264927089970631,-3.6305140361450268,-0.8376028274581206,-0.5402435120775079,-0.4315746956048672,-0.3318228919107442,-3.6901608764975555,-0.8376028274581206,-0.5402435120775079,-0.4315746956048672,-0.33182289191074416,-3.6255857954749398,-0.6474138444284027,-0.44346110789561927,-0.4685223753391922,-0.11557250430953597,-3.311489108160568,-0.8376028274581206,-0.5402435120775078,-0.4315746956048676,-0.33182289191074416,-3.6181109952695785,-0.8376028274581206,-0.5402435120775079,-0.4315746956048675,-0.33182289191074477,-3.629698687837162,-0.8376028274581206,-0.5402435120775079,-0.4315746956048672,-0.33182289191074454,-3.0864443064759985,-0.6580881828518943,-0.4511625564940489,-0.22442999098499025,-0.1423691770958421
materials,-0.5912779319504784,0.384660052120422,0.34546789957190627,0.5151956657970691,0.47884783624302557,-0.777386364220875,0.5319852301456447,0.4171296496028664,0.5088202569235588,0.48859653836964656,0.161725223981247,0.3472536364873022,0.32301436305489556,0.453767878303476,0.40243119854634596,0.161725223981247,0.3472536364873022,0.3907137248145061,0.5655728586001123,0.5397795297191609,-1.4865513731421607,0.528268324220734,0.4115531544573048,0.507818633212192,0.5169041033877378,-0.9157795467307199,0.21324862004292677,0.16148811940095453,0.4027972439014857,0.3284807499389232,-0.8689862267938993,0.3816778056081143,0.3698787300436186,0.4675119052548,0.4491437370667785,-0.9101214897392224,0.3215222628973061,0.28456120570537097,0.4758967588949543,0.4360237613754183,-1.0072064019755302,0.5545936946455242,0.42273044128368087,0.6026149895372718,0.5834781323352484,-0.927759193625765,0.27618095259526454,0.2786430744439141,0.4235340216150758,0.3836692661581556,-0.845420919398566,0.34935822692111423,0.2865786902281454,0.4971590224632021,0.4578038605848585,-1.0331189539748553,0.20116524332842262,0.24232182317753434,0.37443736299185715,0.30592691145061035
industrials,-1.760531737549207,0.9822127414836638,0.8974446329379189,0.6515434672073483,0.6467917607797004,0.1297564443274992,1.2039982436701617,1.1871415497812503,0.7674903223653541,0.7539091476080375,-1.468989332782511,0.9254233788879905,0.7836344102398376,0.658203909009521,0.6508868247589853,-1.468989332782511,0.9254233788879905,1.0202199874113438,0.6606849546140221,0.6066674573079434,-1.2305189491448763,1.05208537492226,1.004382386508593,0.6298819599510715,0.6340977751963213,-0.4569450795248766,1.0773381234309185,0.970826140476272,0.6845575785847444,0.6845575785847448,-1.297519843533869,1.0110197198506505,0.9726077026503754,0.6283449023684484,0.5880267478703318,-0.4202262054437931,1.0352946558291287,0.9656427050183879,0.6581989790555062,0.7012509071458889,-0.8231874141862404,1.0229865986640692,0.9966499577303947,0.7106484469173934,0.7333309843288547,-0.925413324895438,1.0084173798005076,0.9926306984463701,0.6961065107335845,0.7600232525226411,-0.8927752523009359,1.0773381234309185,0.9708261404762726,0.6845575785847444,0.6845575785847448,0.6884983848158706,1.1265693583908778,1.0843953957723638,0.6957784879433283,0.7401702656044853
consumer_discretionary,-0.7796882197207835,0.8516369260421855,0.48948703783326725,0.5720964364363332,0.5813620594752604,-0.6339928446547105,0.5463966712989904,0.27831827473723336,0.37372624369913443,0.40658865557225254,0.28632324648380675,0.45292624487770844,0.1695078135960911,0.36922407808894264,0.3935266359497136,0.28632324648380675,0.45292624487770844,0.2488398072227571,0.38672407356764976,0.42586641022441885,0.08137957583106945,0.6240272089847818,0.3774884865669512,0.4426331794041487,0.5007115882936464,-1.6144803620372266,0.5272850695308483,0.24290687207606243,0.368242322347075,0.4211236613358295,-0.8121609217179334,0.4794186099322917,0.13785301772242672,0.36828543260351826,0.4003564361674772,-1.0988079563839412,0.6763761146731212,0.3277384599859548,0.42604976719092313,0.47837374465774785,-0.7175824847856507,0.5789651611699468,0.33125020535820904,0.4326519860232039,0.4392532757909065,-0.6620797107109195,0.5165980635208207,0.22148401731855175,0.403922766509738,0.44532048986829387,-0.8695690832237537,0.45567222537845176,0.14251059304574637,0.3373415348808446,0.3723366866758882,-0.8577489692712386,0.42765861184695103,0.15088874874800431,0.3468344602259659,0.35975587297929423
consumer_staples,-0.5912323581870296,-0.35900806250632483,-0.25682800143852397,0.05864566087671871,0.05864566087671871,-0.9733404266701635,-0.3694032458894319,-0.31689929559854146,-0.018939132388649485,-0.07469399777107506,-0.23290832423727148,-0.32831880358085247,-0.19673488754770685,0.10387275570083007,0.08600079317979215,-0.23290832423727148,-0.32831880358085247,-0.026023866575111878,0.3073069912408163,0.3073069912408166,-1.0299510189883918,-0.449496525394351,-0.31201234753503476,-0.02910095649225101,-0.029100956492250862,-1.4261702309193354,-0.7040464195113388,-0.4514101529243807,-0.16860779323875982,-0.23103786986789612,-1.3406818221312216,-0.186178950822477,-0.09340708224154337,0.15169571233683085,0.15424149714789534,-1.1507529951415554,-0.6405877744225903,-0.599823465092947,-0.1986413811731966,-0.23837904988098896,-0.6903005622101667,-0.6849296002941632,-0.4754356000271282,-0.14397911186177245,-0.1439791118617728,-0.29643319163704995,-0.10467028465428747,-0.10102775049881722,0.2413446438311684,0.2273734104973348,-0.9655069854158925,-0.3552477966682088,-0.17276416421923613,-0.14938376322345007,-0.0965936629957773,-0.7337552837537483,-0.06724111792052605,0.012756950970181659,0.23151507947428074,0.23151507947428077
health_care,0.332763708032651,-0.3570656274917796,-0.46253259147648923,0.017305071047665176,-0.17807916459903994,-0.014058285006719398,-0.308349601526081,-0.41084223428264477,-0.09051602738237344,-0.11879282936692219,-0.4192443570499053,-0.34247029956717046,-0.4504752033477946,-0.08479475997723948,-0.13388187096606852,-0.4192443570499053,-0.34247029956717046,-0.14896117055868888,0.20142205878007827,0.046181936665895984,-0.44415858570662475,0.021728740604589267,-0.1825413831143946,-0.08593600399436176,-0.07641241904325795,0.05426837925325081,-0.17980827643483857,-0.3382793184819109,-0.04609232174244442,-0.2031194082312555,-1.4053316627653047,-0.0442122112230866,-0.23389739589290418,-0.1652584987082266,-0.15973413042437967,-0.43076471321193827,-0.5142394857718131,-0.518945474886132,-0.23638581704737244,-0.288160635310044,-0.07988917396528873,-0.25114466076885544,-0.3396811562627308,-0.09188128155304993,-0.1872362115647535,-0.36893792728264985,-0.07386154996691255,-0.283539538341057,0.01586277204434737,-0.17931411650897291,-1.2088370123696988,-0.3582507046497584,-0.42726331334453066,-0.10475420999757218,-0.15225061548690774,0.23413295145305998,-0.36384186753865655,-0.4410597964997205,-0.12138683422817406,-0.1710615090448726
financials,-1.3304588292699457,0.888309285021767,0.3079089347317525,0.555962577113253,0.2791833234205423,-0.10756326754135527,0.7931409459027297,0.449029730490634,0.5190145168331985,0.3813734491443615,-1.5538965751732838,1.0703067919630627,0.6804340337394926,0.630881793509254,0.6715404377571065,-1.5538965751732838,1.0703067919630627,0.43388496951455663,0.42261620540100325,0.3010415551862942,1.40550354482882,0.6923029799053873,0.3513655451870114,0.395350243927003,0.11133187012605465,-0.4323534344498234,1.1733119508571481,1.311843487149121,0.6367708478437732,0.7563153941522074,-1.904174510003099,0.7857883396781375,0.7310579370653564,0.7427794650680092,0.6182805226858881,-0.6643799600824064,1.117117299375562,0.6906060155088416,0.6336958219718138,0.5345689868989352,0.367962911347896,1.3379331659989027,1.0972802861113136,0.6233611684251221,0.9422689803230632,1.6836236515875944,0.9339441225590605,0.7094960760434966,0.5535074617856489,0.4072567632342499,-1.829073078030331,1.328039415815974,1.053898210721139,0.678345242877323,0.7136907338225622,-0.9068735862922613,0.9948953599084833,0.5608758628366418,0.6538367731829293,0.553171399142354
information_technology,-1.8636213577492209,1.3100111428569157,0.8375120994013622,0.73049033350364,0.7388024367228228,-1.8705820056992075,1.4246181345691638,0.9054516262495017,0.7748239107700486,0.7797787994192998,-1.7001569870820956,1.3481329539380054,1.0355159832291794,0.7270134045432906,0.7384760425489505,-1.7001569870820956,1.3481329539380054,0.8413862605122848,0.8046726574418084,0.811432193851283,-1.916531053186347,1.357221140840222,1.107613387834372,0.7402323761764252,0.759911369039945,-2.63091928167016,1.2333090788138343,1.0149239518467175,0.7054933661287484,0.7145666958405708,-1.8661758753280744,1.131811048566412,0.7274146832793319,0.7248638060872566,0.7029049137286495,-2.4466650145404976,1.2650359242522307,0.9159734501574159,0.7084827747670625,0.7175910346205412,-0.1680368126755634,1.5299879679869581,0.9750883820881375,0.7629533758863551,0.806083359349906,-1.094422693267769,1.4450961895039331,0.716626469220242,0.7654851891654703,0.754878054066941,-2.186047843996006,1.4345814449837,1.149621000594939,0.741001424467607,0.7535667141714921,-1.5352939964491874,1.498967584636097,1.018470661239239,0.776516758921298,0.7173313470230441
communication_services,-1.5868428291647274,0.8282871116591517,0.6001157794422298,0.5766955871547124,0.5335174768832325,-1.210046972586614,0.7930332015830669,0.5872596595516008,0.5691358822277172,0.5157793576941944,-0.9398995492864175,0.7467256519250502,0.5402446418637751,0.4590227111574135,0.5003648124456583,-0.9398995492864175,0.7467256519250502,0.5872596595516005,0.5691358822277172,0.5157793576941945,-1.6298471197318136,0.7321838388772147,0.5406603129354399,0.4447424480204373,0.4892931746072913,-1.5269069953571746,0.738963016192208,0.5570728639064121,0.5529079133425348,0.5001477525847193,-1.71145238894225,0.738963016192208,0.5570728639064119,0.5529079133425348,0.5001477525847192,-1.4467164344418186,0.738963016192208,0.557072863906412,0.5529079133425348,0.5001477525847191,-1.4746308504547159,0.7951730175292151,0.5994040619601837,0.5753610403214072,0.53001680528667,-2.214404681446164,0.7930332015830669,0.5872596595516002,0.5691358822277172,0.5157793576941945,-1.4826907836688543,0.7930332015830669,0.5872596595516004,0.5691358822277172,0.5157793576941945,-1.1873664775734256,0.7981477103817931,0.5746082949377753,0.5703252940048141,0.524638049970799
utilities,-0.7867099649430731,-0.2936468857934283,-0.3066809682030565,-0.19215167432830083,-0.19215167432829602,-1.1562810867341076,-0.2699902045929648,-0.29854249761427365,-0.1651824160847126,-0.16518241608470777,-0.30424270132608117,-0.33970504148452163,-0.3141798854939789,-0.21138757083349577,-0.21138757083349538,-0.30424270132608117,-0.33970504148452163,0.18978842381707178,0.2883369718927585,0.3029705135335468,-1.276746604563038,0.09943169214136317,0.1385129911137995,0.18069212360263076,0.19085438614060085,0.12185955502650701,0.26847125121648396,0.20435393496314172,0.3078436798032786,0.32324513227859336,-0.027906105066622687,0.23312589818072418,0.15227753169799882,0.31973112974472545,0.30667766959145515,-0.8126548972909324,-0.32427236004840865,-0.34665830492321176,-0.205079567953364,-0.20507956795336402,-0.9092181475759298,-0.1682090828975425,-0.17253955127124052,-0.09226272307142135,-0.09226272307141452,-0.5655631944185325,0.16416255326301293,0.18962423302945988,0.23050865579455349,0.22527117718644657,-0.6450407609406625,-0.4993818007859048,-0.41682416727913957,-0.30701049957107235,-0.3070104995710679,-0.792001617091702,-0.5221600207582876,-0.4134155578521886,-0.38573892332398607,-0.38573892332398324
