sector,model,sharpe_ratio
energy,gpt-4o-2024-11-20,1.0015232847871338
energy,gpt-4.1,1.2677989074689981
energy,o4-mini,0.9950541576362485
energy,gpt-5,0.5653906974691234
energy,claude-3-7-sonnet-20250219,1.2338471006842233
energy,claude-sonnet-4-20250514,1.0817281551618578
energy,claude-opus-4-20250514,0.7470366004843746
energy,deepseek-chat,0.901772670008169
energy,deepseek-reasoner,0.4304717573360155
energy,gemini-2.5-pro-preview-05-06,0.5703421278622488
energy,grok-3-latest,1.1051520030431548
energy,grok-3-mini-latest,1.230789347654399
materials,gpt-4o-2024-11-20,1.4766437409912239
materials,gpt-4.1,1.4829779385922506
materials,o4-mini,1.0077157536587584
materials,gpt-5,0.927835475941664
materials,claude-3-7-sonnet-20250219,1.288492163883567
materials,claude-sonnet-4-20250514,0.9228707496557274
materials,claude-opus-4-20250514,1.095138065467612
materials,deepseek-chat,1.0112056071018793
materials,deepseek-reasoner,0.8655797806186363
materials,gemini-2.5-pro-preview-05-06,1.5730210041267374
materials,grok-3-latest,1.3031053285029994
materials,grok-3-mini-latest,1.052035724385047
industrials,gpt-4o-2024-11-20,0.7318148438189632
industrials,gpt-4.1,0.8318976603342816
industrials,o4-mini,0.5022175366624891
industrials,gpt-5,0.6341678957710398
industrials,claude-3-7-sonnet-20250219,0.2914561996388643
industrials,claude-sonnet-4-20250514,0.4728322950997012
industrials,claude-opus-4-20250514,0.7252861810867602
industrials,deepseek-chat,0.8119423639026572
industrials,deepseek-reasoner,0.12155619275094741
industrials,gemini-2.5-pro-preview-05-06,0.6157472872654953
industrials,grok-3-latest,0.48251611191730603
industrials,grok-3-mini-latest,0.7216753334647842
consumer_discretionary,gpt-4o-2024-11-20,0.301383042609378
consumer_discretionary,gpt-4.1,0.3607664726027192
consumer_discretionary,o4-mini,0.2972949168507485
consumer_discretionary,gpt-5,0.6552085911638587
consumer_discretionary,claude-3-7-sonnet-20250219,0.6275600279624469
consumer_discretionary,claude-sonnet-4-20250514,0.46063623099927775
consumer_discretionary,claude-opus-4-20250514,0.3123777537662391
consumer_discretionary,deepseek-chat,0.4452794949798674
consumer_discretionary,deepseek-reasoner,0.31870878149310017
consumer_discretionary,gemini-2.5-pro-preview-05-06,0.5528934258249041
consumer_discretionary,grok-3-latest,0.31060445543863463
consumer_discretionary,grok-3-mini-latest,0.5716417285111381
consumer_staples,gpt-4o-2024-11-20,-0.5007437086881975
consumer_staples,gpt-4.1,-0.23241727542478147
consumer_staples,o4-mini,-0.04787083344071508
consumer_staples,gpt-5,-0.1819139891428897
consumer_staples,claude-3-7-sonnet-20250219,-0.5803010344983764
consumer_staples,claude-sonnet-4-20250514,-0.4829584712196977
consumer_staples,claude-opus-4-20250514,-0.4289305156015796
consumer_staples,deepseek-chat,-0.3915921950344661
consumer_staples,deepseek-reasoner,-0.2929069351893322
consumer_staples,gemini-2.5-pro-preview-05-06,-0.11177995029275654
consumer_staples,grok-3-latest,-0.3627813224195456
consumer_staples,grok-3-mini-latest,0.051719172748598656
health_care,gpt-4o-2024-11-20,0.449267415040178
health_care,gpt-4.1,0.876101202590922
health_care,o4-mini,1.3191206373996545
health_care,gpt-5,1.2327830306038727
health_care,claude-3-7-sonnet-20250219,1.0945936012367088
health_care,claude-sonnet-4-20250514,0.648081484146627
health_care,claude-opus-4-20250514,0.7219818114003619
health_care,deepseek-chat,1.7110503172598486
health_care,deepseek-reasoner,0.605223541526513
health_care,gemini-2.5-pro-preview-05-06,1.0586531515263058
health_care,grok-3-latest,1.0653224833277724
health_care,grok-3-mini-latest,1.199082645098272
financials,gpt-4o-2024-11-20,1.3203608407564105
financials,gpt-4.1,1.842621732791482
financials,o4-mini,1.1287174153019166
financials,gpt-5,1.123520114524153
financials,claude-3-7-sonnet-20250219,1.1596424383043324
financials,claude-sonnet-4-20250514,1.2312583865237292
financials,claude-opus-4-20250514,1.064114116050602
financials,deepseek-chat,1.7910457321843951
financials,deepseek-reasoner,1.9000768014024114
financials,gemini-2.5-pro-preview-05-06,1.9115258422756671
financials,grok-3-latest,0.9497038219355938
financials,grok-3-mini-latest,1.4741859226235177
information_technology,gpt-4o-2024-11-20,0.4452939226680631
information_technology,gpt-4.1,0.3386614046168753
information_technology,o4-mini,0.36406823817944794
information_technology,gpt-5,0.7088452622893945
information_technology,claude-3-7-sonnet-20250219,-0.34468240693346813
information_technology,claude-sonnet-4-20250514,0.3871881153429144
information_technology,claude-opus-4-20250514,0.20980001507227344
information_technology,deepseek-chat,0.5525584845468149
information_technology,deepseek-reasoner,0.22704725232563747
information_technology,gemini-2.5-pro-preview-05-06,1.0651226524024737
information_technology,grok-3-latest,0.40533879040405874
information_technology,grok-3-mini-latest,0.4503342947068943
communication_services,gpt-4o-2024-11-20,0.45358903214995816
communication_services,gpt-4.1,0.12300186966230327
communication_services,o4-mini,0.0026301354573523947
communication_services,gpt-5,-0.03960145037268821
communication_services,claude-3-7-sonnet-20250219,0.4141479355698258
communication_services,claude-sonnet-4-20250514,0.14777455512009646
communication_services,claude-opus-4-20250514,-0.08332550626411861
communication_services,deepseek-chat,-0.0349850429655608
communication_services,deepseek-reasoner,-0.2166134058797442
communication_services,gemini-2.5-pro-preview-05-06,-0.4038303426764157
communication_services,grok-3-latest,0.5522643470291598
communication_services,grok-3-mini-latest,0.33591352485869835
utilities,gpt-4o-2024-11-20,0.028090700151785337
utilities,gpt-4.1,0.2867358858526221
utilities,o4-mini,0.24793607270358242
utilities,gpt-5,0.4611062618486362
utilities,claude-3-7-sonnet-20250219,0.38574532224389846
utilities,claude-sonnet-4-20250514,0.5285238768911735
utilities,claude-opus-4-20250514,0.3837839827784579
utilities,deepseek-chat,0.024635848605437726
utilities,deepseek-reasoner,0.9164364241522739
utilities,gemini-2.5-pro-preview-05-06,0.20506380668906526
utilities,grok-3-latest,0.34337744582374846
utilities,grok-3-mini-latest,-0.01894117052720398
real_estate,gpt-4o-2024-11-20,0.33226147887693197
real_estate,gpt-4.1,0.336129302137253
real_estate,o4-mini,0.45048677935791537
real_estate,gpt-5,-0.34825357144450353
real_estate,claude-3-7-sonnet-20250219,0.08582034954766991
real_estate,claude-sonnet-4-20250514,-0.017564171042221945
real_estate,claude-opus-4-20250514,0.2939785599382722
real_estate,deepseek-chat,0.38963302864884325
real_estate,deepseek-reasoner,-0.19640059731618933
real_estate,gemini-2.5-pro-preview-05-06,0.09718928771387482
real_estate,grok-3-latest,0.028718062508739452
real_estate,grok-3-mini-latest,0.09869167458216364
