sector,gpt4o_model_weighted,gpt4o_equally_weighted,gpt4o_minvar,gpt4o_maxret,gpt4o_maxsharpe,gpt4.1_model_weighted,gpt4.1_equally_weighted,gpt4.1_minvar,gpt4.1_maxret,gpt4.1_maxsharpe,o4-mini_model_weighted,o4-mini_equally_weighted,o4-mini_minvar,o4-mini_maxret,o4-mini_maxsharpe,sonnet-3.7_model_weighted,sonnet-3.7_equally_weighted,sonnet-3.7_minvar,sonnet-3.7_maxret,sonnet-3.7_maxsharpe,sonnet-4_model_weighted,sonnet-4_equally_weighted,sonnet-4_minvar,sonnet-4_maxret,sonnet-4_maxsharpe,opus-4_model_weighted,opus-4_equally_weighted,opus-4_minvar,opus-4_maxret,opus-4_maxsharpe,dsV3_model_weighted,dsV3_equally_weighted,dsV3_minvar,dsV3_maxret,dsV3_maxsharpe,dsR1_model_weighted,dsR1_equally_weighted,dsR1_minvar,dsR1_maxret,dsR1_maxsharpe,gemini_model_weighted,gemini_equally_weighted,gemini_minvar,gemini_maxret,gemini_maxsharpe,grok3_model_weighted,grok3_equally_weighted,grok3_minvar,grok3_maxret,grok3_maxsharpe,grok3-mini_model_weighted,grok3-mini_equally_weighted,grok3-mini_minvar,grok3-mini_maxret,grok3-mini_maxsharpe
energy,0.6265186084465574,-0.2558147419959104,0.1273680073247589,-0.24000717098356417,0.022763791497519507,0.584397882080239,-0.20434259980431832,0.17630125661169782,-0.1546591178534088,0.02100136803871027,0.29974618874530173,-0.20434259980431832,0.17630125661169824,-0.15465911785340877,0.021001368038710045,1.478190373142096,-0.1562440034824213,0.1906040512662036,0.014274244348006447,0.12360546086689625,1.1316353548166556,-0.2558147419959104,0.12736800732475909,-0.24000717098356425,0.022763791497519507,0.5807619788677713,-0.2558147419959104,0.12736800732475909,-0.24000717098356417,0.02276379149751986,0.2873079666164881,-0.1704006861870697,0.19054176666890563,0.00991901115653895,0.12277746786558458,-0.07488627634292053,-0.2558147419959104,0.1273680073247589,-0.24000717098356408,0.02276379149751996,1.2731814313411314,-0.2558147419959104,0.1273680073247589,-0.24000717098356417,0.022763791497519573,0.7337908803692554,-0.2558147419959104,0.1273680073247589,-0.24000717098356425,0.022763791497519573,1.405737968413029,-0.20434259980431832,0.17630125661169807,-0.15465911785340877,0.02100136803871015
materials,-0.48566931693204335,-1.0669349403571773,-0.6354595300368562,-0.7499477308986999,-0.8196307915955859,-0.2716196220563928,-0.8730370697585819,-0.5009488185808002,-0.6285281403538856,-0.6187493652701834,-0.4744091356375815,-0.8647121065274012,-0.5138445939492285,-0.640885156856525,-0.6449320303719295,-0.24746561541524786,-1.001908855235409,-0.5854516395076966,-0.666884749188369,-0.711035685840501,-0.038123452612733054,-0.88708943201197,-0.7275325003971923,-0.6280623201457386,-0.6246639588221385,-0.48194925646349546,-1.2448235313262341,-0.7026021381196018,-0.7644762748678409,-0.8138054522149236,-0.20970146562490471,-1.1845384580289415,-0.8693042293511604,-0.7319058643404042,-0.7347842426638163,-0.3673025719610058,-1.03534814450143,-0.5488089546492219,-0.7212665833656743,-0.7230440087330103,-0.23440439452533357,-1.0829979637737686,-0.6589582799168687,-0.7305584194126136,-0.7762554211735967,-0.4033454824683662,-1.0621383643539137,-0.6984642899942516,-0.7547471954033307,-0.8302083134677677,-0.12628428889130644,-0.9844507929165686,-0.5583724590433387,-0.7309416516391404,-0.7476287814267889
industrials,-0.20909492783340833,-0.25380997855572524,-0.3312695962010963,-0.3086974375605789,-0.24818369482544525,-0.08017645553094571,-0.43365842804363336,-0.4311390509992126,-0.4091740977852513,-0.48562324812887303,-0.6105718021273967,-0.1340727812011366,-0.37271561666933184,-0.10446344967551308,-0.1575189038449051,-0.367233931613366,-0.23296637379928148,-0.3953665076431325,-0.186293211269745,-0.273641695087347,-0.14965124758604034,-0.22401030169892425,-0.38656214793654137,-0.28973668573886713,-0.2897366857388691,0.0361838666868368,-0.3418010887536408,-0.4218236425720284,-0.26941776306315784,-0.27267703029060736,-0.18748909860121998,-0.08050453026012074,-0.2823391194564293,-0.16764100344004523,-0.1710785911431608,-0.039528420370752784,-0.355567270668922,-0.4107235657082036,-0.4057813219267637,-0.41849661821655953,-0.20032398604066554,-0.24183299258262816,-0.3466090258466536,-0.29481371389387967,-0.33448235978549273,-0.4666961284875503,-0.22401030169892425,-0.38656214793654137,-0.28973668573886713,-0.2897366857388684,0.2668076512115375,-0.12636860306463274,-0.29762780490959423,-0.22196307427199594,-0.2068286574279696
consumer_discretionary,-0.049377711293806414,0.31077498631280726,0.28663952007864724,0.21239443160374993,0.33647116966622637,-0.1958169340479461,0.09992101486731267,0.15989883909650962,0.07936718827642163,0.16642399951393794,-0.10321334454990325,0.36269929950104096,0.3647171238865274,0.27643348417060226,0.32049430987455396,0.1549700692165043,0.5373464776196931,0.47537917141798364,0.3993363273230044,0.4272781377702011,-0.11101802985321303,0.4265953212984655,0.4245739058538363,0.39431620211936863,0.3476970750352816,-0.34434960841086765,0.4178552438211317,0.40177170064135476,0.29295045580823437,0.3361804010441406,-0.37520733155900016,0.10795186103954617,0.17890354347083506,0.02693755010117993,0.1959805499227968,-0.38817589268907243,0.112372669081203,0.1809142718995025,0.01830941903588265,0.16660641826393147,-0.2501010126418088,0.1933919885995794,0.2182097775012666,0.053709581830997645,0.15094666569361617,-0.4140823035650788,0.4430275189995494,0.42094450943702927,0.30179979780108696,0.3476046173229812,-0.4226948349918385,0.12201281656713797,0.18672120094930264,0.12142624284276814,0.17446632619322552
consumer_staples,-1.2600440963401123,-0.8116522614468863,-0.4634293726500451,-0.23199701191798458,-0.3109038184237184,-0.6893137406660794,-0.5575210573106987,-0.30099572468376684,-0.07305806005094366,-0.08686746931029847,-1.178530495171582,-0.7215367293844832,-0.43833185391077606,-0.12903675946133097,-0.1290367594613309,-1.2973353390770803,-0.8199224829773492,-0.48968314878517,-0.1580001466166042,-0.15800014661660416,-1.4308089698329076,-0.7260397533099323,-0.4085280371769274,-0.1595502577751413,-0.2062524667121537,-1.2247866463850814,-0.6993233787801767,-0.49255211494834167,-0.10383063636802085,-0.17317092283722244,-0.33868284095799606,-0.7819795362013073,-0.7264085138039229,-0.4854186436946825,-0.5280288528982763,-1.3063205888524805,-0.6801378525059967,-0.4297113722875612,-0.08404147288357584,-0.08974934209568423,-0.9684873670510615,-0.5744230165525441,-0.3058180555771697,-0.05249513980063678,-0.062102253056992615,-1.4347980149381316,-0.8214160863905996,-0.5331739313195131,-0.3844511495209269,-0.3684663342018212,-0.9496750407383123,-0.7014136063543841,-0.4221551243849883,-0.2746526982323388,-0.30103996666451394
health_care,-0.6020839123629399,-0.9689261911477811,-0.8104313397999366,-0.610646841539686,-0.728472747170206,-0.29977062771808877,-0.5100606090506575,-0.4554046301821551,-0.3424328743622635,-0.3424328743622651,-0.40044623211992814,-0.9107854474187356,-0.6458424624600064,-0.5355093869895963,-0.7443896807750459,-0.4598724617723706,-0.5831116458655246,-0.4868126571575825,-0.44380274289602517,-0.544544732176736,-0.518487544827126,-0.7762511539095039,-0.7037390296244026,-0.5608150791004527,-0.6344674661314076,-0.5722976726664183,-0.7078687572745169,-0.5413309496323007,-0.4633522142942277,-0.57322308115827,-0.47522553794056477,-0.9051021838393603,-0.7342557532753057,-0.5775534322813469,-0.6569074403389971,-0.7859070116589317,-0.5980214447486389,-0.5118323252722843,-0.41847866569674425,-0.525037384789474,-0.4411815793373976,-0.6443897747182432,-0.6038934058902621,-0.510600237565036,-0.5906014237521162,-0.45538116330249684,-0.83402974101323,-0.7230111704795708,-0.594885523997152,-0.6326166011629666,-0.1650832078184736,-0.5991362472326519,-0.5257265259727303,-0.3711702245387673,-0.3711702245387706
financials,1.4200181600092523,1.0764357752788496,0.5612831769122059,0.6730117945200039,0.6186522554027744,0.45907602912321466,0.8189507797217421,0.4085555578322788,0.5542025474556701,0.3963932565341148,1.148666655002743,1.0656853604755525,0.6161479403042954,0.6692859580774146,0.5992005335645836,1.10465185203578,0.7313104061643555,0.3890070090052169,0.47183458000049444,0.4201640284088226,0.06849590820714298,1.1193851170499451,0.7145522959213653,0.7123339030354009,0.6843875432369604,0.9877127429546498,0.861443947023656,0.6934009581559583,0.4894419172919072,0.7840576131373294,0.7038566942784245,1.1157598770280042,0.6352453023921776,0.7047884705716597,0.6719062098357332,0.6926185423345905,0.7274343493421389,0.23691712554204286,0.53988772411632,0.36552135587509543,0.6837643589464841,0.7408965970321751,0.37998506940418164,0.5209994791603307,0.4785507447483732,1.5803215894661446,1.3065076154335722,1.0286602928348558,0.7845724727085934,0.6731279341577194,1.2817478218768223,1.1509046791016222,0.678206255388651,0.6931764789967527,0.637470961563926
information_technology,1.001617443162984,0.3399058003365403,0.34494904108261554,0.2676969206910695,0.47094152572278936,1.0259375831153583,0.3602439928867052,0.3718781187776641,0.2797771911386953,0.47801100005835584,0.9888033981370543,0.4662179132424597,0.4481621136970237,0.316818721904452,0.46976964377589675,1.289651075975051,0.2595691722179728,0.29316235120493694,0.01362983793928797,0.4491793320881291,1.2317215976446194,0.3724790945235866,0.3832203022470385,0.2926657025398097,0.4355345391452251,0.6695148862135893,0.12710100440839384,0.2792090451932381,-0.041870780198791174,0.3079712433869219,1.1177157842155538,0.45428639578897323,0.5435961231871229,0.316316467385132,0.4674174580850148,0.9674444412538868,0.540099437931066,0.6249811247653533,0.33643951504024905,0.5877164334064784,-0.12027406830298837,0.32834158434404076,0.42950604233201367,0.2625363391706125,0.4377434557657144,0.9053307286786317,0.4998798927842326,0.47524624167415414,0.32472271649320933,0.482252949623157,1.029256288578869,0.18747263740461767,0.24036620938769296,0.10691828603664282,0.3375423839597884
communication_services,-0.1582071510206695,0.6133331647286702,0.4639177713382447,0.5788215616425962,0.6395200085379948,-0.18939028241845385,0.49055456132182496,0.3894759980786218,0.5233431052088567,0.5510227186363394,-0.21828905668649595,0.5326542560239178,0.42006441559319496,0.5467773404812336,0.577653781067143,-0.13744402456849744,0.4895288617506454,0.3891032776439188,0.5226085407541285,0.5497158856963933,-0.36388071210031964,0.4970830554404024,0.39557806805037343,0.5197655590751811,0.5197655590751822,-0.32749514034037497,0.4970830554404024,0.3955780680503736,0.5197655590751811,0.5197655590751824,-0.34778722575959164,0.4970830554404024,0.39557806805037354,0.5197655590751811,0.5197655590751822,-0.21946291490294514,0.47393513831729744,0.3778429947976947,0.505379993998879,0.50537999399888,0.14553245604026893,0.49055456132182496,0.3894759980786219,0.5233431052088567,0.5510227186363387,0.06009203307298546,0.49055456132182496,0.3894759980786219,0.5233431052088567,0.5510227186363371,0.10357168327048595,0.6198815022294788,0.4645356572553697,0.5810279934119532,0.6178825943552736
utilities,-0.6945925093329702,-0.540534920576495,-0.6072728497389723,-0.4383237105648184,-0.43832371056481917,-1.217395405166209,-0.7825971965373908,-0.6438025027909371,-0.6750416300918846,-0.6729887729189524,-2.0869961195982416,-0.7888420995580545,-0.5840117005881673,-0.6725350596925619,-0.6750600487047522,-0.36158092285307675,-0.4855354859092312,-0.487051822934154,-0.5429759003486377,-0.526156397857098,-0.21750514163972184,-0.36234883309976806,-0.46015512296134436,-0.24442218702366844,-0.2541127233234141,-1.1257958486363588,-0.6103720728086545,-0.5166835039790684,-0.30994576994438633,-0.3215845091410586,-1.177525788037703,-0.63375037298939,-0.5946093011230357,-0.6291332034161566,-0.6291332034161611,-0.8065296332986513,-0.4214017835445361,-0.4255208925615101,-0.5192499880365995,-0.5162212549910988,-0.8750250475119477,-0.4856559967770276,-0.4939715323188647,-0.5443719056014179,-0.5443719056014168,-0.6618489593709114,-0.5281894846960802,-0.5993407606695905,-0.4306637544974676,-0.4306637544974684,-1.093187128024788,-0.5092948547343016,-0.4782698483092691,-0.4906348311779258,-0.4906348311779258
