sector,portfolio,difference
energy,gpt4o_weighted_energy,-0.001319288135721
energy,gpt4o_equal_energy,0.0032156823564058
energy,gpt4o Min Var,-0.01280871753385
energy,gpt4o Max Ret,-0.0010730520154307
energy,gpt4o Max Sharpe,-0.0116060055530189
energy,gpt4.1_weighted_energy,-0.0011964520443615
energy,gpt4.1_equal_energy,-0.005348903917798
energy,gpt4.1 Min Var,-0.0186576131293495
energy,gpt4.1 Max Ret,-0.0238299514955822
energy,gpt4.1 Max Sharpe,-0.0343014776784042
energy,o4-mini_weighted_energy,-0.0042398006292736
energy,o4-mini_equal_energy,-0.005348903917798
energy,o4-mini Min Var,-0.0186576131293494
energy,o4-mini Max Ret,-0.0238299514955822
energy,o4-mini Max Sharpe,-0.0343014776784042
energy,gpt5_weighted_energy,0.004194865725679
energy,gpt5_equal_energy,0.0032156823564056
energy,gpt5 Min Var,-0.01280871753385
energy,gpt5 Max Ret,-0.0010730520154308
energy,gpt5 Max Sharpe,-0.0116060055530189
energy,sonnet-3.7_weighted_energy,-0.0010981671629311
energy,sonnet-3.7_equal_energy,-0.0028792377074022
energy,sonnet-3.7 Min Var,-0.0172681817363804
energy,sonnet-3.7 Max Ret,-0.0035255830144462
energy,sonnet-3.7 Max Sharpe,-0.0312918752374734
energy,sonnet-4_weighted_energy,0.000732777560308
energy,sonnet-4_equal_energy,0.0032156823564058
energy,sonnet-4 Min Var,-0.01280871753385
energy,sonnet-4 Max Ret,-0.0010730520154307
energy,sonnet-4 Max Sharpe,-0.011606005553019
energy,opus-4_weighted_energy,-0.004689547934308
energy,opus-4_equal_energy,0.0032156823564058
energy,opus-4 Min Var,-0.01280871753385
energy,opus-4 Max Ret,-0.0010730520154307
energy,opus-4 Max Sharpe,-0.011606005553019
energy,dsV3_weighted_energy,-0.0100638519115548
energy,dsV3_equal_energy,-0.004666595037551
energy,dsV3 Min Var,-0.0181568655397451
energy,dsV3 Max Ret,-0.0046184245009708
energy,dsV3 Max Sharpe,-0.0324516806913191
energy,dsR1_weighted_energy,-0.0034627770675244
energy,dsR1_equal_energy,0.0032156823564058
energy,dsR1 Min Var,-0.0128087175338498
energy,dsR1 Max Ret,-0.0010730520154307
energy,dsR1 Max Sharpe,-0.0116060055530189
energy,gemini_weighted_energy,0.0004780954771762
energy,gemini_equal_energy,0.0032156823564058
energy,gemini Min Var,-0.01280871753385
energy,gemini Max Ret,-0.0010730520154307
energy,gemini Max Sharpe,-0.011606005553019
energy,grok3_weighted_energy,-0.0001247930218073
energy,grok3_equal_energy,0.0032156823564056
energy,grok3 Min Var,-0.01280871753385
energy,grok3 Max Ret,-0.0010730520154307
energy,grok3 Max Sharpe,-0.0116060055530189
energy,grok3-mini_weighted_energy,-0.0083949485279551
energy,grok3-mini_equal_energy,-0.005348903917798
energy,grok3-mini Min Var,-0.0186576131293496
energy,grok3-mini Max Ret,-0.0238299514955822
energy,grok3-mini Max Sharpe,-0.0343014776784044
materials,gpt4o_weighted_materials,-0.0040252059686271
materials,gpt4o_equal_materials,-0.0102496565457793
materials,gpt4o Min Var,-0.0143531513922059
materials,gpt4o Max Ret,-0.0227862033140997
materials,gpt4o Max Sharpe,-0.0203631231426394
materials,gpt4.1_weighted_materials,-0.0110098396144514
materials,gpt4.1_equal_materials,-0.016251241278653
materials,gpt4.1 Min Var,-0.0184761853188198
materials,gpt4.1 Max Ret,-0.041682099756858
materials,gpt4.1 Max Sharpe,-0.0199704775379938
materials,o4-mini_weighted_materials,0.0085163442819623
materials,o4-mini_equal_materials,-0.0036109135612813
materials,o4-mini Min Var,-0.0103918059950405
materials,o4-mini Max Ret,-0.0337559774432845
materials,o4-mini Max Sharpe,-0.0117435298565753
materials,gpt5_weighted_materials,-0.0085885872170964
materials,gpt5_equal_materials,-0.0091832284107192
materials,gpt5 Min Var,-0.0138445205746237
materials,gpt5 Max Ret,-0.0220853755453786
materials,gpt5 Max Sharpe,-0.0183205238702331
materials,sonnet-3.7_weighted_materials,-0.0110400023600093
materials,sonnet-3.7_equal_materials,-0.0132316451111029
materials,sonnet-3.7 Min Var,-0.0161527740744926
materials,sonnet-3.7 Max Ret,-0.039781114559722
materials,sonnet-3.7 Max Sharpe,-0.020199378988061
materials,sonnet-4_weighted_materials,0.0081780937916444
materials,sonnet-4_equal_materials,0.0104715852678973
materials,sonnet-4 Min Var,0.0125858116292463
materials,sonnet-4 Max Ret,-0.0250423929771159
materials,sonnet-4 Max Sharpe,-0.0035526261689856
materials,opus-4_weighted_materials,-0.0023684149934236
materials,opus-4_equal_materials,-0.003650070737734
materials,opus-4 Min Var,-0.0123579201073593
materials,opus-4 Max Ret,-0.033791013183521
materials,opus-4 Max Sharpe,-0.0144107395301592
materials,dsV3_weighted_materials,0.0081331202015454
materials,dsV3_equal_materials,-0.002020089771259
materials,dsV3 Min Var,0.0037647554341969
materials,dsV3 Max Ret,-0.0177704867139371
materials,dsV3 Max Sharpe,-0.0153027697667438
materials,dsR1_weighted_materials,0.0005937676018969
materials,dsR1_equal_materials,-0.0167051310123662
materials,dsR1 Min Var,-0.017900170818927
materials,dsR1 Max Ret,-0.0267128219430285
materials,dsR1 Max Sharpe,-0.0233440238197505
materials,gemini_weighted_materials,0.003574306930533
materials,gemini_equal_materials,0.0058579066059097
materials,gemini Min Var,-0.0039390787719096
materials,gemini Max Ret,-0.0293630089650314
materials,gemini Max Sharpe,8.93135864220251e-05
materials,grok3_weighted_materials,0.0013406441936726
materials,grok3_equal_materials,-0.0006232738965298
materials,grok3 Min Var,-0.006200716086511
materials,grok3 Max Ret,-0.0168564611621413
materials,grok3 Max Sharpe,-0.013704560858022
materials,grok3-mini_weighted_materials,0.0186716721073732
materials,grok3-mini_equal_materials,0.0092701707969049
materials,grok3-mini Min Var,-0.0027423562587506
materials,grok3-mini Max Ret,-0.0211555375550337
materials,grok3-mini Max Sharpe,-0.0011553523550173
industrials,gpt4o_weighted_industrials,0.0227215931386011
industrials,gpt4o_equal_industrials,0.023665672224831
industrials,gpt4o Min Var,0.0325224552866485
industrials,gpt4o Max Ret,0.0018245126468228
industrials,gpt4o Max Sharpe,0.0028209740074904
