Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
GOOGL,0.2,0.22,0.2,0.25252525252525254,0.25
META,0.15,0.18,0.15,0.20202020202020204,0.2
NFLX,0.1,0.12,0.1,0.12121212121212122,0.12
TMUS,0.08,0.08,0.07,0.08080808080808081,0.08
DIS,0.12,0.07,0.08,0.07070707070707072,0.07
CHTR,0.07,0.06,0.06,0.06060606060606061,0.06
VZ,0.02,0.055,0.05,0.04040404040404041,0.05
CMCSA,0.08,0.05,0.06,0.04040404040404041,0.04
EA,0.06,0.045,0.04,0.05050505050505051,0.035
TTWO,0.04,0.035,0.03,0.030303030303030304,0.03
T,0.015,0.03,0.03,0.025252525252525256,0.025
LYV,0.02,0.01,0.03,0.015151515151515152,0.01
FOXA,0.0,0.01,0.02,0.010101010101010102,0.015
PARA,0.01,0.015,0.015,,0.003
WBD,0.005,0.02,0.01,,0.004
MTCH,0.03,,0.03,,0.008
NWSA,0.0,,0.003,,
IPG,0.0,,0.008,,
OMC,0.0,,0.01,,
FOX,0.0,,0.004,,
