Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
V,0.18,0.15,0.10909090909090907,0.18,0.18
MA,0.16,0.12,0.09999999999999999,0.16,0.16
BRK.B,0.12,0.1,0.09090909090909091,0.15,0.12
JPM,0.1,0.11,0.0818181818181818,0.12,0.1
SPGI,0.08,0.08,0.07727272727272727,0.1,0.08
BLK,0.07,0.09,0.07272727272727272,0.08,0.07
CME,0.06,0.07,0.06818181818181818,0.06,0.06
ICE,0.05,0.06,0.06363636363636364,0.05,0.05
BAC,0.05,0.06,0.05909090909090909,0.04,0.04
GS,0.04,0.05,0.054545454545454536,0.03,0.05
AXP,0.03,0.04,0.045454545454545456,0.01,0.03
MS,0.03,0.03,0.049999999999999996,0.02,0.03
WFC,0.02,0.02,0.0409090909090909,0.0,0.02
USB,0.01,0.015,0.0409090909090909,0.0,0.01
PNC,0.0,0.005,0.045454545454545456,0.0,0.0
