Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
PLD,0.12,0.12,0.2,0.12,0.14851485148514854
AMT,0.11,0.11,0.08,0.11,0.11881188118811883
EQIX,0.1,0.1,0.12,0.1,0.09900990099009904
CCI,0.08,0.08,0.05,0.08,0.07920792079207922
DLR,0.075,0.07,0.1,0.075,0.07920792079207922
PSA,0.07,0.065,0.06,0.07,0.06930693069306933
WELL,0.065,0.06,0.05,0.065,0.05940594059405942
AVB,0.06,0.05,0.08,0.06,0.04950495049504952
EQR,0.055,0.05,0.04,0.055,0.04950495049504952
O,0.05,0.055,0.04,0.05,0.05940594059405942
SBAC,0.045,0.045,0.02,0.045,0.03960396039603961
EXR,0.04,0.04,0.04,0.04,0.03960396039603961
SPG,0.035,0.03,0.0,0.03,0.019801980198019806
VTR,0.03,0.035,0.03,0.035,0.02970297029702971
UDR,0.025,0.03,0.03,0.025,0.02970297029702971
REG,0.015,0.015,0.03,0.003,0.004950495049504951
KIM,0.01,0.01,0.015,0.005,0.004950495049504951
BXP,0.007,0.025,0.0,0.02,0.009900990099009903
FRT,0.005,0.005,0.015,0.002,0.004950495049504951
HST,0.003,0.005,0.0,0.01,0.004950495049504951
