Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
AMZN,0.22,0.2,0.1970443349753695,0.2,0.22
TSLA,0.18,0.15,0.1477832512315271,0.15,0.18
HD,0.12,0.12,0.11822660098522168,0.12,0.12
LULU,0.08,0.08,0.09852216748768475,0.08,0.08
NKE,0.08,0.08,0.0788177339901478,0.08,0.07
LOW,0.07,0.07,0.06896551724137932,0.07,0.06
BKNG,0.06,0.06,0.05911330049261084,0.03,0.06
ORLY,0.05,0.05,0.05911330049261084,0.06,0.05
SBUX,0.04,0.06,0.049261083743842374,0.06,0.035
CMG,0.04,0.05,0.02955665024630542,0.05,0.045
TJX,0.03,0.04,0.0394088669950739,0.04,0.04
ABNB,0.02,0.0,0.01970443349753695,,0.005
MCD,0.01,0.03,0.01477832512315271,0.05,0.02
YUM,,0.01,0.01477832512315271,0.01,0.015
F,,0.0,0.004926108374384237,,
