Stock,Weight
AMZN,0.15463917525773196
 TSLA,0.12371134020618557
 NKE,0.08247422680412371
 HD,0.08247422680412371
 MCD,0.07216494845360825
 SBUX,0.061855670103092786
 LOW,0.051546391752577324
 BKNG,0.051546391752577324
 TJX,0.041237113402061855
 GM,0.041237113402061855
 F,0.030927835051546393
 CMG,0.030927835051546393
 LULU,0.030927835051546393
 DPZ,0.020618556701030927
 ULTA,0.020618556701030927
 ROST,0.020618556701030927
 DRI,0.020618556701030927
 YUM,0.020618556701030927
 AZO,0.020618556701030927
 ORLY,0.020618556701030927
