Stock,Weight
LIN,0.08333333333333331
 APD,0.07291666666666666
 SHW,0.062499999999999986
 ECL,0.062499999999999986
 DD,0.05208333333333333
 DOW,0.05208333333333333
 FCX,0.05208333333333333
 NEM,0.05208333333333333
 NUE,0.05208333333333333
 VMC,0.05208333333333333
 MLM,0.05208333333333333
 ALB,0.04166666666666666
 MOS,0.04166666666666666
 CF,0.04166666666666666
 IP,0.04166666666666666
 BALL,0.04166666666666666
 PPG,0.04166666666666666
 LYB,0.04166666666666666
 STLD,0.031249999999999993
 AMCR,0.031249999999999993
