Stock,Weight
PLD,0.10204081632653061
 AMT,0.09183673469387754
 EQIX,0.08163265306122448
 PSA,0.07142857142857142
 SPG,0.06122448979591836
 WELL,0.06122448979591836
 AVB,0.05102040816326531
 EQR,0.05102040816326531
 EXR,0.05102040816326531
 VTR,0.05102040816326531
 BXP,0.04081632653061224
 DLR,0.04081632653061224
 O,0.04081632653061224
 KIM,0.03061224489795918
 FRT,0.03061224489795918
 REG,0.03061224489795918
 ESS,0.03061224489795918
 MAA,0.03061224489795918
 IRM,0.03061224489795918
 HST,0.02040816326530612
