Stock,Weight
JNJ,0.08300395256916997
PFE,0.0691699604743083
LLY,0.07509881422924901
MRK,0.06620553359683795
ABBV,0.06126482213438735
BMY,0.044466403162055336
AMGN,0.04940711462450593
GILD,0.043478260869565216
REGN,0.04940711462450593
VRTX,0.04940711462450593
UNH,0.07707509881422925
CI,0.046442687747035576
CVS,0.04347826086956522
MDT,0.044466403162055336
SYK,0.03754940711462451
ISRG,0.040513833992094864
BDX,0.03458498023715415
BIIB,0.026679841897233204
HCA,0.028656126482213436
BSX,0.029644268774703556
