Stock,Weight
XOM,0.11623246492985968
CVX,0.09819639278557113
COP,0.08016032064128255
EOG,0.07014028056112223
OXY,0.05410821643286572
MPC,0.05811623246492984
VLO,0.0501002004008016
PSX,0.0501002004008016
KMI,0.04208416833667334
WMB,0.040080160320641274
OKE,0.040080160320641274
SLB,0.05210420841683366
BKR,0.04208416833667334
HAL,0.04208416833667334
DVN,0.030060120240480954
APA,0.022044088176352703
HES,0.030060120240480954
FANG,0.030060120240480954
CTRA,0.024048096192384766
TRGP,0.028056112224448895
