Stock,Weight
AAPL,0.14734774066797643
MSFT,0.13555992141453832
NVDA,0.11394891944990176
AMD,0.07858546168958742
CSCO,0.02848722986247544
ORCL,0.03143418467583497
ADBE,0.05108055009823183
CRM,0.05500982318271121
INTC,0.01768172888015717
IBM,0.019646365422396853
QCOM,0.027504911591355603
TXN,0.022593320235756383
NOW,0.03536345776031435
PANW,0.03732809430255402
SNPS,0.027504911591355603
FTNT,0.029469548133595282
AVGO,0.06483300589390963
CRWD,0.034381139489194495
INTU,0.030451866404715127
HPE,0.011787819253438114
