Stock,Weight
META,0.14191106906338694
GOOGL,0.11352885525070956
NFLX,0.09082308420056766
EA,0.044465468306527915
TTWO,0.044465468306527915
MTCH,0.02838221381267739
T,0.04824976348155157
VZ,0.04824976348155157
CMCSA,0.05676442762535478
CHTR,0.039735099337748346
DIS,0.07379375591296122
FOXA,0.01892147587511826
PARA,0.01702932828760643
WBD,0.02365184484389783
TMUS,0.05676442762535478
OMC,0.01797540208136235
IPG,0.01797540208136235
LYV,0.019867549668874173
NWSA,0.012298959318826871
GOOG,0.08514664143803218
