Stock,Weight
PG,0.08984277514349889
KO,0.07586723234339905
PEP,0.07586723234339905
COST,0.11979036685799851
WMT,0.10781133017219864
CL,0.053905665086099334
MDLZ,0.040928375343149484
KMB,0.03793361617169953
GIS,0.032942350885949594
HSY,0.03893186922884952
MNST,0.07586723234339907
EL,0.06089343648614924
CHD,0.055902171200399316
CLX,0.023958073371599702
MKC,0.028949338657349645
HRL,0.018966808085849763
CAG,0.009982530571499877
KR,0.026952832543049667
SYY,0.0159720489143998
ADM,0.008734714250062392
