Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
UNH,0.1043478260869565,0.12,0.13636363636363633,0.12,0.12
JNJ,0.08695652173913043,0.1,0.10909090909090906,0.1,0.1
LLY,0.09565217391304347,0.09,0.09090909090909088,0.15,0.14
MRK,0.06956521739130433,0.08,0.07272727272727271,0.08,0.08
PFE,0.05217391304347825,0.06,0.05454545454545453,0.05,0.05
ABBV,0.07826086956521738,0.08,0.09090909090909088,0.1,0.09
TMO,0.08695652173913043,0.09,0.07272727272727271,0.08,0.1
ISRG,0.0608695652173913,0.07,0.06363636363636363,0.06,0.06
REGN,0.043478260869565216,0.06,0.05454545454545453,0.04,0.05
AMGN,0.06956521739130433,0.05,0.05454545454545453,0.05,0.07
HCA,0.043478260869565216,0.05,0.036363636363636355,0.05,0.05
VRTX,0.03478260869565217,0.06,0.036363636363636355,0.04,0.04
DHR,0.0608695652173913,0.04,0.036363636363636355,0.04,0.03
HUM,0.05217391304347825,0.03,0.036363636363636355,0.03,0.01
MDT,0.0608695652173913,0.02,0.05454545454545453,0.01,0.01
