Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
AAPL,0.19900497512437815,0.13636363636363635,0.14285714285714285,0.1636363636363636,0.1636363636363636
MSFT,0.17910447761194032,0.14545454545454545,0.13333333333333333,0.15454545454545454,0.15454545454545454
NVDA,0.1492537313432836,0.1636363636363636,0.11428571428571428,0.13636363636363635,0.13636363636363635
AVGO,0.07960199004975126,0.07272727272727272,0.07619047619047618,0.06363636363636364,0.06363636363636364
ADBE,0.06965174129353235,0.07272727272727272,0.06666666666666667,0.0818181818181818,0.0818181818181818
CRM,0.05970149253731344,0.027272727272727268,0.047619047619047616,0.03636363636363636,0.027272727272727268
NOW,0.05970149253731344,0.045454545454545456,0.05714285714285714,0.045454545454545456,0.03636363636363636
PANW,0.04975124378109454,0.01818181818181818,0.03809523809523809,0.027272727272727268,0.027272727272727268
INTU,0.03980099502487563,0.01818181818181818,0.03333333333333333,0.03636363636363636,0.027272727272727268
AMD,0.02985074626865672,0.09090909090909091,0.07619047619047618,0.07272727272727272,0.07272727272727272
INTC,0.02985074626865672,0.045454545454545456,0.047619047619047616,0.045454545454545456,0.045454545454545456
TXN,0.019900497512437814,0.03636363636363636,0.05714285714285714,0.03636363636363636,0.045454545454545456
QCOM,0.01492537313432836,0.054545454545454536,0.02857142857142857,0.027272727272727268,0.03636363636363636
CSCO,0.01492537313432836,0.03636363636363636,0.047619047619047616,0.045454545454545456,0.045454545454545456
LRCX,0.0049751243781094535,0.03636363636363636,0.03333333333333333,0.027272727272727268,0.03636363636363636
